Year,SMALL LoBM,ME1 BM2,SMALL HiBM,BIG LoBM,ME2 BM2,BIG HiBM
1927,0.32428034550774476,0.27848692021472266,0.3653523557340337,0.46044058755676964,0.24781226284852753,0.3266786373752453
1928,0.41172188586697445,0.42506589601964495,0.43116992571025836,0.47693214259768757,0.32675044118768537,0.35102404558865885
1929,-0.45167624755585967,-0.3243796748926794,-0.369487648014895,-0.19025619584952058,0.00034409777339394765,-0.03526563784663184
1930,-0.3423861640094905,-0.26166435713300484,-0.4075594016156241,-0.20474383728485457,-0.2360532539721869,-0.3924523230176592
1931,-0.38163924802631544,-0.39964813059076676,-0.47037448988647035,-0.2886486548771877,-0.5610291651141401,-0.5043309409466966
1932,-0.006159330451101619,-0.024014826620014307,0.2152638085131735,0.032111565223106764,-0.08521940786901572,0.07104701576012085
1933,1.373871017949992,1.097196862207531,1.2394068731794938,0.4046303387672687,0.8474114155425616,1.1505527825553266
1934,0.33955731133722433,0.13935720292253806,0.07130890042869176,0.05359286769510607,-0.049990625484812146,-0.20510917278189256
1935,0.39022347600391627,0.7318931976242555,0.532207664144982,0.4146062654691247,0.4542618370187115,0.47193146425067156
1936,0.31044166561042874,0.4455478424547148,0.7901352957101544,0.2358156872333539,0.34793615147522283,0.4328459143728709
1937,-0.5116785156375374,-0.505930659172617,-0.5174450530518988,-0.3636682569998302,-0.3284482240986579,-0.43052294599611796
1938,0.4764099991006543,0.4595193890581848,0.2898824802884452,0.3754130593543967,0.24286422790323625,0.3196943604415283
1939,0.11402355021310195,0.04034673846606718,-0.0682603473408,0.07680831323281279,-0.043562635086695556,-0.12403576674590555
1940,-0.039580755345026586,-0.030780764556706752,-0.10893833889160731,-0.10809708881479163,-0.040258394945896225,-0.05286505463123414
1941,-0.23080257897673806,-0.22108724955488768,-0.11964387066803739,-0.2178230029763909,-0.12354450615127344,-0.12535635866790096
1942,0.07341253381837842,0.1548799473640925,0.2524952392475335,0.048053852667987895,0.06472965776868067,0.2300921534176279
1943,0.39279978440986896,0.4917523028921309,0.9455571274451353,0.1738430308715182,0.3025812918954718,0.37281335888913003
1944,0.3743310472094672,0.3993701470899982,0.4523947991482906,0.13063972893001852,0.19393189051383253,0.3700949073917712
1945,0.6133904619428956,0.6035003813208264,0.6593883058658405,0.2947623200751335,0.35250439977749415,0.46776245519997306
1946,-0.2576982423414038,-0.22695889271740943,-0.2223875709081352,-0.2342707449632102,-0.16323140785406065,-0.21747090395061142
1947,-0.15614283525073347,-0.1043024180842409,-0.026216871897771,-0.05067488593204528,-0.041713383663727344,-0.001958263239255076
1948,-0.11024110795788189,-0.10003126397650897,-0.053441032776855635,0.0023132760656319196,-0.013850013383037929,0.016323168233920438
1949,0.2701161120693607,0.25220012412061554,0.24076075090832472,0.26002731159069037,0.18276086338425523,0.20343753013785526
1950,0.23439094081410938,0.24402119177940595,0.4274918662427698,0.16388678984307536,0.23864711789626125,0.48172656830584604
1951,0.10489850466648853,0.08244964525335652,0.0513894783618738,0.13585276429564108,0.17770657573530557,0.07399019481789826
1952,0.07019811750449212,0.08785244695091743,0.07682601754804597,0.12179354020195765,0.12899986371887695,0.1852076382396579
1953,-0.00763636884586516,-0.01847356826877644,-0.07190454780069955,0.016128999671907174,-0.006684405090373047,-0.07272597559049487
1954,0.43544406147644166,0.61503245934117,0.6604933358439371,0.4865864141091536,0.5017370635961262,0.7890260709808126
1955,0.14077540721788506,0.19866430326347828,0.23580568040067496,0.28206657463052665,0.1936938657722369,0.2895834242280757
1956,0.036579686718330784,0.04245754228192844,0.033237035850504526,0.04016210749843241,0.09554411377751992,0.0021215473414726294
1957,-0.19684245741339768,-0.1716739224820636,-0.1837122310673358,-0.11292915269009518,-0.11459705253941332,-0.24751184062293963
1958,0.7303679801638714,0.5479324096176974,0.6762911371608689,0.3889558015946153,0.42975462081870663,0.7074650781115897
1959,0.17921216116168237,0.1799136418289604,0.15994996953332197,0.11053279706082852,0.08745652825497108,0.1648658933754834
1960,-0.04234985914980072,-0.02978976041742576,-0.07080585913180448,-0.03889909958308535,0.0797155937454439,-0.09270023784560577
1961,0.229912404621067,0.2923912977760257,0.30833414610568854,0.2540855958410828,0.2619354559168676,0.28329646447907564
1962,-0.2006620741262788,-0.16862907813953842,-0.10332540238527455,-0.12092371469127627,-0.06745707713630977,-0.04630270304674755
1963,0.0626571876417732,0.15666468095442831,0.2598214073179186,0.19920587843356974,0.15355922907682396,0.3041466976413483
1964,0.07208282912195418,0.17052802518004473,0.22465054722837574,0.1330583699642216,0.19392836074394504,0.17506009978040793
1965,0.3277883054754065,0.3101997564579666,0.3925958675659782,0.11346239036745631,0.08004449373503664,0.19426821211798462
1966,-0.08998371466270894,-0.09189902839232467,-0.10418582630694684,-0.13744027822147187,-0.08779888198725105,-0.13926904286823383
1967,0.827342400371468,0.6629821865231629,0.6276297195636305,0.2524568176893107,0.12018377949915293,0.2957901790547768
1968,0.26843956979472683,0.34074819164820647,0.396451395325762,-0.008263098796065571,0.10729092454356826,0.21188204812077482
1969,-0.28813075804363497,-0.27770376461579804,-0.29491732299405293,-0.03303717188602029,-0.21807213379484225,-0.21540618982512194
1970,-0.24316904881174262,-0.14004093811633045,0.012653456088651316,-0.10520752469604833,0.024542444760570437,0.045387740676136934
1971,0.22551631271193417,0.17027368073052007,0.10788429442632141,0.20327348212913798,0.025918268661861532,0.10919171271514982
1972,-0.03322211566957867,0.03685523846456973,0.03219093337966217,0.17538803512690126,0.07497437774503002,0.13818616370570802
1973,-0.491910902380819,-0.3825330720122907,-0.3323530660472913,-0.2806126588142285,-0.16342220470498303,-0.11812550441005087
1974,-0.39710386357832606,-0.3431848946315623,-0.2793920165835344,-0.3712250597021214,-0.3141915435796452,-0.3171574073264155
1975,0.5072006719514401,0.472179539439189,0.4827903084734504,0.257327833745,0.32751300185084053,0.45684845479164027
1976,0.31941642028009887,0.40154156995464496,0.5305202135301845,0.11914822059680841,0.34233575678791883,0.3706782206584651
1977,0.11111262413591438,0.11117342397433738,0.14582928849073307,-0.15305531051534704,-0.07139214582687115,-0.04672676294493361
1978,0.07978074480853903,0.10705383164173576,0.1193909705263898,-0.01877368224575826,-0.019561199678070462,-0.048848864253276836
1979,0.31836826399022655,0.21075402991942527,0.22287742848534675,0.027908583387557417,0.09011742621561658,0.08155891658890724
1980,0.3533923306445883,0.15372057491983404,0.08879223366120903,0.19977952267123134,0.21955401144841513,0.03549750569580601
1981,-0.18184986597245034,0.04030517163052538,0.07544872123473878,-0.1507685947771269,-0.14922864379395862,0.04878649646657607
1982,0.14607268037618337,0.2832857324390057,0.3448580204716225,0.17700530745346232,0.13204550882204869,0.22835788995415274
1983,0.1566231269962879,0.3545127859122248,0.4268937662225156,0.1027145339395319,0.20634295372830103,0.22600483109274028
1984,-0.167740843825551,-0.016723009178429615,0.03729861410127078,-0.04486722227917106,0.01752887243871637,0.1157171110213644
1985,0.24323406129202607,0.3031002840092112,0.27324824109019574,0.27779480147980773,0.2739810577967998,0.26678824695756753
1986,0.014824215481518133,0.08874190525797232,0.1357090993758323,0.1342189110010361,0.1865436817589523,0.20217689851856258
1987,-0.1711840729598122,-0.08211717484059466,-0.10355505826138678,0.029993488179701933,-0.014312047016467044,-0.061789001544984234
1988,0.09757216313752815,0.22900056889903664,0.24616747346137435,0.07015398964141384,0.14075055900093925,0.2041672144567077
1989,0.13784051825020693,0.12374262288105853,0.11387295663806785,0.3002733512076827,0.19894671655489526,0.24023446375911783
1990,-0.2322695089679052,-0.2197512741336506,-0.2853574372384995,-0.04955019538383132,-0.10745720105343581,-0.18702495154964582
1991,0.4973777466996543,0.4176642865540001,0.3645333595104394,0.38734063639017347,0.18829350733961947,0.23609598795105224
1992,0.0194697655874716,0.18902691536025018,0.31986446986605777,0.03268631793920429,0.06664444323236052,0.2054263329895083
1993,0.07335295183446666,0.18164855037203775,0.2277716713216924,-0.014129451836776497,0.14280963491308518,0.16336627475167953
1994,-0.09480479027173083,-0.02604632154630715,-0.012403839530692351,-0.012304085969444212,0.0018797711416869145,-0.10948784508200982
1995,0.27738376326791925,0.22524166211205654,0.30159987257677234,0.3354004208506247,0.33453708551807715,0.42237968914965585
1996,0.05550571173508412,0.16439877588191898,0.2112093274747966,0.17771786815551183,0.198016335579291,0.19046576615540967
1997,0.06547039696411039,0.2780766622161135,0.372765847093673,0.2974089041668191,0.2997999615319964,0.3491923486179416
1998,-0.03646945833295623,-0.05005780301006035,-0.05430650194391995,0.3624551061289596,0.06476570590269026,0.1683033959351985
1999,0.41566149055609425,0.22927015869974365,0.05876451644634395,0.23261824350250548,0.03561450518007714,0.032204979530228606
2000,-0.25336820987129327,0.11253886575658001,0.20015483630809738,-0.15824504729156819,0.07857644239428874,0.2641075277564451
2001,-0.025393754641808042,0.14212144876945443,0.2154168205643825,-0.15677391260709428,-0.014367267743886414,-0.02266123967153444
2002,-0.3415326850244108,-0.144730827416635,-0.11160798293785945,-0.24925647817325303,-0.15684906737732718,-0.30834469785809937
2003,0.522536988766588,0.45575051166401503,0.6101901255368869,0.2469894124486609,0.31374943744171024,0.2527344093192956
2004,0.11779598704524896,0.17243746447177033,0.1488138359548179,0.048494029947436346,0.0992605969070448,0.1654060298211022
2005,-0.031387999210384376,0.050304139986316,0.05606401152164042,0.01173433750506514,0.029034859254477574,0.105230037188488
2006,0.060926440337937704,0.1878265595340498,0.1866475202016349,0.08396159614051135,0.16122995659853223,0.18666823424499812
2007,0.018721441290323826,-0.052694480618332706,-0.17012663692653385,0.08348152820078103,-0.018644305920341275,-0.0528609049928771
2008,-0.4062829614422614,-0.30853125835091144,-0.33855458836860863,-0.34005325256956254,-0.4042571188659362,-0.38290996182034187
2009,0.3244330593675975,0.30339925228514497,0.27539302110624075,0.26843478830432943,0.21667847801202966,0.1573661515568905
