Year,SMALL LoBM,ME1 BM2,SMALL HiBM,BIG LoBM,ME2 BM2,BIG HiBM
1990,0.4122106912109904,0.3337042602895568,-0.043713776434420315,-0.1887601674406918,-0.14908410182022158,-0.02894446166021092
1991,-0.053199027627173656,0.2810290539670883,0.31851728730737827,0.19988153215751403,0.5735609779721127,0.33960085374451077
1992,0.08537346172359817,0.13516509104477703,0.09065070355642035,0.056854834053129855,0.03495050204492567,-0.09662508753875443
1993,0.7557957061997556,1.4015460485719102,1.3835998488623593,0.5862694100930799,1.0001213716698039,0.9484901762820324
1994,0.013161391672341871,-0.13744519488569318,-0.09476541569917207,-0.1576587153030602,-0.15803071047239303,-0.017682335069924005
1995,-0.042449558788342556,-0.11979085746853835,-0.09862247065225516,-0.0583172507914228,-0.054374342172628265,-0.06237753271049651
1996,0.28181622470529377,0.21626080412218118,0.007141272484204819,-0.002473014975203025,0.007092686859780928,0.06506649410682108
1997,-0.40057262316082487,-0.2345719724440798,-0.07323642642223804,-0.28704050586797714,-0.13194584753715088,-0.028791338933106814
1998,-0.14871947163498456,-0.12411556855850259,-0.14283770266967288,-0.21425573893267047,-0.2380169949658203,-0.22457630617053237
1999,0.5059128119683263,0.5992168355299792,0.662201195278836,0.7458827470127893,0.5558680050616076,0.5504179611640705
2000,-0.4358624674263003,-0.35529960057396703,-0.3335217961696233,-0.3169967735794238,-0.3939244858514023,-0.26125530064236324
2001,-0.18838879678284082,-0.006527672346423374,0.052624687496166445,-0.07346671202910582,-0.004419349700984898,-0.013910772340331223
2002,-0.24331835248576916,-0.10561739473433795,0.09875849065647913,-0.15993586326542397,-0.0463132747294801,0.044453299300669435
2003,0.3094859490519475,0.3882244360760647,0.6941379956597349,0.4255521325268796,0.5674610173319421,0.7882346435808707
2004,0.04717630109243709,0.20093929791396525,0.34722640187164355,0.1977676519475957,0.24899634188337272,0.32071243031463226
2005,0.258448269996977,0.2978199796896561,0.432182546043953,0.2843980930641701,0.3370083705360387,0.30738507303830054
2006,0.19286294436178575,0.23583261679295942,0.41710948317001506,0.2693657791920434,0.31664059539923994,0.31521641227091135
2007,0.19320202599852276,0.24331124804792403,0.517757719084964,0.3353629452517215,0.3575372837319273,0.3282750251649431
2008,-0.6308955752868413,-0.5999923050703067,-0.5240877292175766,-0.5266794690073181,-0.5139064682682172,-0.591349563862299
2009,0.7385541821493913,0.9836552362377928,0.9857624359266226,0.6291942715284682,0.8253164254881753,0.847334367971913
2010,0.2150802313963558,0.25709838568108623,0.28803729234928266,0.23441741376006298,0.17302644102771625,0.2089883590760222
2011,-0.25698558379158676,-0.2589361010228437,-0.24863265677169377,-0.1811409423001218,-0.20862714934738047,-0.2322544468395834
2012,0.13773416980155817,0.1744457567101556,0.20437378648389104,0.16628919950660115,0.1847328328661395,0.1560672312218161
2013,0.023668043708405362,0.014760856288326796,0.051525116985108754,0.02497355541479651,-0.040182223413368634,-0.044788504644634575
2014,0.010880006373159112,0.0016119798017453224,0.028758183732741305,0.010813742998376563,-0.00923798691071287,-0.038021207512468624
2015,-0.03812273291726498,-0.0354971683401929,-0.061673464932051725,-0.06764918641234363,-0.1435832612207273,-0.16724542108136653
2016,-0.06245496750934776,0.04112159011686822,0.1309828026569042,0.028578268477401192,0.08254788965571191,0.16716776924294408
2017,0.16205612434764816,0.2108867570663382,0.33092557461986005,0.4291064397151365,0.3080851221952914,0.27202206307432286
2018,-0.22031801358496195,-0.1976168409060166,-0.15894401623113197,-0.19991508893566035,-0.13397498490047843,-0.10851116844466535
2019,0.017730767242043255,0.08127332375770613,0.09746684617567314,0.20957404265886415,0.1279080155242085,0.09893197489636019
2020,0.14866727121509782,0.15940723506154453,0.16829998075673624,0.311670585306973,0.13189960296744618,-0.02590531721467193
2021,-0.03319535075216418,0.04265517364611027,0.19071119885780385,-0.11127779867366916,-0.08866107425578806,0.11780159616788222
2022,-0.3153024052556329,-0.2541125377651753,-0.14906270861694215,-0.2832633339386398,-0.20955686575528298,-0.1538575321580754
2023,0.006723483178850742,0.13126542966864618,0.15557518768541923,0.012288584880868925,0.11870625200595897,0.1441857901553103
2024,-0.10578754518657496,0.02456516061561631,0.08406204812360385,0.06634470202984044,-0.020900139475488633,0.0825916931382138
2025,0.12126633654930763,0.13965949434100433,0.1348197464409342,0.2278836344377777,0.35320662525708735,0.2479543661024779
