Year,SMALL LoPRIOR,ME1 PRIOR2,SMALL HiPRIOR,BIG LoPRIOR,ME2 PRIOR2,BIG HiPRIOR
2005,-0.06652283143600679,0.026391406504876036,0.08494196004269505,-0.016947005870982856,0.020620844507954983,0.12006341013753596
2006,0.14689761613732188,0.1453620459656808,0.10876950367847393,0.1843240628514513,0.11470675760189564,0.072152083215272
2007,-0.1537090413332861,-0.06030934722463921,0.006686677612174785,-0.12021578197723348,0.002419278347530751,0.13824293737786109
2008,-0.44962039596533854,-0.35403787777749784,-0.36565170680585257,-0.5555048737402648,-0.30840144745476317,-0.3635815047979427
2009,1.1589159907811122,0.3981710749704126,0.07960229453146939,0.6767067130432873,0.35164983469437394,0.12396264895053655
2010,0.2789123329034042,0.24509167099613705,0.31505798536736296,0.14535877664850694,0.11216303713575249,0.2438385582921092
2011,-0.17677562781059686,-0.025158153453787246,-0.052406611107276624,-0.08094720068401173,0.029704412162721905,-0.06345439301219402
2012,0.14597862038041698,0.14080718572355422,0.19837009344147383,0.16702991157058622,0.13870433049460784,0.13419477701621885
2013,0.41245801771152135,0.4042322827640663,0.4849887850920849,0.27256205265349465,0.34474340499041967,0.3386578015031687
2014,0.009189586838860508,0.07882038511912626,0.013920637583394013,0.10425342399150428,0.1277554554358531,0.11711943336353658
2015,-0.189047472042413,-0.03577081999134746,-0.0018536642166719908,-0.1632992278622185,0.000996120814551471,0.045582003625660006
2016,0.25528784588556164,0.25487043045554914,0.09482386316092262,0.27545929532054947,0.12669220705781514,0.02610221384716027
2017,0.12091189588396323,0.13427793407744248,0.16003052290018638,0.17323141346394877,0.187509263152015,0.22477894805389487
2018,-0.1691904775174291,-0.13816902485734883,-0.08637861471937758,-0.13493484938929778,-0.07224676561998644,-0.02965916364867993
2019,0.18842288383858574,0.22311484343157884,0.2192538762532943,0.32450637794215287,0.30319550441216414,0.24767899905098667
2020,0.33884416651807503,0.08508191816596256,0.3107800986008684,0.09150495698082906,0.1530420093700542,0.26648511455357093
2021,0.08830727167511943,0.17680800889175186,0.2105959046313295,0.21291868635644806,0.2922169470496372,0.04510673698905032
2022,-0.37421386511407784,-0.15393892004159804,-0.19115302351784025,-0.31136391052985657,-0.25125124759349915,-0.19223624820964302
2023,0.1770694152497727,0.12769775623378044,0.1011860567441405,0.5486905122500183,0.19164458627387515,0.14891775654299133
2024,-0.019842408571366987,0.06664998574545633,0.14865199968626142,0.10894563536095636,0.18649671944464874,0.2832978297601172
2025,0.029639377381903254,0.05239832558601343,0.1110661052157329,0.19229358085575465,0.2472481639985411,0.06630168997935448
