Year,SMALL LoBM,ME1 BM2,SMALL HiBM,BIG LoBM,ME2 BM2,BIG HiBM
1991,0.036667343194705104,0.02953829842591471,0.019687782356862193,0.06884550003293088,0.07294258113994978,0.06291234613403751
1992,-0.1824293490065475,-0.17735584453827336,-0.16702398847748623,-0.1705868311100659,-0.19644712952292098,-0.14557048123639849
1993,0.3430056045008072,0.3338734852298526,0.4708918853414985,0.19460229443390453,0.2698239490668606,0.3301827910651054
1994,0.008971139743908285,0.052658997408459474,0.1273523544973305,0.02645820683155531,0.07191081925931098,0.1344025147891268
1995,0.07380103612546574,0.04724299182060432,0.024342961501382376,0.06637908737674025,0.06417878302223601,0.03280854222171614
1996,0.016001915548704337,0.056829327238790306,0.048221953088954495,-0.03881748116394812,0.06050524301364213,0.05462899609808103
1997,-0.18138400113119169,-0.16019965044688866,-0.17486041312184208,-0.02236307705240692,0.01755118189446736,-0.027039570834112125
1998,0.05356711705939832,0.009698878639411213,0.11343343584600829,0.14858915354565627,0.17547397404056642,0.12970360713221818
1999,0.6255100582951167,0.32241704977718766,0.27327417988300606,0.4785816591449188,0.21206815529958245,0.2028915306545056
2000,-0.33612011015168153,-0.1912134232909064,-0.05604567765181523,-0.36638431340641675,-0.04458837408693561,-0.03829791041616326
2001,-0.35665469532401184,-0.15556304113320019,-0.07927061493880505,-0.313107722792491,-0.18579709287753488,-0.1482512292355317
2002,-0.24983349511306419,-0.0503473210167501,0.05471348453154734,-0.19117950359216718,-0.126403108348617,-0.12469714548232647
2003,0.5388533440580503,0.5585743007433308,0.6424824546901748,0.3065273260606467,0.4031258630912269,0.5336209082035115
2004,0.23764394528548216,0.2568556807398694,0.32709388052045996,0.1244744354468117,0.19217381229740482,0.23968183788768105
2005,0.14719891117470496,0.18560540837054496,0.22921729150218773,0.10278691070059875,0.12828805311276326,0.1382760113185939
2006,0.07741818712024817,0.19142093841660013,0.14475388201442008,0.1712192063537734,0.24852048801220206,0.28422530906475063
2007,-0.03611067732487405,0.040965425784974085,0.08132939129280281,0.13014985286860048,0.08326797372822292,0.0661872717226113
2008,-0.5182906089681066,-0.47844723980942694,-0.3897316069273786,-0.40434775311759763,-0.42803721858271415,-0.44475458338894214
2009,0.440579504633378,0.3809847047226609,0.35971979978509294,0.257332559201074,0.30983653604622274,0.3159602803784458
2010,0.22958350898411184,0.22566276041570021,0.18710348436533852,0.1350416925011546,0.07955534140379439,0.0536358237110266
2011,-0.20047745354199653,-0.18092156783303825,-0.1505424196906774,-0.10277846527154266,-0.1310186715162055,-0.21944663037559176
2012,0.080735673257746,0.11644734153247471,0.14910485458770562,0.15379924804573353,0.12895104131596136,0.21086103562278602
2013,0.23031496460844014,0.2282305047973816,0.23812928715188275,0.18480716441245404,0.19731006331712364,0.2551425289390836
2014,-0.09193075014019825,-0.03552207960817921,-0.0559082918613123,-0.025081696001150622,-0.043702361548333735,-0.09070462578299476
2015,0.07622878542233513,0.07651134440437657,0.0030583486965785056,0.023824386044644985,-0.014171441185248712,-0.07824708171077899
2016,0.0065435524424724,0.04746666061024318,0.13362151032518987,-0.05812173727040937,0.029900925470022877,0.04148097913504478
2017,0.2758077978845044,0.2975343430723476,0.2949717297248704,0.24112418436632832,0.24187731316649352,0.23671540482656517
2018,-0.20152420776979085,-0.20719408251581972,-0.20211056587242993,-0.11326184143526574,-0.164702191039936,-0.17168230444772703
2019,0.18906596800697328,0.13792972544264614,0.14345050662949088,0.2942493321673072,0.17809432615360188,0.12163449132657167
2020,0.2772363250694132,0.1482503123890997,0.023710572408263797,0.20259016082063175,0.0836283070657855,-0.05697883333762699
2021,-0.04991994517807674,0.04196739393618776,0.07403556215177298,0.04267526859619686,0.021406422403820402,0.11866997291102188
2022,-0.3414513043699412,-0.2581004177815177,-0.135764907858398,-0.2834107777696633,-0.17289788078645263,-0.09167927631609984
2023,-0.03575934625776667,0.04762701906193856,0.11311951966106393,0.13241443110774642,0.11958064237110944,0.15573176859281967
2024,-0.09002361674386794,-0.010181509265227207,0.028971457751604035,-0.04531106926006545,0.02309316246693549,0.07762823818378828
2025,0.19149620285431102,0.2912190835722708,0.3718871815602658,0.13977255026122948,0.31571044331031506,0.49185493969852256
