target_success,upper_guardrail,lower_guardrail,adjustment_pct,adjustment_mode,min_remaining_years,n_complete,success_rate,median_funded,p10_funded,median_cr,p10_cr,median_fr,p10_fr,median_cv,median_min_wd,p10_min_wd,median_adj,score
0.800000,0.950000,0.600000,0.500000,amount,5,36,0.916667,1.000000,1.000000,2.897281,2.035125,1.000000,0.963411,0.493685,30000.000000,28902.330659,17.000000,2.182109
0.700000,0.990000,0.300000,0.750000,success_rate,5,36,0.750000,1.000000,0.984615,2.896058,1.886102,1.000000,1.000000,0.493168,30000.000000,30000.000000,6.000000,2.181936
0.850000,0.950000,0.400000,0.500000,success_rate,5,36,0.861111,1.000000,1.000000,2.834931,1.956388,1.000000,1.000000,0.460765,30000.000000,30000.000000,14.500000,2.181812
0.800000,0.900000,0.200000,0.250000,success_rate,15,36,1.000000,1.000000,1.000000,2.322046,1.589321,1.097500,1.065741,0.287753,32925.000000,31972.215436,19.500000,2.181784
0.900000,0.950000,0.700000,0.100000,amount,5,36,1.000000,1.000000,1.000000,3.367964,2.160992,1.000000,0.973144,0.704607,30000.000000,29194.324239,45.000000,2.181419
0.800000,0.990000,0.300000,0.500000,amount,10,36,1.000000,1.000000,1.000000,2.848317,1.895434,1.000000,1.000000,0.468320,30000.000000,30000.000000,8.000000,2.181356
0.800000,0.950000,0.700000,0.250000,amount,10,36,1.000000,1.000000,1.000000,2.825501,1.973361,1.000000,0.966572,0.456282,30000.000000,28997.173117,31.500000,2.180889
0.850000,0.950000,0.200000,0.250000,amount,15,36,1.000000,1.000000,1.000000,2.692654,1.786131,1.000000,1.000000,0.380175,30000.000000,30000.000000,18.500000,2.180815
0.600000,0.990000,0.500000,0.750000,success_rate,5,36,0.944444,1.000000,1.000000,2.879728,1.911528,1.000000,1.000000,0.485443,30000.000000,30000.000000,8.000000,2.180756
0.700000,0.990000,0.600000,0.500000,amount,10,36,1.000000,1.000000,1.000000,2.882211,1.918235,1.000000,1.000000,0.486779,30000.000000,30000.000000,13.000000,2.180711
0.600000,0.900000,0.400000,0.100000,success_rate,20,36,1.000000,1.000000,1.000000,2.305415,1.593817,1.098111,1.098111,0.277211,32943.333333,32943.333333,30.500000,2.180708
0.850000,0.990000,0.200000,0.100000,success_rate,20,36,1.000000,1.000000,1.000000,2.937194,2.096810,1.000000,1.000000,0.515113,30000.000000,30000.000000,12.000000,2.180701
0.950000,0.990000,0.600000,0.500000,amount,15,36,1.000000,1.000000,1.000000,2.930783,2.054108,1.000000,1.000000,0.512014,30000.000000,30000.000000,14.000000,2.180482
0.850000,0.990000,0.400000,0.100000,success_rate,15,36,1.000000,1.000000,1.000000,2.967485,2.104506,1.000000,1.000000,0.530492,30000.000000,30000.000000,14.000000,2.180371
0.800000,0.990000,0.400000,0.250000,amount,15,36,1.000000,1.000000,1.000000,2.903753,2.041818,1.000000,1.000000,0.498310,30000.000000,30000.000000,11.500000,2.180269
0.950000,0.990000,0.300000,0.250000,success_rate,15,36,1.000000,1.000000,1.000000,2.967787,2.132554,1.000000,1.000000,0.530722,30000.000000,30000.000000,14.000000,2.180252
0.850000,0.990000,0.300000,0.100000,success_rate,15,36,1.000000,1.000000,1.000000,2.970507,2.104506,1.000000,1.000000,0.532177,30000.000000,30000.000000,13.000000,2.180089
0.950000,0.990000,0.200000,0.500000,amount,20,36,1.000000,1.000000,1.000000,2.875094,2.056605,1.000000,1.000000,0.483595,30000.000000,30000.000000,11.000000,2.179903
0.900000,0.950000,0.700000,0.100000,success_rate,20,36,1.000000,1.000000,1.000000,2.811528,1.901551,1.000000,0.975815,0.449388,30000.000000,29274.442588,38.000000,2.179794
0.800000,0.900000,0.700000,1.000000,success_rate,20,36,1.000000,1.000000,1.000000,2.453154,1.729620,1.079796,0.806624,0.354264,32393.877921,24198.706128,27.000000,2.179699
0.800000,0.900000,0.700000,1.000000,amount,20,36,1.000000,1.000000,1.000000,2.453154,1.729620,1.079796,0.806624,0.354264,32393.877921,24198.706128,27.000000,2.179699
0.900000,0.990000,0.200000,0.100000,success_rate,20,36,1.000000,1.000000,1.000000,2.949749,2.079716,1.000000,1.000000,0.522222,30000.000000,30000.000000,15.000000,2.179537
0.800000,0.990000,0.500000,0.750000,success_rate,5,36,0.833333,1.000000,1.000000,3.036764,2.069022,1.000000,1.000000,0.564621,30000.000000,30000.000000,8.000000,2.179454
0.700000,0.950000,0.600000,0.100000,success_rate,10,36,1.000000,1.000000,1.000000,2.731906,1.852171,1.000000,1.000000,0.404471,30000.000000,30000.000000,32.000000,2.179418
0.800000,0.900000,0.200000,0.500000,success_rate,20,36,1.000000,1.000000,1.000000,2.144937,1.577208,1.168056,0.983593,0.260303,35041.666667,29507.778592,14.000000,2.179323
0.600000,0.950000,0.300000,0.250000,amount,5,36,0.972222,1.000000,1.000000,2.664919,1.791172,1.000000,1.000000,0.364514,30000.000000,30000.000000,15.000000,2.179219
0.600000,0.990000,0.200000,0.100000,success_rate,5,36,1.000000,1.000000,1.000000,3.030882,2.139464,1.000000,1.000000,0.562021,30000.000000,30000.000000,8.000000,2.179172
0.800000,0.990000,0.300000,0.250000,amount,15,36,1.000000,1.000000,1.000000,2.918610,2.043260,1.000000,1.000000,0.506843,30000.000000,30000.000000,11.500000,2.178972
0.750000,0.900000,0.300000,0.250000,success_rate,20,36,1.000000,1.000000,1.000000,2.197040,1.586259,1.132971,1.126978,0.249314,33989.130435,33809.326298,18.500000,2.178888
0.700000,0.990000,0.400000,0.750000,amount,5,36,0.861111,1.000000,1.000000,2.921433,1.951144,1.000000,1.000000,0.508438,30000.000000,30000.000000,6.000000,2.178750
0.950000,0.990000,0.600000,0.250000,success_rate,15,36,1.000000,1.000000,1.000000,2.953571,2.105774,1.000000,1.000000,0.524706,30000.000000,30000.000000,16.000000,2.178693
0.950000,0.990000,0.500000,0.750000,amount,10,36,1.000000,1.000000,1.000000,2.945867,2.037098,1.000000,1.000000,0.520877,30000.000000,30000.000000,11.000000,2.178650
0.600000,0.900000,0.500000,0.100000,success_rate,20,36,1.000000,1.000000,1.000000,2.307266,1.610404,1.098111,1.098111,0.280287,32943.333333,32943.333333,33.000000,2.178563
0.850000,0.990000,0.700000,0.100000,success_rate,15,36,1.000000,1.000000,1.000000,2.948014,2.092513,1.000000,0.962495,0.522026,30000.000000,28874.858503,21.000000,2.178543
0.850000,0.990000,0.200000,0.500000,amount,10,36,1.000000,1.000000,1.000000,2.871136,1.946849,1.000000,1.000000,0.482456,30000.000000,30000.000000,8.000000,2.178537
0.800000,0.900000,0.300000,0.500000,amount,20,36,1.000000,1.000000,1.000000,2.197802,1.638928,1.147009,1.088731,0.271639,34410.256410,32661.928912,16.500000,2.178510
0.600000,0.990000,0.400000,0.250000,amount,15,36,1.000000,1.000000,1.000000,2.823251,1.929512,1.000000,1.000000,0.456756,30000.000000,30000.000000,10.500000,2.178483
0.750000,0.900000,0.400000,0.250000,amount,20,36,1.000000,1.000000,1.000000,2.344618,1.618832,1.095000,1.095000,0.302999,32850.000000,32850.000000,25.000000,2.178403
0.850000,0.990000,0.500000,0.250000,success_rate,10,36,1.000000,1.000000,1.000000,2.946800,2.032488,1.000000,1.000000,0.521642,30000.000000,30000.000000,11.500000,2.178213
0.800000,0.990000,0.500000,0.250000,amount,15,36,1.000000,1.000000,1.000000,2.898278,2.033839,1.000000,1.000000,0.496930,30000.000000,30000.000000,12.000000,2.178158
0.750000,0.950000,0.200000,0.100000,success_rate,20,36,1.000000,1.000000,1.000000,2.639057,1.726441,1.000000,1.000000,0.349331,30000.000000,30000.000000,17.000000,2.178105
0.850000,0.950000,0.400000,0.750000,success_rate,5,36,0.805556,1.000000,1.000000,2.936496,1.999300,1.000000,0.937542,0.516544,30000.000000,28126.261597,13.500000,2.178081
0.750000,0.990000,0.300000,0.250000,success_rate,10,36,1.000000,1.000000,1.000000,2.825687,1.886479,1.000000,1.000000,0.458414,30000.000000,30000.000000,8.500000,2.178019
0.750000,0.950000,0.600000,0.500000,amount,5,36,0.888889,1.000000,1.000000,2.846596,2.029221,1.000000,0.988379,0.469775,30000.000000,29651.365984,15.500000,2.177967
0.800000,0.990000,0.700000,0.250000,success_rate,10,36,1.000000,1.000000,1.000000,2.974347,2.064981,1.000000,0.942560,0.535502,30000.000000,28276.808692,16.000000,2.177962
0.900000,0.990000,0.300000,0.100000,success_rate,20,36,1.000000,1.000000,1.000000,2.940473,2.077549,1.000000,1.000000,0.518669,30000.000000,30000.000000,15.000000,2.177907
0.900000,0.990000,0.200000,0.750000,success_rate,5,36,0.638889,1.000000,1.000000,2.911292,1.949536,1.000000,1.000000,0.503830,30000.000000,30000.000000,6.000000,2.177895
0.750000,0.990000,0.700000,0.500000,amount,10,36,1.000000,1.000000,1.000000,2.868392,1.998255,1.000000,0.933402,0.481682,30000.000000,28002.052370,15.000000,2.177565
0.900000,0.950000,0.700000,0.500000,success_rate,10,36,1.000000,1.000000,1.000000,2.849860,1.996517,1.000000,0.857525,0.471823,30000.000000,25725.762565,23.500000,2.177546
0.750000,0.950000,0.400000,0.250000,amount,10,36,1.000000,1.000000,1.000000,2.700049,1.817928,1.000000,1.000000,0.387090,30000.000000,30000.000000,19.500000,2.177468
0.850000,0.990000,0.500000,0.500000,success_rate,10,36,1.000000,1.000000,1.000000,2.876335,1.960867,1.000000,1.000000,0.485968,30000.000000,30000.000000,8.500000,2.177431
0.750000,0.950000,0.400000,1.000000,amount,5,36,0.750000,1.000000,1.000000,2.873595,1.976171,1.000000,0.869429,0.484611,30000.000000,26082.866369,10.000000,2.177307
0.750000,0.950000,0.400000,1.000000,success_rate,5,36,0.750000,1.000000,1.000000,2.873595,1.976171,1.000000,0.869429,0.484611,30000.000000,26082.866369,10.000000,2.177307
0.800000,0.900000,0.500000,1.000000,success_rate,20,36,1.000000,1.000000,1.000000,2.421563,1.692084,1.090013,0.787852,0.350573,32700.400491,23635.563879,14.500000,2.176861
0.800000,0.900000,0.500000,1.000000,amount,20,36,1.000000,1.000000,1.000000,2.421563,1.692084,1.090013,0.787852,0.350573,32700.400491,23635.563879,14.500000,2.176861
0.700000,0.990000,0.600000,0.100000,success_rate,15,36,1.000000,1.000000,1.000000,2.868664,2.030669,1.000000,1.000000,0.482420,30000.000000,30000.000000,17.000000,2.176714
0.750000,0.950000,0.500000,0.500000,amount,5,36,0.861111,1.000000,1.000000,2.769580,2.003942,1.000000,1.000000,0.428189,30000.000000,30000.000000,13.000000,2.176627
0.850000,0.990000,0.200000,0.100000,success_rate,15,36,1.000000,1.000000,1.000000,2.974954,2.105634,1.000000,1.000000,0.536766,30000.000000,30000.000000,12.000000,2.176526
0.800000,0.900000,0.400000,1.000000,amount,10,36,1.000000,1.000000,1.000000,2.453449,1.786822,1.092998,0.778070,0.376749,32789.953642,23342.111580,16.500000,2.176468
0.800000,0.900000,0.400000,1.000000,success_rate,10,36,1.000000,1.000000,1.000000,2.453449,1.786822,1.092998,0.778070,0.376749,32789.953642,23342.111580,16.500000,2.176468
0.800000,0.950000,0.200000,0.100000,success_rate,20,36,1.000000,1.000000,1.000000,2.656756,1.773344,1.000000,1.000000,0.361660,30000.000000,30000.000000,19.000000,2.176335
0.950000,0.990000,0.400000,0.750000,success_rate,10,36,1.000000,1.000000,1.000000,2.906877,2.021736,1.000000,1.000000,0.502679,30000.000000,30000.000000,9.000000,2.176264
0.800000,0.990000,0.300000,0.250000,success_rate,10,36,1.000000,1.000000,1.000000,2.913451,1.943230,1.000000,1.000000,0.506086,30000.000000,30000.000000,8.000000,2.176222
0.900000,0.950000,0.700000,0.750000,success_rate,10,36,1.000000,1.000000,1.000000,2.876190,2.013513,1.000000,0.806530,0.487007,30000.000000,24195.902327,21.000000,2.175828
0.750000,0.990000,0.500000,0.500000,amount,10,36,1.000000,1.000000,1.000000,2.843398,1.929294,1.000000,1.000000,0.469650,30000.000000,30000.000000,9.000000,2.175697
0.700000,0.990000,0.500000,0.500000,amount,10,36,1.000000,1.000000,1.000000,2.841279,1.913884,1.000000,1.000000,0.468513,30000.000000,30000.000000,10.000000,2.175691
0.950000,0.990000,0.200000,0.250000,success_rate,15,36,1.000000,1.000000,1.000000,2.971325,2.132554,1.000000,1.000000,0.535564,30000.000000,30000.000000,14.000000,2.175657
0.850000,0.900000,0.400000,0.250000,success_rate,20,36,1.000000,1.000000,1.000000,2.399451,1.653136,1.069722,1.069722,0.304758,32091.666667,32091.666667,27.000000,2.175628
0.900000,0.990000,0.400000,0.100000,success_rate,20,36,1.000000,1.000000,1.000000,2.931074,2.077549,1.000000,1.000000,0.515510,30000.000000,30000.000000,16.000000,2.175575
0.800000,0.950000,0.600000,0.100000,success_rate,15,36,1.000000,1.000000,1.000000,2.743889,1.860479,1.000000,1.000000,0.414261,30000.000000,30000.000000,32.500000,2.175545
0.750000,0.950000,0.600000,0.100000,success_rate,15,36,1.000000,1.000000,1.000000,2.714074,1.822742,1.000000,1.000000,0.396948,30000.000000,30000.000000,30.000000,2.175401
0.700000,0.950000,0.600000,0.500000,success_rate,5,36,0.833333,1.000000,1.000000,2.807412,1.962920,1.000000,0.999701,0.450331,30000.000000,29991.044435,15.000000,2.175279
0.700000,0.950000,0.500000,0.100000,success_rate,10,36,1.000000,1.000000,1.000000,2.715478,1.844983,1.000000,1.000000,0.397875,30000.000000,30000.000000,28.500000,2.175268
0.900000,0.990000,0.600000,0.250000,success_rate,10,36,1.000000,1.000000,1.000000,2.988142,2.077971,1.000000,1.000000,0.544134,30000.000000,30000.000000,13.500000,2.175168
0.850000,0.900000,0.300000,0.250000,success_rate,15,36,1.000000,1.000000,1.000000,2.429068,1.679058,1.069722,1.069722,0.325974,32091.666667,32091.666667,26.000000,2.174918
0.900000,0.990000,0.400000,0.750000,success_rate,5,36,0.833333,1.000000,1.000000,3.024149,2.258547,1.000000,1.000000,0.561766,30000.000000,30000.000000,8.000000,2.174717
0.800000,0.900000,0.300000,0.250000,success_rate,15,36,1.000000,1.000000,1.000000,2.330505,1.658708,1.097500,1.097500,0.299633,32925.000000,32925.000000,23.000000,2.174539
0.800000,0.990000,0.200000,0.250000,success_rate,10,36,1.000000,1.000000,1.000000,2.920336,1.953979,1.000000,1.000000,0.510855,30000.000000,30000.000000,8.000000,2.174402
0.850000,0.950000,0.500000,0.750000,success_rate,5,36,0.861111,1.000000,1.000000,2.985566,2.103716,1.000000,0.954041,0.543484,30000.000000,28621.216090,15.000000,2.174263
0.600000,0.950000,0.400000,0.250000,amount,5,36,0.888889,1.000000,1.000000,2.671920,1.828342,1.000000,1.000000,0.372716,30000.000000,30000.000000,17.000000,2.173986
0.750000,0.990000,0.300000,0.500000,success_rate,5,36,0.916667,1.000000,1.000000,2.835135,1.943092,1.000000,1.000000,0.466536,30000.000000,30000.000000,6.000000,2.173789
0.850000,0.900000,0.400000,0.250000,amount,20,36,1.000000,1.000000,1.000000,2.484043,1.706171,1.049306,1.049306,0.332080,31479.166667,31479.166667,31.000000,2.173734
0.700000,0.990000,0.300000,0.500000,success_rate,5,36,0.888889,1.000000,1.000000,2.818497,1.916618,1.000000,1.000000,0.457554,30000.000000,30000.000000,6.000000,2.173689
0.850000,0.900000,0.500000,0.250000,success_rate,20,36,1.000000,1.000000,1.000000,2.423294,1.674671,1.069722,1.054441,0.323154,32091.666667,31633.237903,29.000000,2.173403
0.800000,0.990000,0.200000,0.250000,amount,20,36,1.000000,1.000000,1.000000,2.865943,2.039274,1.000000,1.000000,0.483406,30000.000000,30000.000000,10.500000,2.173236
0.850000,0.950000,0.600000,0.250000,success_rate,10,36,1.000000,1.000000,1.000000,2.761762,1.902093,1.000000,1.000000,0.426695,30000.000000,30000.000000,24.000000,2.172547
0.950000,0.990000,0.200000,0.500000,amount,15,36,1.000000,1.000000,1.000000,2.926378,2.070084,1.000000,1.000000,0.515213,30000.000000,30000.000000,12.000000,2.172525
0.700000,0.950000,0.600000,0.250000,success_rate,5,36,0.888889,1.000000,1.000000,2.787876,1.926430,1.000000,1.000000,0.441627,30000.000000,30000.000000,21.000000,2.172275
0.750000,0.950000,0.200000,0.500000,amount,5,36,0.750000,1.000000,1.000000,2.611438,1.830058,1.000000,1.000000,0.336700,30000.000000,30000.000000,9.000000,2.171803
0.950000,0.990000,0.700000,0.250000,amount,20,36,1.000000,1.000000,1.000000,2.926933,2.027127,1.000000,0.902139,0.516187,30000.000000,27064.178587,24.000000,2.171511
0.750000,0.990000,0.400000,0.250000,success_rate,10,36,1.000000,1.000000,1.000000,2.821466,1.912864,1.000000,1.000000,0.460828,30000.000000,30000.000000,11.000000,2.171361
0.950000,0.990000,0.500000,1.000000,success_rate,15,36,1.000000,1.000000,1.000000,2.880713,1.940538,1.000000,0.733872,0.492547,30000.000000,22016.169228,11.000000,2.171269
0.950000,0.990000,0.500000,1.000000,amount,15,36,1.000000,1.000000,1.000000,2.880713,1.940538,1.000000,0.733872,0.492547,30000.000000,22016.169228,11.000000,2.171269
0.850000,0.990000,0.500000,1.000000,success_rate,10,36,1.000000,1.000000,1.000000,2.981497,2.006744,1.000000,0.836396,0.543524,30000.000000,25091.876999,9.000000,2.171240
0.850000,0.990000,0.500000,1.000000,amount,10,36,1.000000,1.000000,1.000000,2.981497,2.006744,1.000000,0.836396,0.543524,30000.000000,25091.876999,9.000000,2.171240
0.750000,0.990000,0.200000,0.250000,success_rate,10,36,1.000000,1.000000,1.000000,2.832852,1.887974,1.000000,1.000000,0.467196,30000.000000,30000.000000,8.000000,2.171103
0.950000,0.990000,0.400000,0.250000,success_rate,15,36,1.000000,1.000000,1.000000,2.953200,2.124102,1.000000,1.000000,0.529677,30000.000000,30000.000000,14.500000,2.171079
0.600000,0.990000,0.500000,0.500000,amount,5,36,0.972222,1.000000,1.000000,2.870186,1.907391,1.000000,1.000000,0.487374,30000.000000,30000.000000,9.000000,2.170759
0.900000,0.950000,0.600000,0.100000,success_rate,20,36,1.000000,1.000000,1.000000,2.788785,1.891322,1.000000,1.000000,0.443342,30000.000000,30000.000000,35.000000,2.170592
0.900000,0.950000,0.700000,0.500000,amount,10,36,1.000000,1.000000,1.000000,2.867256,2.020797,1.000000,0.837071,0.485955,30000.000000,25112.133612,25.000000,2.170577
0.750000,0.950000,0.500000,0.250000,amount,10,36,1.000000,1.000000,1.000000,2.710597,1.824505,1.000000,1.000000,0.398458,30000.000000,30000.000000,22.000000,2.170568
0.750000,0.990000,0.300000,0.100000,success_rate,15,36,1.000000,1.000000,1.000000,2.897959,2.074004,1.000000,1.000000,0.502145,30000.000000,30000.000000,12.500000,2.170362
0.750000,0.990000,0.700000,0.250000,success_rate,10,36,1.000000,1.000000,1.000000,2.882225,2.010221,1.000000,0.956513,0.494027,30000.000000,28695.396196,16.500000,2.170276
0.600000,0.900000,0.300000,0.250000,amount,20,36,1.000000,1.000000,1.000000,2.153302,1.567312,1.156250,1.072936,0.256700,34687.500000,32188.087288,22.000000,2.170196
0.700000,0.990000,0.300000,0.500000,amount,5,36,0.916667,1.000000,1.000000,2.867200,1.990225,1.000000,1.000000,0.486334,30000.000000,30000.000000,6.000000,2.169991
0.900000,0.990000,0.700000,0.500000,success_rate,10,36,1.000000,1.000000,1.000000,3.009028,2.102624,1.000000,0.868954,0.557804,30000.000000,26068.617876,12.000000,2.169804
0.700000,0.990000,0.300000,0.250000,amount,20,36,1.000000,1.000000,1.000000,2.782273,1.900573,1.000000,1.000000,0.440279,30000.000000,30000.000000,9.000000,2.169785
0.750000,0.950000,0.600000,0.250000,amount,10,36,1.000000,1.000000,1.000000,2.750283,1.897076,1.000000,1.000000,0.422312,30000.000000,30000.000000,25.500000,2.169545
0.850000,0.950000,0.700000,1.000000,amount,10,36,1.000000,1.000000,1.000000,2.842111,1.982003,1.000000,0.794409,0.473328,30000.000000,23832.274746,20.000000,2.169486
0.850000,0.950000,0.700000,1.000000,success_rate,10,36,1.000000,1.000000,1.000000,2.842111,1.982003,1.000000,0.794409,0.473328,30000.000000,23832.274746,20.000000,2.169486
0.850000,0.950000,0.500000,0.100000,success_rate,20,36,1.000000,1.000000,1.000000,2.708056,1.816353,1.000000,1.000000,0.397809,30000.000000,30000.000000,29.000000,2.169412
0.850000,0.990000,0.500000,0.500000,amount,10,36,1.000000,1.000000,1.000000,2.913383,2.024121,1.000000,1.000000,0.510937,30000.000000,30000.000000,10.000000,2.169105
0.900000,0.950000,0.200000,0.250000,success_rate,20,36,1.000000,1.000000,1.000000,2.640092,1.775310,1.000000,1.000000,0.356980,30000.000000,30000.000000,18.000000,2.168862
0.700000,0.990000,0.400000,0.250000,amount,20,36,1.000000,1.000000,1.000000,2.776057,1.898211,1.000000,1.000000,0.437515,30000.000000,30000.000000,9.500000,2.168773
0.900000,0.990000,0.700000,1.000000,amount,10,36,1.000000,1.000000,1.000000,3.073689,2.182735,1.000000,0.726358,0.588825,30000.000000,21790.726281,11.000000,2.168756
0.900000,0.990000,0.700000,1.000000,success_rate,10,36,1.000000,1.000000,1.000000,3.073689,2.182735,1.000000,0.726358,0.588825,30000.000000,21790.726281,11.000000,2.168756
0.950000,0.990000,0.500000,0.250000,success_rate,15,36,1.000000,1.000000,1.000000,2.945214,2.122455,1.000000,1.000000,0.527270,30000.000000,30000.000000,16.000000,2.168752
0.900000,0.950000,0.500000,1.000000,success_rate,5,36,0.888889,1.000000,1.000000,3.051515,2.178410,1.000000,0.754739,0.578692,30000.000000,22642.162266,19.000000,2.168572
0.900000,0.950000,0.500000,1.000000,amount,5,36,0.888889,1.000000,1.000000,3.051515,2.178410,1.000000,0.754739,0.578692,30000.000000,22642.162266,19.000000,2.168572
0.950000,0.990000,0.600000,0.750000,success_rate,5,36,1.000000,1.000000,1.000000,3.440885,2.517125,1.000000,0.901520,0.739564,30000.000000,27045.598818,14.000000,2.168508
0.850000,0.900000,0.200000,0.250000,success_rate,20,36,1.000000,1.000000,1.000000,2.373922,1.588440,1.069722,1.069722,0.292452,32091.666667,32091.666667,21.000000,2.168105
0.900000,0.950000,0.200000,0.250000,success_rate,15,36,1.000000,1.000000,1.000000,2.684332,1.805140,1.000000,1.000000,0.384822,30000.000000,30000.000000,19.000000,2.167838
0.750000,0.990000,0.200000,0.100000,success_rate,15,36,1.000000,1.000000,1.000000,2.897959,2.077500,1.000000,1.000000,0.504069,30000.000000,30000.000000,11.000000,2.167574
0.800000,0.950000,0.200000,0.250000,amount,15,36,1.000000,1.000000,1.000000,2.648757,1.752822,1.000000,1.000000,0.363365,30000.000000,30000.000000,16.500000,2.167524
0.700000,0.990000,0.400000,0.750000,success_rate,5,36,0.750000,1.000000,0.984615,2.909694,1.968523,1.000000,1.000000,0.510167,30000.000000,30000.000000,6.000000,2.167479
0.950000,0.990000,0.700000,0.500000,amount,15,36,1.000000,1.000000,1.000000,2.979502,2.094472,1.000000,0.812614,0.545151,30000.000000,24378.423191,17.000000,2.167364
0.800000,0.990000,0.700000,1.000000,success_rate,10,36,1.000000,1.000000,1.000000,2.976492,2.097737,1.000000,0.837348,0.543829,30000.000000,25120.438021,12.000000,2.167141
0.800000,0.990000,0.700000,1.000000,amount,10,36,1.000000,1.000000,1.000000,2.976492,2.097737,1.000000,0.837348,0.543829,30000.000000,25120.438021,12.000000,2.167141
0.850000,0.990000,0.600000,0.500000,amount,10,36,1.000000,1.000000,1.000000,2.931781,2.062570,1.000000,1.000000,0.521689,30000.000000,30000.000000,11.000000,2.167042
0.950000,0.990000,0.400000,0.500000,amount,15,36,1.000000,1.000000,1.000000,2.909863,2.059112,1.000000,1.000000,0.510570,30000.000000,30000.000000,13.000000,2.167018
0.850000,0.950000,0.600000,0.100000,success_rate,20,36,1.000000,1.000000,1.000000,2.717265,1.826104,1.000000,1.000000,0.405015,30000.000000,30000.000000,32.000000,2.166999
0.950000,0.990000,0.400000,1.000000,success_rate,10,36,1.000000,1.000000,1.000000,2.928781,1.983899,1.000000,1.000000,0.520331,30000.000000,30000.000000,11.000000,2.166813
0.950000,0.990000,0.400000,1.000000,amount,10,36,1.000000,1.000000,1.000000,2.928781,1.983899,1.000000,1.000000,0.520331,30000.000000,30000.000000,11.000000,2.166813
0.600000,0.990000,0.300000,0.500000,amount,5,36,0.888889,1.000000,1.000000,2.774251,1.893221,1.000000,1.000000,0.438105,30000.000000,30000.000000,6.000000,2.166544
0.950000,0.990000,0.300000,0.500000,amount,15,36,1.000000,1.000000,1.000000,2.909020,2.059112,1.000000,1.000000,0.510570,30000.000000,30000.000000,13.000000,2.166391
0.900000,0.950000,0.700000,0.750000,amount,10,36,1.000000,1.000000,1.000000,2.900022,2.047361,1.000000,0.799164,0.505998,30000.000000,23974.914417,22.000000,2.166320
0.800000,0.990000,0.600000,0.250000,amount,15,36,1.000000,1.000000,1.000000,2.888465,2.045875,1.000000,1.000000,0.500091,30000.000000,30000.000000,14.000000,2.166217
0.750000,0.990000,0.200000,0.500000,success_rate,5,36,0.888889,1.000000,1.000000,2.794588,1.929623,1.000000,1.000000,0.449712,30000.000000,30000.000000,5.000000,2.166208
0.750000,0.990000,0.600000,0.100000,success_rate,15,36,1.000000,1.000000,1.000000,2.894880,2.057222,1.000000,1.000000,0.503481,30000.000000,30000.000000,17.000000,2.166121
0.850000,0.900000,0.300000,0.750000,amount,20,36,1.000000,1.000000,1.000000,2.273891,1.703422,1.147917,0.900029,0.340404,34437.500000,27000.884026,18.000000,2.165970
0.600000,0.990000,0.200000,0.500000,amount,5,36,0.861111,1.000000,1.000000,2.790610,1.861512,1.000000,1.000000,0.447791,30000.000000,30000.000000,5.000000,2.165805
0.850000,0.950000,0.700000,0.500000,amount,10,36,1.000000,1.000000,1.000000,2.815786,1.986147,1.000000,0.882442,0.461737,30000.000000,26473.264517,23.000000,2.165709
0.800000,0.950000,0.300000,0.500000,amount,5,36,0.861111,1.000000,1.000000,2.693744,1.921151,1.000000,1.000000,0.392071,30000.000000,30000.000000,13.000000,2.165674
0.900000,0.990000,0.400000,0.500000,amount,15,36,1.000000,1.000000,1.000000,2.817460,1.957841,1.000000,1.000000,0.462716,30000.000000,30000.000000,9.500000,2.165619
0.850000,0.990000,0.500000,0.750000,amount,10,36,1.000000,1.000000,1.000000,2.912216,2.054285,1.000000,1.000000,0.512794,30000.000000,30000.000000,9.000000,2.165532
0.900000,0.950000,0.300000,0.250000,success_rate,15,36,1.000000,1.000000,1.000000,2.683326,1.801482,1.000000,1.000000,0.385967,30000.000000,30000.000000,20.500000,2.165489
0.900000,0.990000,0.700000,0.500000,amount,15,36,1.000000,1.000000,1.000000,2.903150,2.068976,1.000000,0.853709,0.508433,30000.000000,25611.262414,13.000000,2.165121
0.600000,0.990000,0.300000,0.250000,amount,20,36,1.000000,1.000000,1.000000,2.740472,1.836728,1.000000,1.000000,0.419983,30000.000000,30000.000000,8.500000,2.164997
0.850000,0.990000,0.400000,0.500000,amount,10,36,1.000000,1.000000,1.000000,2.913383,1.962565,1.000000,1.000000,0.513835,30000.000000,30000.000000,9.500000,2.164884
0.900000,0.990000,0.300000,0.500000,amount,15,36,1.000000,1.000000,1.000000,2.817460,1.957841,1.000000,1.000000,0.463256,30000.000000,30000.000000,9.000000,2.164858
0.850000,0.950000,0.400000,0.750000,amount,5,36,0.861111,1.000000,1.000000,2.933148,2.013256,1.000000,0.963221,0.524087,30000.000000,28896.641667,15.000000,2.164535
0.750000,0.950000,0.400000,0.100000,success_rate,15,36,1.000000,1.000000,1.000000,2.683363,1.778159,1.000000,1.000000,0.386820,30000.000000,30000.000000,22.000000,2.164374
0.900000,0.950000,0.300000,0.750000,success_rate,5,36,0.861111,1.000000,1.000000,2.920959,1.945588,1.000000,0.963638,0.518136,30000.000000,28909.151032,16.000000,2.164233
0.850000,0.950000,0.600000,0.250000,amount,15,36,1.000000,1.000000,1.000000,2.744154,1.872602,1.000000,0.983258,0.422818,30000.000000,29497.733203,25.000000,2.164016
