target_success,upper_guardrail,lower_guardrail,adjustment_pct,adjustment_mode,min_remaining_years,n_complete,success_rate,median_funded,p10_funded,median_cr,p10_cr,median_fr,p10_fr,median_cv,median_min_wd,p10_min_wd,median_adj,score
0.800000,0.990000,0.300000,0.250000,amount,10,36,1.000000,1.000000,1.000000,3.112122,2.094840,1.000000,1.000000,0.532065,30000.000000,30000.000000,12.500000,2.284195
0.800000,0.900000,0.200000,0.250000,amount,10,36,1.000000,1.000000,1.000000,2.552294,1.638324,1.073504,1.073504,0.332700,32205.128205,32205.128205,27.500000,2.284117
0.750000,0.900000,0.600000,0.100000,success_rate,10,36,1.000000,1.000000,1.000000,2.650236,1.777449,1.063833,1.056389,0.379960,31915.000000,31691.661760,42.500000,2.283779
0.950000,0.990000,0.400000,0.750000,success_rate,5,36,1.000000,1.000000,1.000000,3.213547,2.175248,1.000000,1.000000,0.578684,30000.000000,30000.000000,9.000000,2.283733
0.700000,0.950000,0.600000,0.100000,amount,10,36,1.000000,1.000000,1.000000,2.978882,1.927224,1.000000,1.000000,0.466719,30000.000000,30000.000000,38.000000,2.283732
0.800000,0.950000,0.500000,0.100000,amount,15,36,1.000000,1.000000,1.000000,2.961096,1.887428,1.000000,1.000000,0.457510,30000.000000,30000.000000,33.000000,2.283730
0.800000,0.900000,0.500000,0.100000,success_rate,10,36,1.000000,1.000000,1.000000,2.731194,1.803081,1.047167,1.047167,0.403118,31415.000000,31415.000000,41.000000,2.283554
0.700000,0.990000,0.400000,0.250000,amount,5,36,1.000000,1.000000,1.000000,3.184648,2.167709,1.000000,1.000000,0.565982,30000.000000,30000.000000,10.500000,2.283421
0.700000,0.900000,0.300000,0.250000,success_rate,10,36,1.000000,1.000000,1.000000,2.275701,1.637856,1.154487,1.059616,0.261766,34634.615385,31788.494740,19.000000,2.283402
0.700000,0.900000,0.400000,0.100000,success_rate,10,36,1.000000,1.000000,1.000000,2.558390,1.693526,1.075889,1.075889,0.340973,32276.666667,32276.666667,35.000000,2.283272
0.800000,0.990000,0.600000,0.100000,amount,5,36,1.000000,1.000000,1.000000,3.482254,2.319402,1.000000,1.000000,0.688709,30000.000000,30000.000000,29.000000,2.283124
0.700000,0.990000,0.600000,0.250000,amount,5,36,1.000000,1.000000,1.000000,3.254222,2.222072,1.000000,1.000000,0.597070,30000.000000,30000.000000,13.500000,2.282722
0.800000,0.900000,0.500000,0.500000,success_rate,20,36,1.000000,1.000000,1.000000,2.308813,1.657114,1.168056,0.954908,0.307216,35041.666667,28647.229034,19.000000,2.282568
0.800000,0.990000,0.600000,0.100000,amount,15,36,1.000000,1.000000,1.000000,3.160087,2.048138,1.000000,1.000000,0.555489,30000.000000,30000.000000,25.000000,2.282390
0.850000,0.990000,0.500000,0.750000,success_rate,5,36,1.000000,1.000000,1.000000,3.261301,2.161245,1.000000,1.000000,0.600327,30000.000000,30000.000000,9.000000,2.282377
0.850000,0.990000,0.600000,0.500000,amount,5,36,0.944444,1.000000,1.000000,3.296374,2.253865,1.000000,1.000000,0.615222,30000.000000,30000.000000,11.000000,2.282373
0.800000,0.990000,0.600000,0.250000,success_rate,5,36,0.972222,1.000000,1.000000,3.182133,2.211881,1.000000,1.000000,0.565648,30000.000000,30000.000000,11.000000,2.282150
0.600000,0.990000,0.400000,0.250000,amount,5,36,1.000000,1.000000,1.000000,3.148121,2.084837,1.000000,1.000000,0.550167,30000.000000,30000.000000,9.500000,2.282125
0.800000,0.950000,0.200000,0.100000,success_rate,5,36,1.000000,1.000000,1.000000,2.963054,1.921378,1.000000,1.000000,0.459636,30000.000000,30000.000000,21.000000,2.282091
0.900000,0.950000,0.400000,0.100000,success_rate,10,36,1.000000,1.000000,1.000000,3.048157,1.956666,1.000000,1.000000,0.502662,30000.000000,30000.000000,31.500000,2.282060
0.800000,0.900000,0.700000,0.100000,amount,15,36,1.000000,1.000000,1.000000,2.862154,1.859574,1.029402,1.000496,0.450930,30882.051282,30014.870974,51.000000,2.282017
0.700000,0.900000,0.600000,0.250000,amount,15,36,1.000000,1.000000,1.000000,2.458015,1.699573,1.116481,1.045572,0.336941,33494.444444,31367.155757,34.500000,2.281990
0.800000,0.990000,0.200000,0.100000,success_rate,10,36,1.000000,1.000000,1.000000,3.138391,2.110594,1.000000,1.000000,0.545927,30000.000000,30000.000000,12.000000,2.281725
0.850000,0.900000,0.500000,0.100000,success_rate,10,36,1.000000,1.000000,1.000000,2.836068,1.873202,1.030185,1.030185,0.438074,30905.555556,30905.555556,39.500000,2.281720
0.700000,0.900000,0.200000,0.250000,amount,10,36,1.000000,1.000000,1.000000,2.402700,1.631567,1.116481,1.116481,0.298965,33494.444444,33494.444444,21.500000,2.281573
0.700000,0.990000,0.500000,0.100000,amount,15,36,1.000000,1.000000,1.000000,3.144041,2.101868,1.000000,1.000000,0.548677,30000.000000,30000.000000,21.000000,2.281509
0.850000,0.990000,0.500000,0.250000,success_rate,5,36,1.000000,1.000000,1.000000,3.231095,2.177114,1.000000,1.000000,0.587808,30000.000000,30000.000000,10.000000,2.281464
0.900000,0.990000,0.700000,0.500000,amount,5,36,1.000000,1.000000,1.000000,3.512626,2.422300,1.000000,0.853709,0.701116,30000.000000,25611.262414,14.500000,2.281246
0.700000,0.990000,0.200000,0.100000,amount,15,36,1.000000,1.000000,1.000000,3.151248,2.103342,1.000000,1.000000,0.552186,30000.000000,30000.000000,19.000000,2.281211
0.600000,0.950000,0.500000,0.100000,amount,20,36,1.000000,1.000000,1.000000,2.802698,1.811371,1.000000,1.000000,0.372151,30000.000000,30000.000000,29.500000,2.281185
0.750000,0.950000,0.500000,0.100000,success_rate,5,36,1.000000,1.000000,1.000000,2.970739,1.943012,1.000000,1.000000,0.464285,30000.000000,30000.000000,25.000000,2.281105
0.750000,0.900000,0.700000,0.100000,amount,20,36,1.000000,1.000000,1.000000,2.723984,1.760345,1.038000,1.018328,0.386501,31140.000000,30549.843415,50.500000,2.281080
0.700000,0.990000,0.200000,0.250000,amount,5,36,1.000000,1.000000,1.000000,3.189956,2.167709,1.000000,1.000000,0.569964,30000.000000,30000.000000,10.000000,2.280876
0.900000,0.950000,0.200000,0.100000,success_rate,10,36,1.000000,1.000000,1.000000,3.051828,1.960551,1.000000,1.000000,0.505552,30000.000000,30000.000000,31.000000,2.280400
0.800000,0.990000,0.700000,0.100000,amount,10,36,1.000000,1.000000,1.000000,3.281427,2.169978,1.000000,0.975933,0.610137,30000.000000,29277.986056,28.000000,2.280367
0.850000,0.950000,0.200000,0.100000,amount,10,36,1.000000,1.000000,1.000000,3.157475,1.947352,1.000000,1.000000,0.555677,30000.000000,30000.000000,36.000000,2.280208
0.600000,0.900000,0.300000,0.250000,amount,10,36,1.000000,1.000000,1.000000,2.283999,1.625677,1.156250,1.077012,0.273207,34687.500000,32310.366456,24.000000,2.280122
0.750000,0.950000,0.600000,0.100000,success_rate,5,36,1.000000,1.000000,1.000000,3.006480,1.984632,1.000000,1.000000,0.483201,30000.000000,30000.000000,29.000000,2.280113
0.800000,0.950000,0.600000,0.500000,success_rate,5,36,0.861111,1.000000,1.000000,3.010569,2.079649,1.000000,0.968722,0.485309,30000.000000,29061.660193,14.000000,2.280041
0.800000,0.990000,0.500000,0.250000,amount,5,36,1.000000,1.000000,1.000000,3.264956,2.277864,1.000000,1.000000,0.603332,30000.000000,30000.000000,13.000000,2.280030
0.700000,0.950000,0.500000,0.100000,amount,15,36,1.000000,1.000000,1.000000,2.881344,1.862508,1.000000,1.000000,0.417437,30000.000000,30000.000000,31.500000,2.279953
0.750000,0.990000,0.700000,0.750000,amount,5,36,0.833333,1.000000,1.000000,3.166910,2.116310,1.000000,0.919946,0.560193,30000.000000,27598.393708,11.000000,2.279870
0.750000,0.990000,0.700000,0.500000,amount,5,36,0.944444,1.000000,1.000000,3.169095,2.145891,1.000000,0.933402,0.561202,30000.000000,28002.052370,12.000000,2.279844
0.800000,0.990000,0.400000,0.250000,amount,10,36,1.000000,1.000000,1.000000,3.105340,2.093133,1.000000,1.000000,0.531675,30000.000000,30000.000000,12.500000,2.279824
0.850000,0.990000,0.700000,0.250000,amount,10,36,1.000000,1.000000,1.000000,3.188248,2.157952,1.000000,0.921417,0.569952,30000.000000,27642.504994,18.000000,2.279674
0.850000,0.950000,0.400000,0.100000,amount,15,36,1.000000,1.000000,1.000000,3.031642,1.873497,1.000000,1.000000,0.496247,30000.000000,30000.000000,34.500000,2.279420
0.850000,0.950000,0.300000,0.100000,amount,15,36,1.000000,1.000000,1.000000,3.031642,1.878455,1.000000,1.000000,0.496247,30000.000000,30000.000000,34.500000,2.279420
0.700000,0.990000,0.300000,0.250000,amount,10,36,1.000000,1.000000,1.000000,3.076207,2.022722,1.000000,1.000000,0.518137,30000.000000,30000.000000,11.500000,2.279259
0.850000,0.900000,0.200000,0.500000,success_rate,10,36,1.000000,1.000000,1.000000,2.396792,1.632898,1.119565,1.057985,0.301271,33586.956522,31739.555225,19.000000,2.279155
0.850000,0.990000,0.600000,0.250000,success_rate,5,36,1.000000,1.000000,1.000000,3.240226,2.182694,1.000000,1.000000,0.593218,30000.000000,30000.000000,11.000000,2.279145
0.850000,0.990000,0.600000,0.100000,success_rate,10,36,1.000000,1.000000,1.000000,3.177722,2.174254,1.000000,1.000000,0.565552,30000.000000,30000.000000,17.000000,2.279139
0.850000,0.900000,0.600000,0.100000,amount,10,36,1.000000,1.000000,1.000000,3.057925,1.942769,1.019722,1.019722,0.538265,30591.666667,30591.666667,46.500000,2.279016
0.750000,0.990000,0.600000,0.100000,amount,10,36,1.000000,1.000000,1.000000,3.267672,2.184471,1.000000,1.000000,0.605222,30000.000000,30000.000000,25.000000,2.278839
0.800000,0.900000,0.400000,0.100000,success_rate,10,36,1.000000,1.000000,1.000000,2.705421,1.762733,1.047167,1.047167,0.391295,31415.000000,31415.000000,36.500000,2.278752
0.700000,0.900000,0.500000,0.250000,success_rate,15,36,1.000000,1.000000,1.000000,2.332386,1.660141,1.154487,1.081754,0.307631,34634.615385,32452.608530,27.000000,2.278529
0.750000,0.900000,0.300000,0.250000,amount,10,36,1.000000,1.000000,1.000000,2.471973,1.672068,1.095000,1.095000,0.316448,32850.000000,32850.000000,25.000000,2.278528
0.800000,0.990000,0.300000,0.500000,amount,5,36,0.944444,1.000000,1.000000,3.095906,2.021334,1.000000,1.000000,0.528043,30000.000000,30000.000000,7.000000,2.278520
0.600000,0.990000,0.500000,0.250000,amount,5,36,1.000000,1.000000,1.000000,3.148254,2.105132,1.000000,1.000000,0.552611,30000.000000,30000.000000,11.000000,2.278374
0.600000,0.900000,0.400000,1.000000,success_rate,20,36,1.000000,1.000000,1.000000,2.157177,1.532157,1.244046,0.922403,0.302035,37321.392722,27672.095853,10.000000,2.278354
0.600000,0.900000,0.400000,1.000000,amount,20,36,1.000000,1.000000,1.000000,2.157177,1.532157,1.244046,0.922403,0.302035,37321.392722,27672.095853,10.000000,2.278354
0.600000,0.900000,0.500000,0.250000,amount,20,36,1.000000,1.000000,1.000000,2.276891,1.608370,1.156250,1.117562,0.269159,34687.500000,33526.854928,28.500000,2.278354
0.950000,0.990000,0.400000,0.750000,amount,5,36,1.000000,1.000000,1.000000,3.273350,2.192407,1.000000,1.000000,0.608179,30000.000000,30000.000000,11.000000,2.277959
0.700000,0.990000,0.400000,0.250000,amount,10,36,1.000000,1.000000,1.000000,3.069647,2.020856,1.000000,1.000000,0.515836,30000.000000,30000.000000,12.000000,2.277930
0.800000,0.900000,0.400000,0.500000,success_rate,15,36,1.000000,1.000000,1.000000,2.305302,1.686265,1.168056,1.112662,0.308229,35041.666667,33379.867493,17.000000,2.277733
0.900000,0.950000,0.300000,0.100000,success_rate,10,36,1.000000,1.000000,1.000000,3.045665,1.957600,1.000000,1.000000,0.504353,30000.000000,30000.000000,31.000000,2.277619
0.800000,0.950000,0.600000,0.100000,amount,10,36,1.000000,1.000000,1.000000,3.064256,1.973002,1.000000,1.000000,0.513439,30000.000000,30000.000000,36.500000,2.277602
0.700000,0.990000,0.300000,0.100000,amount,15,36,1.000000,1.000000,1.000000,3.145568,2.102730,1.000000,1.000000,0.551874,30000.000000,30000.000000,19.000000,2.277589
0.850000,0.950000,0.500000,0.100000,amount,15,36,1.000000,1.000000,1.000000,3.022936,1.892739,1.000000,1.000000,0.493213,30000.000000,30000.000000,34.500000,2.277460
0.750000,0.900000,0.600000,0.100000,amount,20,36,1.000000,1.000000,1.000000,2.710065,1.759757,1.038000,1.038000,0.380847,31140.000000,31140.000000,45.000000,2.277377
0.850000,0.990000,0.600000,0.250000,amount,10,36,1.000000,1.000000,1.000000,3.171074,2.125611,1.000000,1.000000,0.563676,30000.000000,30000.000000,16.000000,2.277344
0.750000,0.950000,0.300000,0.100000,success_rate,5,36,1.000000,1.000000,1.000000,2.939849,1.898158,1.000000,1.000000,0.450756,30000.000000,30000.000000,20.000000,2.277272
0.850000,0.990000,0.200000,0.250000,success_rate,5,36,1.000000,1.000000,1.000000,3.151429,2.147925,1.000000,1.000000,0.554772,30000.000000,30000.000000,9.000000,2.277267
0.800000,0.900000,0.300000,0.500000,success_rate,10,36,1.000000,1.000000,1.000000,2.313416,1.734127,1.168056,1.094890,0.314517,35041.666667,32846.698091,17.000000,2.277254
0.850000,0.900000,0.500000,0.100000,amount,20,36,1.000000,1.000000,1.000000,2.842011,1.819857,1.019722,1.019722,0.428447,30591.666667,30591.666667,40.000000,2.277229
0.750000,0.900000,0.200000,0.100000,success_rate,10,36,1.000000,1.000000,1.000000,2.586930,1.659018,1.063833,1.063833,0.345085,31915.000000,31915.000000,28.000000,2.277214
0.850000,0.900000,0.500000,0.250000,amount,10,36,1.000000,1.000000,1.000000,2.722821,1.809534,1.049306,1.049306,0.405911,31479.166667,31479.166667,35.500000,2.277213
0.750000,0.990000,0.300000,0.100000,amount,20,36,1.000000,1.000000,1.000000,3.033753,2.019600,1.000000,1.000000,0.498767,30000.000000,30000.000000,20.000000,2.277184
0.700000,0.990000,0.300000,0.250000,amount,5,36,1.000000,1.000000,1.000000,3.184648,2.167709,1.000000,1.000000,0.569964,30000.000000,30000.000000,10.000000,2.277080
0.850000,0.900000,0.600000,0.100000,success_rate,10,36,1.000000,1.000000,1.000000,2.860732,1.891840,1.030185,1.030185,0.454801,30905.555556,30905.555556,45.000000,2.276916
0.700000,0.990000,0.400000,0.100000,amount,15,36,1.000000,1.000000,1.000000,3.144041,2.102730,1.000000,1.000000,0.551647,30000.000000,30000.000000,20.000000,2.276841
0.900000,0.950000,0.500000,0.100000,success_rate,10,36,1.000000,1.000000,1.000000,3.057823,1.967662,1.000000,1.000000,0.510839,30000.000000,30000.000000,33.000000,2.276795
0.800000,0.950000,0.700000,0.100000,amount,5,36,1.000000,1.000000,1.000000,3.224592,2.089971,1.000000,0.986629,0.587873,30000.000000,29598.869247,43.500000,2.276767
0.900000,0.990000,0.600000,0.750000,success_rate,5,36,0.916667,1.000000,1.000000,3.429437,2.351399,1.000000,0.982097,0.672280,30000.000000,29462.923780,11.000000,2.276666
0.700000,0.950000,0.500000,0.100000,amount,20,36,1.000000,1.000000,1.000000,2.808890,1.809224,1.000000,1.000000,0.378970,30000.000000,30000.000000,29.500000,2.276647
0.600000,0.900000,0.200000,0.250000,success_rate,10,36,1.000000,1.000000,1.000000,2.146252,1.538417,1.199769,1.020258,0.231774,35993.055556,30607.731202,16.000000,2.276596
0.800000,0.990000,0.500000,0.500000,amount,5,36,0.944444,1.000000,1.000000,3.142849,2.159125,1.000000,1.000000,0.551265,30000.000000,30000.000000,9.500000,2.276578
0.750000,0.900000,0.200000,0.500000,amount,15,36,1.000000,1.000000,1.000000,2.193349,1.595182,1.190000,1.049278,0.255589,35700.000000,31478.347584,13.500000,2.276530
0.750000,0.950000,0.500000,0.100000,amount,20,36,1.000000,1.000000,1.000000,2.841648,1.833433,1.000000,1.000000,0.397752,30000.000000,30000.000000,30.000000,2.276512
0.900000,0.990000,0.700000,0.100000,success_rate,10,36,1.000000,1.000000,1.000000,3.238477,2.209988,1.000000,0.956211,0.594240,30000.000000,28686.319522,22.000000,2.276261
0.900000,0.990000,0.600000,1.000000,success_rate,5,36,0.944444,1.000000,1.000000,3.489980,2.344058,1.000000,0.785169,0.695573,30000.000000,23555.060115,10.000000,2.276213
0.900000,0.990000,0.600000,1.000000,amount,5,36,0.944444,1.000000,1.000000,3.489980,2.344058,1.000000,0.785169,0.695573,30000.000000,23555.060115,10.000000,2.276213
0.750000,0.990000,0.700000,0.100000,amount,10,36,1.000000,1.000000,1.000000,3.265465,2.187782,1.000000,0.984135,0.606040,30000.000000,29524.040596,27.000000,2.275964
0.750000,0.950000,0.700000,0.100000,success_rate,5,36,1.000000,1.000000,1.000000,2.993807,2.001302,1.000000,0.991351,0.479601,30000.000000,29740.520185,34.000000,2.275891
0.800000,0.950000,0.700000,0.100000,amount,10,36,1.000000,1.000000,1.000000,3.084552,1.992479,1.000000,0.986629,0.524450,30000.000000,29598.869247,41.000000,2.275705
0.850000,0.990000,0.700000,0.750000,amount,5,36,0.972222,1.000000,1.000000,3.370398,2.304361,1.000000,0.845807,0.649765,30000.000000,25374.206060,11.000000,2.275415
0.850000,0.900000,0.700000,0.100000,amount,5,36,1.000000,1.000000,1.000000,3.199506,2.070680,1.019722,0.989121,0.605226,30591.666667,29673.634252,51.000000,2.275300
0.800000,0.990000,0.300000,0.100000,success_rate,10,36,1.000000,1.000000,1.000000,3.128766,2.109019,1.000000,1.000000,0.545651,30000.000000,30000.000000,12.000000,2.275159
0.850000,0.900000,0.600000,0.100000,amount,15,36,1.000000,1.000000,1.000000,2.939944,1.869279,1.019722,1.019722,0.482211,30591.666667,30591.666667,44.500000,2.275110
0.900000,0.990000,0.600000,0.100000,success_rate,10,36,1.000000,1.000000,1.000000,3.235247,2.209225,1.000000,1.000000,0.593564,30000.000000,30000.000000,20.000000,2.275084
0.850000,0.950000,0.400000,0.100000,amount,10,36,1.000000,1.000000,1.000000,3.149191,1.946628,1.000000,1.000000,0.555160,30000.000000,30000.000000,36.500000,2.275039
0.900000,0.990000,0.700000,0.250000,amount,10,36,1.000000,1.000000,1.000000,3.222655,2.190205,1.000000,0.926854,0.588159,30000.000000,27805.631207,21.000000,2.274939
0.850000,0.990000,0.700000,0.100000,amount,10,36,1.000000,1.000000,1.000000,3.343766,2.167215,1.000000,0.966689,0.639342,30000.000000,29000.680371,30.500000,2.274862
0.800000,0.990000,0.600000,0.100000,success_rate,10,36,1.000000,1.000000,1.000000,3.149095,2.118642,1.000000,1.000000,0.555247,30000.000000,30000.000000,15.000000,2.274833
0.800000,0.990000,0.500000,0.250000,amount,10,36,1.000000,1.000000,1.000000,3.094110,2.101475,1.000000,1.000000,0.529681,30000.000000,30000.000000,13.500000,2.274665
0.700000,0.900000,0.500000,0.250000,amount,15,36,1.000000,1.000000,1.000000,2.422945,1.669529,1.116481,1.096524,0.318363,33494.444444,32895.711574,30.000000,2.274560
0.900000,0.950000,0.400000,0.250000,amount,5,36,1.000000,1.000000,1.000000,3.082266,1.989120,1.000000,1.000000,0.524105,30000.000000,30000.000000,28.000000,2.274551
0.850000,0.950000,0.300000,0.100000,amount,10,36,1.000000,1.000000,1.000000,3.149191,1.947352,1.000000,1.000000,0.555677,30000.000000,30000.000000,36.500000,2.274225
0.750000,0.900000,0.200000,0.250000,amount,10,36,1.000000,1.000000,1.000000,2.466727,1.605785,1.095000,1.095000,0.316128,32850.000000,32850.000000,23.000000,2.274124
0.850000,0.990000,0.700000,0.500000,amount,5,36,0.972222,1.000000,1.000000,3.325419,2.271806,1.000000,0.886227,0.632374,30000.000000,26586.802259,12.000000,2.273965
0.800000,0.950000,0.400000,0.100000,amount,20,36,1.000000,1.000000,1.000000,2.862928,1.821928,1.000000,1.000000,0.411460,30000.000000,30000.000000,28.000000,2.273939
0.800000,0.950000,0.300000,0.250000,amount,5,36,1.000000,1.000000,1.000000,2.913816,1.889074,1.000000,1.000000,0.439230,30000.000000,30000.000000,19.000000,2.273898
0.850000,0.950000,0.400000,0.250000,success_rate,5,36,1.000000,1.000000,1.000000,2.950450,1.926605,1.000000,1.000000,0.458614,30000.000000,30000.000000,17.000000,2.273890
0.850000,0.900000,0.700000,0.100000,amount,10,36,1.000000,1.000000,1.000000,3.060049,1.981217,1.019722,0.989121,0.542658,30591.666667,29673.634252,50.000000,2.273744
0.800000,0.990000,0.700000,0.100000,amount,5,36,1.000000,1.000000,1.000000,3.475186,2.319921,1.000000,0.975933,0.691450,30000.000000,29277.986056,30.000000,2.273728
0.800000,0.990000,0.400000,0.100000,success_rate,10,36,1.000000,1.000000,1.000000,3.126573,2.108577,1.000000,1.000000,0.545651,30000.000000,30000.000000,12.000000,2.273564
0.800000,0.900000,0.600000,0.100000,amount,20,36,1.000000,1.000000,1.000000,2.765331,1.789146,1.029402,1.029402,0.402678,30882.051282,30882.051282,44.500000,2.273498
0.750000,0.900000,0.200000,0.250000,success_rate,10,36,1.000000,1.000000,1.000000,2.326140,1.596985,1.132971,1.094784,0.274706,33989.130435,32843.524044,19.000000,2.273462
0.900000,0.950000,0.700000,0.100000,success_rate,10,36,1.000000,1.000000,1.000000,3.096260,2.034693,1.000000,0.975815,0.531596,30000.000000,29274.442588,38.500000,2.273281
0.900000,0.950000,0.400000,0.250000,success_rate,5,36,1.000000,1.000000,1.000000,3.034217,1.971046,1.000000,1.000000,0.501787,30000.000000,30000.000000,23.500000,2.272951
0.800000,0.990000,0.700000,0.750000,amount,5,36,0.944444,1.000000,1.000000,3.299843,2.282526,1.000000,0.878011,0.622411,30000.000000,26340.328515,10.000000,2.272913
0.900000,0.950000,0.300000,0.250000,success_rate,5,36,1.000000,1.000000,1.000000,2.951068,1.940211,1.000000,1.000000,0.459635,30000.000000,30000.000000,21.000000,2.272862
0.750000,0.900000,0.600000,0.250000,success_rate,15,36,1.000000,1.000000,1.000000,2.414064,1.705771,1.132971,1.007550,0.338074,33989.130435,30226.494267,33.000000,2.272737
0.750000,0.900000,0.500000,0.100000,success_rate,10,36,1.000000,1.000000,1.000000,2.626971,1.756312,1.063833,1.063833,0.373623,31915.000000,31915.000000,40.000000,2.272585
0.800000,0.990000,0.700000,0.100000,amount,15,36,1.000000,1.000000,1.000000,3.148868,2.054835,1.000000,0.975933,0.556694,30000.000000,29277.986056,27.000000,2.272389
0.700000,0.900000,0.200000,0.500000,amount,20,36,1.000000,1.000000,1.000000,2.110851,1.534135,1.232963,1.067316,0.253770,36988.888889,32019.482538,12.500000,2.272370
0.850000,0.950000,0.500000,0.100000,amount,10,36,1.000000,1.000000,1.000000,3.141738,1.972638,1.000000,1.000000,0.553463,30000.000000,30000.000000,37.000000,2.272320
0.900000,0.990000,0.600000,0.250000,amount,5,36,1.000000,1.000000,1.000000,3.443412,2.342808,1.000000,1.000000,0.680208,30000.000000,30000.000000,19.000000,2.272294
0.950000,0.990000,0.600000,0.500000,amount,5,36,1.000000,1.000000,1.000000,3.477499,2.346273,1.000000,1.000000,0.693222,30000.000000,30000.000000,16.000000,2.272160
0.950000,0.990000,0.500000,0.750000,amount,5,36,1.000000,1.000000,1.000000,3.273350,2.232267,1.000000,1.000000,0.611762,30000.000000,30000.000000,12.000000,2.272095
0.700000,0.950000,0.600000,0.100000,success_rate,5,36,1.000000,1.000000,1.000000,2.937980,1.974973,1.000000,1.000000,0.453299,30000.000000,30000.000000,30.000000,2.272089
0.800000,0.990000,0.500000,0.100000,success_rate,10,36,1.000000,1.000000,1.000000,3.124411,2.108577,1.000000,1.000000,0.545651,30000.000000,30000.000000,13.500000,2.271992
0.750000,0.900000,0.500000,0.250000,success_rate,15,36,1.000000,1.000000,1.000000,2.380273,1.665383,1.132971,1.098838,0.315294,33989.130435,32965.129191,27.000000,2.271642
0.750000,0.900000,0.300000,0.100000,success_rate,10,36,1.000000,1.000000,1.000000,2.591689,1.695388,1.063833,1.063833,0.352209,31915.000000,31915.000000,32.500000,2.271582
0.900000,0.990000,0.200000,0.750000,amount,5,36,0.777778,1.000000,1.000000,3.089336,2.023907,1.000000,1.000000,0.529620,30000.000000,30000.000000,7.000000,2.271249
0.850000,0.900000,0.300000,0.750000,success_rate,10,36,1.000000,1.000000,1.000000,2.427332,1.828194,1.160043,0.890954,0.386820,34801.282051,26728.612746,19.000000,2.271203
0.900000,0.950000,0.700000,0.750000,success_rate,5,36,0.916667,1.000000,1.000000,3.257156,2.273523,1.000000,0.806530,0.605452,30000.000000,24195.902327,22.000000,2.271130
0.750000,0.900000,0.400000,0.250000,amount,10,36,1.000000,1.000000,1.000000,2.493578,1.696351,1.095000,1.095000,0.336548,32850.000000,32850.000000,28.000000,2.271001
0.850000,0.900000,0.400000,0.750000,amount,20,36,1.000000,1.000000,1.000000,2.390551,1.705822,1.147917,0.925149,0.344872,34437.500000,27754.484606,19.000000,2.270962
0.800000,0.990000,0.700000,0.250000,amount,5,36,1.000000,1.000000,1.000000,3.357795,2.321627,1.000000,0.943311,0.647387,30000.000000,28299.333205,16.000000,2.270898
0.850000,0.990000,0.200000,0.100000,amount,15,36,1.000000,1.000000,1.000000,3.171396,2.045672,1.000000,1.000000,0.568221,30000.000000,30000.000000,26.000000,2.270369
0.950000,0.990000,0.600000,0.500000,success_rate,5,36,1.000000,1.000000,1.000000,3.405921,2.337100,1.000000,1.000000,0.666830,30000.000000,30000.000000,13.000000,2.270336
0.850000,0.950000,0.200000,0.100000,success_rate,10,36,1.000000,1.000000,1.000000,2.931070,1.879880,1.000000,1.000000,0.450907,30000.000000,30000.000000,24.000000,2.270250
0.900000,0.950000,0.200000,0.250000,success_rate,5,36,1.000000,1.000000,1.000000,2.951068,1.930296,1.000000,1.000000,0.461406,30000.000000,30000.000000,21.000000,2.270249
0.850000,0.950000,0.600000,0.250000,success_rate,5,36,1.000000,1.000000,1.000000,3.024025,2.040368,1.000000,1.000000,0.498588,30000.000000,30000.000000,22.000000,2.270154
0.900000,0.950000,0.600000,0.250000,success_rate,5,36,1.000000,1.000000,1.000000,3.080799,2.103825,1.000000,0.972834,0.526269,30000.000000,29185.028230,27.000000,2.270134
0.600000,0.900000,0.300000,0.100000,success_rate,10,36,1.000000,1.000000,1.000000,2.413423,1.635555,1.098111,1.098111,0.287063,32943.333333,32943.333333,29.000000,2.269819
0.950000,0.990000,0.200000,0.100000,success_rate,15,36,1.000000,1.000000,1.000000,3.161557,2.131328,1.000000,1.000000,0.564199,30000.000000,30000.000000,21.000000,2.269684
0.800000,0.950000,0.700000,0.750000,success_rate,5,36,0.833333,1.000000,1.000000,3.131332,2.155989,1.000000,0.857350,0.550418,30000.000000,25720.490790,16.000000,2.269561
0.850000,0.950000,0.700000,0.250000,success_rate,5,36,1.000000,1.000000,1.000000,3.090872,2.103495,1.000000,0.955479,0.531465,30000.000000,28664.358419,25.500000,2.269526
0.850000,0.990000,0.600000,0.100000,amount,15,36,1.000000,1.000000,1.000000,3.166941,2.045672,1.000000,1.000000,0.566851,30000.000000,30000.000000,28.000000,2.269349
0.800000,0.900000,0.200000,0.100000,success_rate,15,36,1.000000,1.000000,1.000000,2.611234,1.690625,1.047167,1.047167,0.340202,31415.000000,31415.000000,29.000000,2.269273
0.850000,0.900000,0.700000,0.500000,amount,20,36,1.000000,1.000000,1.000000,2.538529,1.764292,1.098611,0.874968,0.372717,32958.333333,26249.033895,32.000000,2.269129
0.950000,0.990000,0.400000,0.100000,success_rate,15,36,1.000000,1.000000,1.000000,3.152886,2.131328,1.000000,1.000000,0.560654,30000.000000,30000.000000,21.000000,2.269047
0.850000,0.990000,0.300000,0.250000,success_rate,5,36,1.000000,1.000000,1.000000,3.139969,2.147925,1.000000,1.000000,0.554772,30000.000000,30000.000000,9.000000,2.268986
