target_success,upper_guardrail,lower_guardrail,adjustment_pct,adjustment_mode,min_remaining_years,initial_rate,initial_wd,n_complete,success_rate,median_funded,p10_funded,median_cr,p10_cr,median_fr,p10_fr,median_avg_wd_ratio,p10_avg_wd_ratio,median_cv,median_downside_cv,median_min_wd,p10_min_wd,median_adj,median_util,p10_util,median_discounted,p10_floor_self,smoothness,score
0.950000,0.990000,0.300000,0.250000,amount,5,0.014000,14000.000000,2000,0.921000,1.000000,1.000000,4.352478,1.285517,1.000000,1.000000,8.669605,1.665023,1.215339,0.000000,14000.000000,14000.000000,18.000000,0.121374,0.023310,0.082153,1.000000,1.000000,1.154062
0.950000,0.990000,0.400000,0.250000,amount,1,0.014000,14000.000000,2000,0.943500,1.000000,1.000000,4.583833,1.336080,1.000000,0.993668,9.158552,1.738923,1.314696,0.012186,14000.000000,13911.358450,20.000000,0.128220,0.024345,0.086204,0.993668,0.804040,1.153753
0.950000,0.990000,0.200000,0.250000,amount,5,0.014000,14000.000000,2000,0.902500,1.000000,1.000000,4.335648,1.270521,1.000000,1.000000,8.669605,1.627822,1.210260,0.000000,14000.000000,14000.000000,18.000000,0.121374,0.022790,0.082120,1.000000,1.000000,1.152791
0.950000,0.990000,0.400000,0.500000,success_rate,5,0.014000,14000.000000,2000,0.919500,1.000000,1.000000,4.583873,1.349016,1.000000,0.778580,9.111808,1.803836,1.181918,0.000000,14000.000000,10900.118889,9.000000,0.127565,0.025254,0.087254,0.778580,1.000000,1.152668
0.950000,0.990000,0.200000,0.750000,success_rate,5,0.014000,14000.000000,2000,0.877500,1.000000,1.000000,4.483562,1.363986,1.000000,0.836738,8.894579,1.796639,1.141251,0.000000,14000.000000,11714.337928,7.000000,0.124524,0.025153,0.087225,0.836738,1.000000,1.152584
0.950000,0.990000,0.200000,0.750000,amount,5,0.014000,14000.000000,2000,0.895500,1.000000,1.000000,4.461687,1.340848,1.000000,0.835974,8.908741,1.793372,1.137126,0.000000,14000.000000,11703.633424,8.000000,0.124722,0.025107,0.085995,0.835974,1.000000,1.149379
0.950000,0.990000,0.100000,0.500000,amount,5,0.014000,14000.000000,2000,0.849000,1.000000,0.984615,4.501157,1.290912,1.000000,1.000000,8.989280,1.697792,1.173959,0.000000,14000.000000,14000.000000,10.000000,0.125850,0.023769,0.086656,1.000000,1.000000,1.149194
0.950000,0.990000,0.100000,0.750000,success_rate,5,0.014000,14000.000000,2000,0.843000,1.000000,0.984615,4.486945,1.351979,1.000000,0.985863,8.933642,1.761502,1.133678,0.000000,14000.000000,13802.075193,7.000000,0.125071,0.024661,0.087387,0.985863,1.000000,1.147691
0.950000,0.990000,0.300000,0.750000,success_rate,5,0.014000,14000.000000,2000,0.900000,1.000000,1.000000,4.470564,1.379639,1.000000,0.810511,8.863350,1.825796,1.154589,0.000000,14000.000000,11347.148787,7.000000,0.124087,0.025561,0.086793,0.810511,1.000000,1.145319
0.950000,0.990000,0.100000,0.750000,amount,5,0.014000,14000.000000,2000,0.848500,1.000000,0.984615,4.487710,1.332750,1.000000,1.000000,8.908741,1.741183,1.129813,0.000000,14000.000000,14000.000000,8.000000,0.124722,0.024377,0.086129,1.000000,1.000000,1.144886
