target_success,upper_guardrail,lower_guardrail,adjustment_pct,adjustment_mode,min_remaining_years,initial_rate,initial_wd,n_complete,success_rate,median_funded,p10_funded,median_cr,p10_cr,median_fr,p10_fr,median_avg_wd_ratio,p10_avg_wd_ratio,median_cv,median_downside_cv,median_min_wd,p10_min_wd,median_adj,score
0.800000,0.950000,0.100000,0.500000,success_rate,5,0.025861,25861.111111,2000,0.651000,1.000000,0.953846,3.835355,1.207344,0.862037,0.223255,3.588080,0.669000,0.817778,0.000000,25861.111111,6697.658324,7.000000,1.547747
0.900000,0.990000,0.700000,0.050000,success_rate,10,0.019375,19375.000000,2000,1.000000,1.000000,1.000000,3.890872,1.114880,0.645833,0.397533,3.622703,0.655383,1.083677,0.000000,19375.000000,11925.993610,18.000000,1.547653
0.750000,0.990000,0.600000,0.500000,amount,10,0.030185,30185.185185,2000,0.999500,1.000000,1.000000,3.788165,1.176578,0.997719,0.282045,3.451537,0.718944,0.930211,0.038881,29931.567194,8461.361413,6.000000,1.547626
0.900000,0.950000,0.700000,0.100000,success_rate,10,0.019375,19375.000000,2000,1.000000,1.000000,1.000000,4.061859,1.210069,0.645833,0.322239,3.693822,0.729371,0.926257,0.012894,19375.000000,9667.168711,35.000000,1.547586
0.850000,0.950000,0.200000,1.000000,amount,5,0.022633,22633.333333,2000,0.684500,1.000000,0.984615,4.197002,1.328467,0.754444,0.210984,3.687124,0.793923,0.855321,0.000000,22633.333333,6329.515761,7.000000,1.547494
0.850000,0.950000,0.200000,1.000000,success_rate,5,0.022633,22633.333333,2000,0.684500,1.000000,0.984615,4.197002,1.328467,0.754444,0.210984,3.687124,0.793923,0.855321,0.000000,22633.333333,6329.515761,7.000000,1.547494
0.700000,0.990000,0.300000,0.500000,success_rate,1,0.034300,34300.000000,2000,0.988500,1.000000,1.000000,3.754449,1.144817,1.143333,0.183860,3.482398,0.698133,0.962266,0.145822,34300.000000,5515.800827,7.000000,1.547353
0.600000,0.990000,0.500000,0.500000,success_rate,5,0.040862,40862.068966,2000,0.800000,1.000000,1.000000,3.776767,1.195159,1.064744,0.240544,3.422955,0.729073,0.954888,0.030010,31942.326114,7216.327495,7.000000,1.547206
0.850000,0.950000,0.200000,0.250000,success_rate,1,0.022633,22633.333333,2000,0.947000,1.000000,1.000000,4.094390,1.216154,0.754444,0.173058,3.804178,0.687125,0.915065,0.130106,22633.333333,5191.729357,16.000000,1.547108
0.600000,0.990000,0.500000,1.000000,success_rate,5,0.040862,40862.068966,2000,0.737000,1.000000,0.984615,3.930203,1.259135,0.960647,0.261064,3.525762,0.765965,0.950079,0.082489,28819.399042,7831.934631,6.000000,1.546659
0.600000,0.990000,0.500000,1.000000,amount,5,0.040862,40862.068966,2000,0.737000,1.000000,0.984615,3.930203,1.259135,0.960647,0.261064,3.525762,0.765965,0.950079,0.082489,28819.399042,7831.934631,6.000000,1.546659
0.700000,0.990000,0.300000,1.000000,success_rate,1,0.034300,34300.000000,2000,0.986000,1.000000,1.000000,3.796170,1.212250,1.143333,0.211441,3.484579,0.738742,0.942186,0.187610,34300.000000,6343.219420,7.000000,1.546545
0.700000,0.990000,0.300000,1.000000,amount,1,0.034300,34300.000000,2000,0.986000,1.000000,1.000000,3.796170,1.212250,1.143333,0.211441,3.484579,0.738742,0.942186,0.187610,34300.000000,6343.219420,7.000000,1.546545
0.750000,0.990000,0.100000,0.050000,success_rate,5,0.030185,30185.185185,2000,0.804000,1.000000,0.953846,3.672835,1.048672,1.006173,0.100613,3.565979,0.552584,1.131725,0.000000,30185.185185,3018.395607,10.000000,1.546490
0.750000,0.950000,0.700000,0.500000,success_rate,1,0.030185,30185.185185,2000,0.997000,1.000000,1.000000,4.084252,1.318832,0.829648,0.254541,3.674864,0.813957,0.884314,0.135191,24889.429482,7636.216711,17.000000,1.546468
0.850000,0.990000,0.400000,0.750000,success_rate,10,0.022633,22633.333333,2000,1.000000,1.000000,1.000000,4.016237,1.241815,0.754444,0.293221,3.676128,0.734369,0.932147,0.091584,22633.333333,8796.635306,4.000000,1.546438
0.800000,0.950000,0.200000,0.750000,success_rate,5,0.025861,25861.111111,2000,0.648500,1.000000,0.969231,3.876611,1.254143,0.862037,0.244605,3.565264,0.751148,0.818008,0.000000,25861.111111,7338.160965,6.000000,1.546240
0.750000,0.990000,0.200000,0.750000,success_rate,1,0.030185,30185.185185,2000,0.950000,1.000000,1.000000,3.938367,1.196283,1.006173,0.202518,3.589208,0.709520,0.971681,0.165449,30185.185185,6075.540920,6.000000,1.545845
0.800000,0.990000,0.600000,0.750000,success_rate,10,0.025861,25861.111111,2000,1.000000,1.000000,1.000000,4.045023,1.249591,0.862037,0.287340,3.588631,0.757520,0.927310,0.090479,25861.111111,8620.200157,5.000000,1.545838
0.850000,0.990000,0.300000,0.750000,amount,10,0.022633,22633.333333,2000,1.000000,1.000000,1.000000,3.956561,1.225168,0.754444,0.314754,3.635676,0.700981,0.943368,0.062378,22633.333333,9442.607093,4.000000,1.545527
0.800000,0.990000,0.600000,0.250000,success_rate,10,0.025861,25861.111111,2000,1.000000,1.000000,1.000000,3.904267,1.180814,0.862037,0.288817,3.540640,0.702242,0.974254,0.023534,25861.111111,8664.513606,7.000000,1.545199
0.750000,0.990000,0.100000,0.500000,success_rate,1,0.030185,30185.185185,2000,0.911000,1.000000,1.000000,3.834093,1.109252,1.006173,0.147617,3.623040,0.642000,0.979806,0.151459,30185.185185,4428.506205,6.000000,1.545068
0.850000,0.950000,0.400000,0.500000,success_rate,1,0.022633,22633.333333,2000,0.987500,1.000000,1.000000,4.028003,1.290649,0.754444,0.242371,3.743490,0.771142,0.891896,0.137229,22633.333333,7271.139442,14.000000,1.544805
0.700000,0.950000,0.500000,0.250000,success_rate,5,0.034300,34300.000000,2000,0.792500,1.000000,1.000000,3.710364,1.200445,1.049558,0.239196,3.419639,0.719340,0.851712,0.018625,31486.746343,7175.869529,12.000000,1.544355
0.800000,0.900000,0.700000,0.250000,amount,1,0.025861,25861.111111,2000,0.896000,1.000000,1.000000,4.029165,1.303049,0.837732,0.273932,3.586381,0.788881,0.850519,0.048510,25131.959030,8217.957290,34.000000,1.544128
0.700000,0.990000,0.500000,1.000000,amount,1,0.034300,34300.000000,2000,0.997500,1.000000,1.000000,4.044061,1.287013,0.804404,0.244129,3.724209,0.794787,0.980985,0.177728,24132.130808,7323.859423,8.000000,1.543850
0.700000,0.990000,0.500000,1.000000,success_rate,1,0.034300,34300.000000,2000,0.997500,1.000000,1.000000,4.044061,1.287013,0.804404,0.244129,3.724209,0.794787,0.980985,0.177728,24132.130808,7323.859423,8.000000,1.543850
0.850000,0.990000,0.200000,0.750000,amount,10,0.022633,22633.333333,2000,1.000000,1.000000,1.000000,3.959001,1.219970,0.754444,0.303861,3.617226,0.682925,0.943311,0.029473,22633.333333,9115.834815,4.000000,1.543850
0.700000,0.990000,0.200000,0.100000,success_rate,5,0.034300,34300.000000,2000,0.833000,1.000000,0.984615,3.597821,1.058007,1.143333,0.138812,3.410297,0.594105,1.073188,0.000000,34300.000000,4164.367537,7.000000,1.543626
0.700000,0.990000,0.100000,0.500000,success_rate,5,0.034300,34300.000000,2000,0.703500,1.000000,0.969231,3.621363,1.091118,1.143333,0.181750,3.373001,0.621959,0.934342,0.000000,34300.000000,5452.510401,3.000000,1.543171
0.800000,0.900000,0.600000,0.100000,amount,1,0.025861,25861.111111,2000,0.801000,1.000000,0.938462,3.639621,1.226771,0.862037,0.362878,3.463677,0.680512,0.854504,0.011529,25861.111111,10886.329169,41.000000,1.543026
0.850000,0.900000,0.300000,0.050000,success_rate,1,0.022633,22633.333333,2000,0.988000,1.000000,1.000000,4.195500,1.147636,0.754444,0.106167,3.840727,0.639885,1.032413,0.121925,22633.333333,3185.001324,45.000000,1.542986
0.950000,0.990000,0.700000,0.050000,success_rate,10,0.013769,13769.230769,2000,1.000000,1.000000,1.000000,4.088571,1.130069,0.458974,0.415233,3.748007,0.690866,1.182903,0.000000,13769.230769,12456.979274,27.000000,1.542954
0.800000,0.950000,0.300000,0.750000,success_rate,5,0.025861,25861.111111,2000,0.722000,1.000000,0.984615,3.961853,1.271910,0.862037,0.251364,3.579869,0.770012,0.831482,0.047003,25861.111111,7540.919438,7.000000,1.542910
0.750000,0.950000,0.600000,0.500000,amount,1,0.030185,30185.185185,2000,0.961500,1.000000,1.000000,4.016160,1.292421,0.870106,0.260646,3.594798,0.790787,0.875689,0.091654,26103.170909,7819.392656,15.000000,1.542797
0.800000,0.900000,0.600000,0.250000,amount,5,0.025861,25861.111111,2000,0.819500,1.000000,0.984615,3.931162,1.277448,0.862037,0.285950,3.532242,0.768594,0.823203,0.019483,25861.111111,8578.491820,27.000000,1.542773
0.850000,0.990000,0.600000,0.250000,amount,10,0.022633,22633.333333,2000,0.986500,1.000000,1.000000,3.913317,1.159762,0.754444,0.316853,3.581690,0.695056,1.035669,0.000000,22633.333333,9505.599684,10.000000,1.542331
0.900000,0.990000,0.600000,0.050000,success_rate,10,0.019375,19375.000000,2000,1.000000,1.000000,1.000000,3.851328,1.115167,0.645833,0.399336,3.603308,0.643555,1.082659,0.000000,19375.000000,11980.078056,17.000000,1.542285
0.900000,0.950000,0.100000,0.250000,success_rate,10,0.019375,19375.000000,2000,0.809500,1.000000,0.969231,3.943638,1.197630,0.645833,0.346258,3.647519,0.677203,0.838191,0.000000,19375.000000,10387.754598,17.000000,1.542279
0.800000,0.950000,0.100000,0.250000,amount,1,0.025861,25861.111111,2000,0.736000,1.000000,0.923077,3.783962,1.137045,0.862037,0.173009,3.641889,0.608816,0.884857,0.045337,25861.111111,5190.275636,17.000000,1.542261
0.850000,0.950000,0.500000,1.000000,success_rate,1,0.022633,22633.333333,2000,0.998000,1.000000,1.000000,4.164175,1.356217,0.754444,0.267150,3.740259,0.831520,0.884363,0.176343,22633.333333,8014.487113,12.000000,1.542208
0.850000,0.950000,0.500000,1.000000,amount,1,0.022633,22633.333333,2000,0.998000,1.000000,1.000000,4.164175,1.356217,0.754444,0.267150,3.740259,0.831520,0.884363,0.176343,22633.333333,8014.487113,12.000000,1.542208
0.850000,0.990000,0.300000,0.500000,amount,10,0.022633,22633.333333,2000,0.999500,1.000000,1.000000,3.922901,1.173636,0.754444,0.285892,3.606601,0.672118,0.973091,0.000000,22633.333333,8576.770265,5.000000,1.542065
0.800000,0.900000,0.600000,0.100000,amount,5,0.025861,25861.111111,2000,0.792000,1.000000,0.938462,3.636398,1.225854,0.862037,0.364426,3.454518,0.680204,0.847698,0.004581,25861.111111,10932.794361,40.000000,1.542055
0.850000,0.990000,0.100000,1.000000,success_rate,10,0.022633,22633.333333,2000,0.832500,1.000000,0.984615,4.084715,1.252962,0.754444,0.179049,3.695520,0.710979,0.933510,0.000000,22633.333333,5371.459437,3.000000,1.542029
0.850000,0.990000,0.100000,1.000000,amount,10,0.022633,22633.333333,2000,0.832500,1.000000,0.984615,4.084715,1.252962,0.754444,0.179049,3.695520,0.710979,0.933510,0.000000,22633.333333,5371.459437,3.000000,1.542029
0.850000,0.990000,0.300000,0.250000,success_rate,10,0.022633,22633.333333,2000,1.000000,1.000000,1.000000,3.861671,1.170378,0.754444,0.272783,3.617394,0.654015,0.986941,0.000000,22633.333333,8183.486210,6.000000,1.542025
0.750000,0.990000,0.700000,0.500000,amount,10,0.030185,30185.185185,2000,0.999500,1.000000,1.000000,3.934331,1.207571,0.852862,0.282136,3.551942,0.742554,0.941735,0.036838,25585.866580,8464.083515,9.000000,1.541965
0.850000,0.990000,0.300000,0.750000,success_rate,10,0.022633,22633.333333,2000,1.000000,1.000000,1.000000,3.974687,1.240627,0.754444,0.313266,3.642857,0.719301,0.929913,0.089709,22633.333333,9397.974585,4.000000,1.541843
0.800000,0.950000,0.400000,0.100000,success_rate,1,0.025861,25861.111111,2000,0.989000,1.000000,1.000000,3.963490,1.180174,0.862037,0.146402,3.713003,0.676098,0.948126,0.120902,25861.111111,4392.068187,24.000000,1.541830
0.750000,0.950000,0.700000,0.050000,success_rate,5,0.030185,30185.185185,2000,0.865500,1.000000,1.000000,3.719579,1.106366,0.977546,0.160708,3.525562,0.603213,0.969207,0.002092,29326.367594,4821.246448,32.000000,1.541814
0.600000,0.990000,0.500000,0.750000,success_rate,5,0.040862,40862.068966,2000,0.757000,1.000000,1.000000,3.826039,1.229268,1.006498,0.260228,3.455401,0.748481,0.942948,0.057611,30194.950000,7806.833334,7.000000,1.541780
0.800000,0.900000,0.600000,0.500000,success_rate,5,0.025861,25861.111111,2000,0.779500,1.000000,1.000000,4.005803,1.324752,0.862037,0.282356,3.551185,0.813083,0.810513,0.048597,25861.111111,8470.684208,18.000000,1.541734
0.850000,0.990000,0.300000,0.500000,success_rate,10,0.022633,22633.333333,2000,1.000000,1.000000,1.000000,3.890862,1.212202,0.754444,0.284071,3.635104,0.685061,0.937909,0.042150,22633.333333,8522.117616,4.000000,1.541730
0.800000,0.900000,0.600000,0.500000,amount,5,0.025861,25861.111111,2000,0.794000,1.000000,1.000000,4.001432,1.330086,0.862037,0.275627,3.556481,0.806449,0.805092,0.049222,25861.111111,8268.820695,19.000000,1.541516
0.850000,0.990000,0.400000,0.750000,amount,10,0.022633,22633.333333,2000,1.000000,1.000000,1.000000,4.054314,1.231187,0.754444,0.298991,3.643222,0.714431,0.948012,0.074920,22633.333333,8969.738194,4.000000,1.541342
0.800000,0.900000,0.500000,0.050000,success_rate,5,0.025861,25861.111111,2000,0.861000,1.000000,1.000000,3.772799,1.132603,0.862037,0.193646,3.591497,0.631677,0.930051,0.001010,25861.111111,5809.366394,40.000000,1.541168
0.850000,0.990000,0.500000,0.750000,success_rate,10,0.022633,22633.333333,2000,1.000000,1.000000,1.000000,4.016110,1.255775,0.754444,0.270917,3.677796,0.740577,0.944089,0.092582,22633.333333,8127.521869,5.000000,1.541163
0.850000,0.900000,0.500000,0.250000,amount,1,0.022633,22633.333333,2000,0.904000,1.000000,1.000000,4.007458,1.265579,0.754444,0.283678,3.635863,0.757187,0.857243,0.046953,22633.333333,8510.329073,33.000000,1.540899
0.700000,0.950000,0.500000,0.250000,amount,5,0.034300,34300.000000,2000,0.793000,1.000000,0.984615,3.699390,1.172703,1.057750,0.234742,3.400528,0.707319,0.869579,0.013011,31732.505611,7042.252946,15.000000,1.540679
0.700000,0.950000,0.600000,0.500000,amount,5,0.034300,34300.000000,2000,0.781000,1.000000,1.000000,3.927762,1.287972,0.935745,0.266967,3.486037,0.786636,0.857890,0.031483,28072.353453,8009.008868,12.000000,1.540192
0.700000,0.990000,0.200000,0.250000,amount,1,0.034300,34300.000000,2000,0.861500,1.000000,0.969231,3.621659,1.069551,1.143333,0.152733,3.414478,0.609669,1.106259,0.041264,34300.000000,4581.976624,11.000000,1.540107
0.850000,0.990000,0.700000,0.100000,success_rate,10,0.022633,22633.333333,2000,1.000000,1.000000,1.000000,3.916981,1.156986,0.754444,0.332340,3.563810,0.683504,1.033589,0.003841,22633.333333,9970.212550,10.000000,1.540071
0.750000,0.950000,0.500000,0.500000,amount,1,0.030185,30185.185185,2000,0.959000,1.000000,1.000000,3.900980,1.257092,1.006173,0.246713,3.484307,0.764693,0.850903,0.092285,30185.185185,7401.375299,13.000000,1.540056
0.700000,0.990000,0.100000,0.250000,success_rate,5,0.034300,34300.000000,2000,0.758000,1.000000,0.969231,3.560924,1.061702,1.143333,0.149463,3.389081,0.595137,0.994798,0.000000,34300.000000,4483.880950,4.000000,1.539923
0.800000,0.990000,0.600000,0.500000,amount,10,0.025861,25861.111111,2000,1.000000,1.000000,1.000000,3.888942,1.209102,0.862037,0.283874,3.536897,0.726624,0.962835,0.038929,25861.111111,8516.230505,6.000000,1.539761
0.850000,0.900000,0.400000,0.250000,amount,5,0.022633,22633.333333,2000,0.820500,1.000000,0.984615,3.928016,1.239060,0.754444,0.286722,3.601226,0.728841,0.838024,0.005728,22633.333333,8601.653565,29.000000,1.539514
0.800000,0.950000,0.500000,0.500000,success_rate,1,0.025861,25861.111111,2000,0.997000,1.000000,1.000000,4.029183,1.286144,0.862037,0.240552,3.635527,0.777238,0.859608,0.134887,25861.111111,7216.565446,13.000000,1.539328
0.900000,0.950000,0.600000,0.100000,success_rate,10,0.019375,19375.000000,2000,1.000000,1.000000,1.000000,3.987061,1.199444,0.645833,0.327500,3.660383,0.718249,0.921414,0.011935,19375.000000,9824.995384,33.000000,1.539061
0.750000,0.950000,0.700000,0.250000,success_rate,1,0.030185,30185.185185,2000,0.997000,1.000000,1.000000,3.997264,1.279763,0.879451,0.234252,3.619773,0.776563,0.904880,0.128055,26383.543502,7027.549158,21.000000,1.538747
0.800000,0.950000,0.100000,0.500000,amount,5,0.025861,25861.111111,2000,0.661000,1.000000,0.953846,3.751644,1.169224,0.862037,0.222305,3.558668,0.649149,0.838038,0.000000,25861.111111,6669.150629,9.000000,1.538686
0.900000,0.950000,0.200000,0.750000,success_rate,1,0.019375,19375.000000,2000,0.962000,1.000000,1.000000,4.215602,1.309743,0.645833,0.232549,3.831111,0.767032,0.909750,0.151404,19375.000000,6976.468253,14.000000,1.538648
0.750000,0.950000,0.700000,0.750000,amount,1,0.030185,30185.185185,2000,0.992500,1.000000,1.000000,4.099942,1.341869,0.796293,0.248365,3.675372,0.828320,0.871052,0.126399,23888.799575,7450.941868,16.000000,1.538496
0.800000,0.990000,0.600000,1.000000,amount,10,0.025861,25861.111111,2000,1.000000,1.000000,1.000000,3.986445,1.261151,0.862037,0.276602,3.602010,0.776410,0.929420,0.134182,25861.111111,8298.054351,5.000000,1.538426
0.800000,0.990000,0.600000,1.000000,success_rate,10,0.025861,25861.111111,2000,1.000000,1.000000,1.000000,3.986445,1.261151,0.862037,0.276602,3.602010,0.776410,0.929420,0.134182,25861.111111,8298.054351,5.000000,1.538426
0.900000,0.950000,0.700000,0.050000,success_rate,10,0.019375,19375.000000,2000,1.000000,1.000000,1.000000,3.898175,1.155593,0.645833,0.348423,3.634444,0.683668,0.968112,0.003559,19375.000000,10452.696401,42.000000,1.538186
0.850000,0.900000,0.700000,1.000000,success_rate,1,0.022633,22633.333333,2000,0.998000,1.000000,1.000000,4.173476,1.383775,0.718720,0.245172,3.777007,0.862347,0.861532,0.179526,21561.588247,7355.170262,25.000000,1.538170
0.850000,0.900000,0.700000,1.000000,amount,1,0.022633,22633.333333,2000,0.998000,1.000000,1.000000,4.173476,1.383775,0.718720,0.245172,3.777007,0.862347,0.861532,0.179526,21561.588247,7355.170262,25.000000,1.538170
0.750000,0.950000,0.400000,0.750000,success_rate,5,0.030185,30185.185185,2000,0.692500,1.000000,0.984615,3.799055,1.267468,1.006173,0.265739,3.439934,0.770712,0.809407,0.061145,30185.185185,7972.163692,7.000000,1.537729
0.600000,0.990000,0.200000,1.000000,amount,5,0.040862,40862.068966,2000,0.576000,1.000000,0.969231,3.466765,1.180276,1.362069,0.205802,3.212919,0.715498,0.883207,0.091017,40862.068966,6174.054503,3.000000,1.537640
0.600000,0.990000,0.200000,1.000000,success_rate,5,0.040862,40862.068966,2000,0.576000,1.000000,0.969231,3.466765,1.180276,1.362069,0.205802,3.212919,0.715498,0.883207,0.091017,40862.068966,6174.054503,3.000000,1.537640
0.750000,0.950000,0.400000,0.750000,amount,5,0.030185,30185.185185,2000,0.718500,1.000000,0.984615,3.816806,1.262188,1.006173,0.264393,3.438534,0.771715,0.810006,0.057894,30185.185185,7931.782778,7.000000,1.537623
0.850000,0.900000,0.400000,0.250000,success_rate,5,0.022633,22633.333333,2000,0.793500,1.000000,0.984615,3.977218,1.257552,0.754444,0.283245,3.601667,0.744014,0.824700,0.013885,22633.333333,8497.357706,25.000000,1.537146
0.850000,0.990000,0.500000,0.250000,amount,10,0.022633,22633.333333,2000,0.986000,1.000000,1.000000,3.828462,1.146231,0.754444,0.318865,3.562533,0.669617,1.027781,0.000000,22633.333333,9565.950541,9.000000,1.537087
0.600000,0.990000,0.400000,0.500000,success_rate,5,0.040862,40862.068966,2000,0.754500,1.000000,0.984615,3.632241,1.165245,1.115344,0.231463,3.354447,0.716811,0.940981,0.030458,33460.332491,6943.904745,5.000000,1.536944
0.750000,0.950000,0.400000,0.250000,amount,1,0.030185,30185.185185,2000,0.860500,1.000000,0.984615,3.773534,1.171736,1.006173,0.227823,3.460594,0.688635,0.875522,0.048801,30185.185185,6834.700294,18.000000,1.536917
0.800000,0.900000,0.600000,0.750000,success_rate,5,0.025861,25861.111111,2000,0.752000,1.000000,1.000000,4.005035,1.343393,0.862037,0.272865,3.559238,0.828635,0.801138,0.073670,25861.111111,8185.936095,16.000000,1.536763
0.750000,0.950000,0.600000,0.050000,success_rate,5,0.030185,30185.185185,2000,0.862000,1.000000,1.000000,3.662795,1.101027,1.006173,0.154171,3.489591,0.602079,0.963467,0.001847,30185.185185,4625.137582,29.000000,1.536594
0.700000,0.950000,0.600000,0.250000,amount,1,0.034300,34300.000000,2000,0.869500,1.000000,1.000000,3.742794,1.198455,0.999629,0.235611,3.457675,0.722127,0.881351,0.048085,29988.882968,7068.332387,20.000000,1.536496
0.900000,0.950000,0.100000,0.500000,amount,10,0.019375,19375.000000,2000,0.787000,1.000000,0.953846,3.965432,1.203586,0.645833,0.336689,3.635692,0.683413,0.824004,0.000000,19375.000000,10100.684985,13.000000,1.536338
0.850000,0.990000,0.200000,0.500000,success_rate,10,0.022633,22633.333333,2000,1.000000,1.000000,1.000000,3.872264,1.194100,0.754444,0.251461,3.615994,0.671521,0.931675,0.000000,22633.333333,7543.818515,4.000000,1.536274
0.900000,0.990000,0.500000,1.000000,success_rate,10,0.019375,19375.000000,2000,1.000000,1.000000,1.000000,4.218908,1.289701,0.645833,0.246783,3.792198,0.782422,0.973581,0.124101,19375.000000,7403.501448,4.000000,1.535993
0.900000,0.990000,0.500000,1.000000,amount,10,0.019375,19375.000000,2000,1.000000,1.000000,1.000000,4.218908,1.289701,0.645833,0.246783,3.792198,0.782422,0.973581,0.124101,19375.000000,7403.501448,4.000000,1.535993
0.850000,0.990000,0.200000,0.500000,amount,10,0.022633,22633.333333,2000,0.999500,1.000000,1.000000,3.881108,1.162871,0.754444,0.245740,3.619216,0.650726,0.967000,0.000000,22633.333333,7372.201433,5.000000,1.535811
0.850000,0.950000,0.400000,0.750000,success_rate,1,0.022633,22633.333333,2000,0.989000,1.000000,1.000000,4.111440,1.306859,0.754444,0.231884,3.732274,0.801580,0.871442,0.152275,22633.333333,6956.525529,12.000000,1.535809
0.750000,0.950000,0.300000,0.250000,amount,5,0.030185,30185.185185,2000,0.772000,1.000000,0.969231,3.699616,1.135339,1.006173,0.208076,3.440643,0.656719,0.864666,0.000000,30185.185185,6242.274188,15.000000,1.535755
0.600000,0.990000,0.500000,0.500000,amount,5,0.040862,40862.068966,2000,0.859000,1.000000,1.000000,3.709615,1.177313,1.065869,0.241357,3.374381,0.714172,0.965231,0.016924,31976.061630,7240.697359,7.000000,1.535736
0.800000,0.950000,0.100000,0.750000,success_rate,5,0.025861,25861.111111,2000,0.610500,1.000000,0.953846,3.845594,1.222540,0.862037,0.274534,3.504577,0.718067,0.807961,0.000000,25861.111111,8236.016595,6.000000,1.535516
0.700000,0.950000,0.600000,0.500000,success_rate,5,0.034300,34300.000000,2000,0.750000,1.000000,1.000000,3.911091,1.284921,0.930317,0.268201,3.476404,0.787981,0.845129,0.038421,27909.514532,8046.035018,11.000000,1.534867
0.800000,0.900000,0.500000,0.100000,success_rate,5,0.025861,25861.111111,2000,0.844000,1.000000,1.000000,3.787754,1.193056,0.862037,0.244311,3.531445,0.698223,0.856805,0.006603,25861.111111,7329.332755,32.000000,1.534700
0.800000,0.990000,0.600000,0.500000,success_rate,10,0.025861,25861.111111,2000,1.000000,1.000000,1.000000,3.974380,1.227032,0.862037,0.296696,3.520941,0.732633,0.937886,0.056419,25861.111111,8900.883280,6.000000,1.534682
0.800000,0.900000,0.600000,0.750000,amount,5,0.025861,25861.111111,2000,0.764000,1.000000,1.000000,4.007563,1.346521,0.862037,0.270442,3.554874,0.828386,0.805173,0.074511,25861.111111,8113.259162,16.000000,1.534680
0.750000,0.990000,0.100000,0.750000,amount,1,0.030185,30185.185185,2000,0.890500,1.000000,0.969231,3.774895,1.119278,1.006173,0.181208,3.545788,0.644282,0.955917,0.130586,30185.185185,5436.248029,6.000000,1.534464
0.750000,0.990000,0.700000,0.250000,success_rate,10,0.030185,30185.185185,2000,1.000000,1.000000,1.000000,3.829178,1.170580,0.901654,0.274642,3.485373,0.704580,0.942532,0.026362,27049.624102,8239.253032,11.000000,1.534413
0.850000,0.950000,0.100000,0.250000,success_rate,1,0.022633,22633.333333,2000,0.889000,1.000000,0.953846,4.022257,1.192097,0.754444,0.154849,3.775314,0.657061,0.899715,0.128616,22633.333333,4645.472417,16.000000,1.534194
0.700000,0.990000,0.300000,0.750000,success_rate,1,0.034300,34300.000000,2000,0.986000,1.000000,1.000000,3.713118,1.175701,1.143333,0.200389,3.435180,0.718506,0.942504,0.161580,34300.000000,6011.673389,7.000000,1.534169
0.900000,0.990000,0.500000,0.050000,success_rate,10,0.019375,19375.000000,2000,1.000000,1.000000,1.000000,3.832983,1.113312,0.645833,0.401650,3.574130,0.642472,1.079474,0.000000,19375.000000,12049.502775,17.000000,1.534110
0.900000,0.950000,0.500000,0.100000,success_rate,10,0.019375,19375.000000,2000,1.000000,1.000000,1.000000,3.940787,1.192828,0.645833,0.322731,3.647101,0.703013,0.915429,0.011172,19375.000000,9681.939660,32.000000,1.534037
0.850000,0.900000,0.500000,0.100000,success_rate,1,0.022633,22633.333333,2000,0.996500,1.000000,1.000000,4.072184,1.210552,0.754444,0.206405,3.723199,0.720934,0.933301,0.116016,22633.333333,6192.156774,40.000000,1.533969
0.800000,0.990000,0.500000,0.250000,success_rate,10,0.025861,25861.111111,2000,1.000000,1.000000,1.000000,3.792683,1.160600,0.862037,0.276062,3.512427,0.682597,0.963677,0.024552,25861.111111,8281.855915,6.000000,1.533342
0.900000,0.950000,0.100000,0.750000,success_rate,1,0.019375,19375.000000,2000,0.923000,1.000000,1.000000,4.166338,1.279910,0.645833,0.210016,3.831111,0.743261,0.892583,0.151820,19375.000000,6300.492487,14.000000,1.532932
0.750000,0.950000,0.600000,1.000000,amount,5,0.030185,30185.185185,2000,0.746500,1.000000,1.000000,4.096769,1.365747,0.776848,0.274247,3.627038,0.841467,0.851320,0.090399,23305.427046,8227.414265,9.000000,1.532805
0.750000,0.950000,0.600000,1.000000,success_rate,5,0.030185,30185.185185,2000,0.746500,1.000000,1.000000,4.096769,1.365747,0.776848,0.274247,3.627038,0.841467,0.851320,0.090399,23305.427046,8227.414265,9.000000,1.532805
0.900000,0.950000,0.600000,0.050000,success_rate,10,0.019375,19375.000000,2000,1.000000,1.000000,1.000000,3.863441,1.150527,0.645833,0.333395,3.627547,0.674201,0.959429,0.001542,19375.000000,10001.859849,41.000000,1.532763
0.900000,0.990000,0.400000,0.050000,success_rate,10,0.019375,19375.000000,2000,1.000000,1.000000,1.000000,3.829806,1.107397,0.645833,0.395008,3.574130,0.638078,1.074682,0.000000,19375.000000,11850.243226,16.000000,1.532449
0.900000,0.950000,0.300000,1.000000,success_rate,1,0.019375,19375.000000,2000,0.989000,1.000000,1.000000,4.307378,1.342190,0.645833,0.191970,3.856910,0.821739,0.911809,0.170757,19375.000000,5759.088836,13.000000,1.532372
0.900000,0.950000,0.300000,1.000000,amount,1,0.019375,19375.000000,2000,0.989000,1.000000,1.000000,4.307378,1.342190,0.645833,0.191970,3.856910,0.821739,0.911809,0.170757,19375.000000,5759.088836,13.000000,1.532372
0.700000,0.990000,0.200000,0.500000,amount,1,0.034300,34300.000000,2000,0.911500,1.000000,1.000000,3.691098,1.106116,1.143333,0.167512,3.406170,0.643368,0.997717,0.088901,34300.000000,5025.361251,8.000000,1.531782
