target,upper,lower,adj,mode,min_remain,init_wd,swr,success_rate,funded_ratio,eff_success,eff_funded,median_cew,p10_cew,p10_avg_wd,p50_avg_wd,p90_avg_wd,p90_max_drop,mean_years_below_floor,seed
0.95,0.99,0.5,0.2,amount,5,23692.307692307695,0.023692307692307697,0.9805,0.9982000000000001,0.9525,0.9843500000000001,40653.02359412695,25553.41868740827,33036.71945767101,101897.1643196168,370796.22747882124,0.14871999759028776,0.642,42
0.95,0.99,0.5,0.2,amount,10,23692.307692307695,0.023692307692307697,0.988,0.9984700000000001,0.9545,0.98423,40542.24395998551,25446.98148823353,30498.92031665544,89880.94024119427,307760.7240972973,0.14843286150324148,0.6755,42
0.95,0.99,0.5,0.2,success_rate,1,23692.307692307695,0.023692307692307697,0.995,0.99975,0.948,0.97514,42309.73612422186,26293.141944971976,37537.54924261293,123811.01042887892,467346.0014295695,0.2813419046111469,0.6005,42
0.95,0.99,0.5,0.2,success_rate,3,23692.307692307695,0.023692307692307697,0.9975,0.9997999999999999,0.949,0.9751599999999999,42282.21763616848,26362.85570792555,35839.09247165996,114196.77949339827,416895.8395101051,0.4427981155923463,0.614,42
0.95,0.99,0.5,0.2,success_rate,5,23692.307692307695,0.023692307692307697,0.9975,0.9997999999999999,0.9455,0.97502,42224.934287031574,26231.11625081407,34358.819544636724,105654.23298707977,386770.02417032793,0.4033418202673203,0.629,42
0.95,0.99,0.5,0.2,success_rate,10,23692.307692307695,0.023692307692307697,1.0,1.0,0.9435,0.9746800000000001,41972.66666766649,25856.0193385351,31277.76457506705,92177.13797398283,316230.3014896111,0.36249341906369315,0.685,42
0.95,0.99,0.5,0.25,amount,1,23692.307692307695,0.023692307692307697,0.983,0.9986100000000001,0.955,0.98397,41226.939941938515,25653.431025333914,36337.99938844367,117071.03332866996,436798.0194931663,0.17357407730368368,0.617,42
0.95,0.99,0.5,0.25,amount,3,23692.307692307695,0.023692307692307697,0.9835,0.9986200000000001,0.955,0.98397,41195.20402135591,25634.377580621585,34955.45070320342,110720.93717686679,402927.8626375995,0.18336108606426482,0.6255,42
0.95,0.99,0.5,0.25,amount,5,23692.307692307695,0.023692307692307697,0.9865,0.9986900000000001,0.956,0.98398,41140.86203928276,25685.636407720427,33803.706735201005,103772.44527584716,376163.32304456574,0.1852153184388478,0.6335,42
0.95,0.99,0.5,0.25,amount,10,23692.307692307695,0.023692307692307697,0.9925,0.9989300000000001,0.9555,0.98376,40996.705322117,25522.315157983572,31112.53558194421,90893.5686985217,313415.9365666002,0.18476668649945643,0.6695,42
0.95,0.99,0.5,0.25,success_rate,1,23692.307692307695,0.023692307692307697,0.9955,0.99982,0.948,0.97494,42656.310519376915,26350.153090119526,37747.9161473144,122749.38395926476,466896.0316305554,0.29600864168760455,0.56,42
0.95,0.99,0.5,0.25,success_rate,3,23692.307692307695,0.023692307692307697,0.998,0.99987,0.9485,0.9749500000000001,42661.171357936655,26359.8079726003,36014.248364638675,114100.22205092033,415411.3960351038,0.4502977108490263,0.5715,42
0.95,0.99,0.5,0.25,success_rate,5,23692.307692307695,0.023692307692307697,0.998,0.99987,0.947,0.97488,42583.6368722153,26261.442606423978,34489.9688050683,105777.77671025398,389540.37794594537,0.4149512460031242,0.583,42
0.95,0.99,0.5,0.25,success_rate,10,23692.307692307695,0.023692307692307697,1.0,1.0,0.942,0.97447,42261.023220611474,25896.529533073706,31522.057274535662,92089.95793714368,315391.8155895768,0.3683015575640859,0.642,42
0.95,0.99,0.7,0.05,amount,1,23692.307692307695,0.023692307692307697,0.965,0.99211,0.9625,0.98992,36245.62205861707,24953.56969105854,29450.835534243608,84314.22527494252,294910.75824148406,0.033946066619679686,0.5155,42
0.95,0.99,0.7,0.05,amount,3,23692.307692307695,0.023692307692307697,0.965,0.99211,0.9625,0.98992,36220.28052324813,24924.534543738282,28969.88077077547,80272.67070605213,276103.5698256559,0.034289676937026836,0.5155,42
0.95,0.99,0.7,0.05,amount,5,23692.307692307695,0.023692307692307697,0.9655,0.99212,0.963,0.9899300000000001,36187.000503692965,24872.291786652295,28280.58106666143,77321.91093566781,259474.8136633587,0.03475197134704343,0.515,42
0.95,0.99,0.7,0.05,amount,10,23692.307692307695,0.023692307692307697,0.9665,0.99218,0.963,0.9899300000000001,36077.570171553365,24634.97974126002,27066.868348083925,69887.91877342085,225673.36735345397,0.035868269505433203,0.5185,42
0.95,0.99,0.7,0.05,success_rate,1,23692.307692307695,0.023692307692307697,0.996,0.99976,0.96,0.98514,39775.431008286905,25990.976516700444,37204.044781547214,126308.48504873342,492436.343013763,0.1956145684109158,0.606,42
0.95,0.99,0.7,0.05,success_rate,3,23692.307692307695,0.023692307692307697,0.997,0.99978,0.959,0.98512,39704.13072315157,25950.597279575824,34468.86908368227,111533.28122949277,422115.2324002389,0.2544486194431588,0.616,42
0.95,0.99,0.7,0.05,success_rate,5,23692.307692307695,0.023692307692307697,0.998,0.99981,0.9585,0.9850300000000001,39708.37312146631,25881.77242093983,32973.788690552814,103755.62581261346,389237.83109333884,0.2700547064885969,0.6225,42
0.95,0.99,0.7,0.05,success_rate,10,23692.307692307695,0.023692307692307697,0.9985,0.99985,0.956,0.98476,39580.37629215255,25522.009863848616,30064.00797797067,90832.15706083983,318797.29851505987,0.2425775002384458,0.657,42
0.95,0.99,0.7,0.1,amount,1,23692.307692307695,0.023692307692307697,0.976,0.9967600000000001,0.96,0.9878899999999999,38798.43938373007,24963.298543025463,32765.43520436274,102448.74128939683,375858.59543433826,0.06783833288361643,0.5625,42
0.95,0.99,0.7,0.1,amount,3,23692.307692307695,0.023692307692307697,0.976,0.9967600000000001,0.96,0.9878899999999999,38769.54896345467,24945.703759778487,31847.280674172336,97867.42216160463,353789.7939547398,0.06930182262429488,0.5645,42
0.95,0.99,0.7,0.1,amount,5,23692.307692307695,0.023692307692307697,0.976,0.9967600000000001,0.9595,0.98788,38727.40813102506,24899.8431453289,30915.872422513083,93386.30735334911,331860.3140884941,0.07127754473023634,0.568,42
0.95,0.99,0.7,0.1,amount,10,23692.307692307695,0.023692307692307697,0.9795,0.9969,0.96,0.9877999999999999,38612.652726711836,24725.147406144748,28999.897668820442,82806.8561788864,279553.1818066959,0.07328193566588591,0.5925,42
0.95,0.99,0.7,0.1,success_rate,1,23692.307692307695,0.023692307692307697,0.9965,0.9999100000000001,0.9605,0.9840999999999999,41141.38530483865,25986.81160646962,37613.2424198299,124665.45621767249,475940.3048741353,0.22354724247504354,0.5395,42
0.95,0.99,0.7,0.1,success_rate,3,23692.307692307695,0.023692307692307697,0.9985,0.99995,0.961,0.9841099999999999,41123.461659001885,26020.426374967905,35633.1285300281,114249.52667817008,422356.2403572096,0.3493858572132954,0.5465,42
0.95,0.99,0.7,0.1,success_rate,5,23692.307692307695,0.023692307692307697,0.999,0.9999600000000001,0.9585,0.98397,41080.41180651466,25945.906516383173,33849.8845927026,105817.78881781196,388572.3755210373,0.32540891488393026,0.5605,42
0.95,0.99,0.7,0.1,success_rate,10,23692.307692307695,0.023692307692307697,0.999,0.9999600000000001,0.958,0.98372,40870.19957195314,25646.2493575287,31223.32242293396,91948.75928954681,320129.6040234764,0.2966145596843256,0.5975,42
0.95,0.99,0.7,0.15,amount,1,23692.307692307695,0.023692307692307697,0.98,0.998,0.955,0.9847899999999999,39964.06797309827,25044.424290725725,34995.73483901921,110733.20718381557,411648.63043408346,0.10057840301552659,0.5875,42
0.95,0.99,0.7,0.15,amount,3,23692.307692307695,0.023692307692307697,0.9805,0.99801,0.955,0.9847899999999999,39938.804863501915,25001.44079951262,33789.480131780794,105117.20428656027,382110.9518393425,0.10458595688982902,0.592,42
0.95,0.99,0.7,0.15,amount,5,23692.307692307695,0.023692307692307697,0.982,0.9980500000000001,0.956,0.98481,39896.75645304282,24965.407433213528,32815.03397564965,99105.89692854679,358570.5755119775,0.10845492997607067,0.597,42
0.95,0.99,0.7,0.15,amount,10,23692.307692307695,0.023692307692307697,0.988,0.99826,0.9575,0.9847400000000001,39758.08227162873,24846.63462605962,30335.503851248315,87883.49960563518,300031.69676178345,0.1088258947839979,0.622,42
0.95,0.99,0.7,0.15,success_rate,1,23692.307692307695,0.023692307692307697,0.9955,0.99982,0.9535,0.9776500000000001,41819.20298463274,25955.01597446311,38136.48133075608,123802.97560930406,466523.3014809595,0.24456211766520017,0.5565,42
0.95,0.99,0.7,0.15,success_rate,3,23692.307692307695,0.023692307692307697,0.9975,0.99986,0.9545,0.9776699999999999,41794.91074575124,26059.36950465888,36045.56745545079,114812.99810547655,419316.80636959866,0.39265079881679366,0.5655,42
0.95,0.99,0.7,0.15,success_rate,5,23692.307692307695,0.023692307692307697,0.998,0.99987,0.953,0.9775600000000001,41734.422359996155,25963.561775753245,34679.77055843053,105816.38179961931,386301.10412015923,0.35814785833765084,0.577,42
0.95,0.99,0.7,0.15,success_rate,10,23692.307692307695,0.023692307692307697,0.999,0.9999600000000001,0.95,0.97723,41531.14579687906,25597.650423821666,31590.481768623136,92671.26452380803,317176.78601030743,0.31457832176784767,0.625,42
0.95,0.99,0.7,0.2,amount,1,23692.307692307695,0.023692307692307697,0.9835,0.9986799999999999,0.9545,0.98281,40660.04616581532,25102.336505977408,35999.51591886708,114699.5622323522,431915.81199434673,0.1360076242586365,0.5945,42
0.95,0.99,0.7,0.2,amount,3,23692.307692307695,0.023692307692307697,0.984,0.9986900000000001,0.9545,0.98281,40667.205986543224,25129.245018908827,34757.736422795555,108963.5029264623,395739.48145832634,0.13998041428236271,0.6,42
0.95,0.99,0.7,0.2,amount,5,23692.307692307695,0.023692307692307697,0.9875,0.9987699999999999,0.956,0.9828000000000001,40694.66846060571,25153.390719885752,33645.14192971218,102518.90083545403,370048.09326681105,0.14247977511740917,0.6075,42
0.95,0.99,0.7,0.2,amount,10,23692.307692307695,0.023692307692307697,0.9925,0.99897,0.958,0.98268,40542.96652087735,25079.20165564527,30845.85055307973,90131.26367265175,307765.3534048619,0.14293293832249823,0.639,42
0.95,0.99,0.7,0.2,success_rate,1,23692.307692307695,0.023692307692307697,0.996,0.9998700000000001,0.951,0.97553,42309.73612422186,26043.148556923592,38366.374899582115,124214.32698771221,467346.0014295695,0.2809783728051865,0.559,42
0.95,0.99,0.7,0.2,success_rate,3,23692.307692307695,0.023692307692307697,0.9985,0.99992,0.9515,0.97554,42259.84360011833,26097.906078064356,36351.83615677971,114440.64554171664,416895.8395101051,0.4286599269229859,0.569,42
0.95,0.99,0.7,0.2,success_rate,5,23692.307692307695,0.023692307692307697,0.9985,0.99992,0.9495,0.97542,42208.87617765757,26007.94103325464,34930.93901314833,105861.95649136048,385449.7316735654,0.3862328075335448,0.581,42
0.95,0.99,0.7,0.2,success_rate,10,23692.307692307695,0.023692307692307697,1.0,1.0,0.947,0.97508,41933.34745824043,25592.93349310593,31619.839266990504,92064.14405284962,315626.22284482705,0.3322670519835347,0.634,42
0.95,0.99,0.7,0.25,amount,1,23692.307692307695,0.023692307692307697,0.9855,0.99883,0.953,0.98012,41144.30791630583,25194.208492391248,36857.94531386321,117960.781557704,440724.9621842508,0.16699478702395137,0.6015,42
0.95,0.99,0.7,0.25,amount,3,23692.307692307695,0.023692307692307697,0.9865,0.99885,0.953,0.98012,41137.52179231428,25187.011841981017,35499.698211618175,111288.8228688698,402927.8626375995,0.1715556564164358,0.6045,42
0.95,0.99,0.7,0.25,amount,5,23692.307692307695,0.023692307692307697,0.99,0.9989199999999999,0.9545,0.9801000000000001,41140.86203928276,25352.944248862488,34131.300900348084,103999.80461141697,375156.24239045655,0.17340845603015467,0.614,42
0.95,0.99,0.7,0.25,amount,10,23692.307692307695,0.023692307692307697,0.994,0.9991100000000002,0.9545,0.97985,40878.843733194575,25137.216622500517,31277.624383638977,90812.99245253194,310248.26237963286,0.17365843795138344,0.6565,42
0.95,0.99,0.7,0.25,success_rate,1,23692.307692307695,0.023692307692307697,0.9955,0.99982,0.946,0.9715199999999999,42632.00242437687,25950.8734946228,38383.09172489173,123970.81484254959,468555.68696907104,0.29125053139380735,0.5835,42
0.95,0.99,0.7,0.25,success_rate,3,23692.307692307695,0.023692307692307697,0.998,0.99987,0.947,0.97154,42612.018487481255,25981.68988811473,36473.313223196645,114345.25187749088,415411.3960351038,0.43080316251289796,0.592,42
0.95,0.99,0.7,0.25,success_rate,5,23692.307692307695,0.023692307692307697,0.998,0.99987,0.9455,0.97145,42508.83559035417,25937.9718807654,35078.8885659417,105626.7314033595,387174.5974750776,0.3971237090982599,0.601,42
0.95,0.99,0.7,0.25,success_rate,10,23692.307692307695,0.023692307692307697,1.0,1.0,0.94,0.97105,42183.969686088865,25603.586436377154,31971.634382756823,91994.07824215507,313926.76479453966,0.33909166650478767,0.655,42
0.95,0.99,0.8,0.05,amount,1,23692.307692307695,0.023692307692307697,0.9675,0.9926300000000001,0.964,0.99026,36202.57433017618,24656.769683975377,29547.128374253687,84321.53145075351,295765.6899561348,0.03321053087964793,0.497,42
0.95,0.99,0.8,0.05,amount,3,23692.307692307695,0.023692307692307697,0.9675,0.9926300000000001,0.964,0.99026,36181.763322629864,24624.829836239394,28897.995492748625,80310.93195880251,276103.5698256559,0.03352250581143761,0.498,42
0.95,0.99,0.8,0.05,amount,5,23692.307692307695,0.023692307692307697,0.9685,0.9926500000000001,0.9635,0.99024,36148.16938361332,24579.78803180423,28363.49978713119,77314.29809908962,259474.8136633587,0.0339621284287421,0.499,42
0.95,0.99,0.8,0.05,amount,10,23692.307692307695,0.023692307692307697,0.969,0.99272,0.9635,0.99023,36019.393664560885,24318.551414039397,27033.422194976716,69887.91877342085,226206.11248250736,0.03492144247129028,0.5005,42
0.95,0.99,0.8,0.05,success_rate,1,23692.307692307695,0.023692307692307697,0.9965,0.9998,0.961,0.98523,39721.61139094488,25787.178383390885,37413.146296734965,126678.84439320397,492436.343013763,0.17041492885009998,0.598,42
0.95,0.99,0.8,0.05,success_rate,3,23692.307692307695,0.023692307692307697,0.9975,0.99982,0.9595,0.9852000000000001,39667.5347936878,25732.108467104892,34493.411387439286,111555.05712244517,422115.2324002389,0.24814489262447884,0.607,42
0.95,0.99,0.8,0.05,success_rate,5,23692.307692307695,0.023692307692307697,0.9985,0.99985,0.9595,0.9851400000000001,39649.297990540465,25668.64067691451,33155.840823157916,103915.39248348224,389122.956392527,0.25900555478141835,0.614,42
0.95,0.99,0.8,0.05,success_rate,10,23692.307692307695,0.023692307692307697,0.9985,0.99985,0.958,0.98488,39539.77860331437,25333.819194257943,30306.09283325054,90718.26944750355,318797.29851505987,0.2332061371402816,0.6485,42
0.95,0.99,0.8,0.1,amount,1,23692.307692307695,0.023692307692307697,0.978,0.99714,0.959,0.9866099999999999,38710.5513275342,24562.219643847926,32863.27917360954,102955.49144595151,378292.24813495827,0.06542387931245879,0.561,42
0.95,0.99,0.8,0.1,amount,3,23692.307692307695,0.023692307692307697,0.978,0.99714,0.959,0.9866099999999999,38675.35416283736,24545.085519803426,31939.864234277786,97978.09224313605,355146.2425817567,0.06743496130262279,0.565,42
0.95,0.99,0.8,0.1,amount,5,23692.307692307695,0.023692307692307697,0.978,0.99714,0.959,0.98659,38628.36390634583,24478.973685304078,31252.91311308355,93439.23984378237,331860.3140884941,0.06959770228945225,0.5695,42
0.95,0.99,0.8,0.1,amount,10,23692.307692307695,0.023692307692307697,0.982,0.99727,0.9595,0.9865900000000001,38546.732444563466,24327.85164855439,29082.7613868473,82983.72535596527,279659.1902555881,0.0709757502577035,0.589,42
0.95,0.99,0.8,0.1,success_rate,1,23692.307692307695,0.023692307692307697,0.997,0.99992,0.9615,0.98352,41099.08499064497,25829.733313766883,37931.994087104365,124823.51415194033,475913.47917923,0.20557054128251556,0.5395,42
0.95,0.99,0.8,0.1,success_rate,3,23692.307692307695,0.023692307692307697,0.9985,0.99995,0.9615,0.98352,41078.104777197805,25844.820389122626,36115.187703001175,114565.18029996575,421652.54034086637,0.32779346932605347,0.5485,42
0.95,0.99,0.8,0.1,success_rate,5,23692.307692307695,0.023692307692307697,0.999,0.9999600000000001,0.9595,0.98343,41031.747779100624,25768.143708411422,33990.3534721473,105859.24820239295,388572.3755210373,0.3159003233192463,0.559,42
0.95,0.99,0.8,0.1,success_rate,10,23692.307692307695,0.023692307692307697,0.999,0.9999600000000001,0.958,0.9831899999999999,40827.31890180608,25342.10275296009,31457.468776038528,92086.11663339881,317701.0263281768,0.2876682154915468,0.5975,42
0.95,0.99,0.8,0.15,amount,1,23692.307692307695,0.023692307692307697,0.984,0.99828,0.9575,0.98381,39905.80612889386,24633.64418730039,35488.2983677726,111421.72124697188,411648.63043408346,0.09819117445601797,0.577,42
0.95,0.99,0.8,0.15,amount,3,23692.307692307695,0.023692307692307697,0.984,0.99828,0.9575,0.98381,39874.06525459554,24593.045265933597,34112.31729137573,106208.15299520375,382110.9518393425,0.10117257077354709,0.5805,42
0.95,0.99,0.8,0.15,amount,5,23692.307692307695,0.023692307692307697,0.985,0.9983099999999999,0.9575,0.98381,39822.11838732905,24583.23693001275,32923.105279729316,99664.60549498379,358570.5755119775,0.10554745860880531,0.5895,42
0.95,0.99,0.8,0.15,amount,10,23692.307692307695,0.023692307692307697,0.989,0.9984500000000001,0.958,0.9836800000000001,39638.3841846319,24406.024565522537,30523.543989648217,87858.57681397843,298971.66628121765,0.10584830897982576,0.619,42
0.95,0.99,0.8,0.15,success_rate,1,23692.307692307695,0.023692307692307697,0.997,0.99992,0.955,0.97761,41773.78831592367,25704.871279892643,38376.65523056951,124353.50526738557,468343.259991269,0.22344089356728425,0.541,42
0.95,0.99,0.8,0.15,success_rate,3,23692.307692307695,0.023692307692307697,0.9985,0.99995,0.9555,0.9776200000000002,41766.519172997214,25651.810685050757,36268.28238400844,115222.27783964807,419403.00600695575,0.3835852264982559,0.5495,42
0.95,0.99,0.8,0.15,success_rate,5,23692.307692307695,0.023692307692307697,0.999,0.9999600000000001,0.954,0.97751,41729.095631324104,25610.642440841293,34748.99634062266,106402.10355487994,387676.7442042593,0.3520880214926572,0.5615,42
0.95,0.99,0.8,0.15,success_rate,10,23692.307692307695,0.023692307692307697,0.9995,0.99997,0.9535,0.9772799999999999,41467.17642460344,25333.65993778249,31729.20285129254,92402.79916522495,317337.44913194014,0.30051050582452293,0.607,42
0.95,0.99,0.8,0.2,amount,1,23692.307692307695,0.023692307692307697,0.986,0.9988400000000001,0.9535,0.98029,40550.3579909913,24649.571157937513,36550.42835881467,115908.92000060172,431915.81199434673,0.12988162976139042,0.5835,42
0.95,0.99,0.8,0.2,amount,3,23692.307692307695,0.023692307692307697,0.9865,0.99885,0.954,0.9803,40534.51687793738,24600.39964786592,35427.82032986123,109533.26025302015,395739.48145832634,0.13362962446349252,0.5865,42
0.95,0.99,0.8,0.2,amount,5,23692.307692307695,0.023692307692307697,0.99,0.9989300000000001,0.9565,0.98035,40586.718827626435,24696.183721109737,33850.45904651081,103323.06548306497,367423.43490414065,0.13682263698315897,0.5885,42
0.95,0.99,0.8,0.2,amount,10,23692.307692307695,0.023692307692307697,0.9935,0.99905,0.9545,0.98002,40412.266644620904,24545.94699240372,31195.34032380612,89730.06779909314,307749.4760838501,0.13814097712485426,0.636,42
0.95,0.99,0.8,0.2,success_rate,1,23692.307692307695,0.023692307692307697,0.997,0.99992,0.952,0.9747100000000001,42223.554913294065,25610.583518415897,38597.24296079533,124942.48528653555,467346.0014295695,0.257131497464562,0.54,42
0.95,0.99,0.8,0.2,success_rate,3,23692.307692307695,0.023692307692307697,0.999,0.9999600000000001,0.9525,0.97472,42190.0580523169,25641.654482857033,36486.70412310934,115115.01692995269,415846.7489561494,0.41127951939619956,0.55,42
0.95,0.99,0.8,0.2,success_rate,5,23692.307692307695,0.023692307692307697,0.999,0.9999600000000001,0.9505,0.97461,42131.04587545294,25574.98994007702,35387.775077407954,106427.67920893745,385061.8277870281,0.3732038177413585,0.559,42
0.95,0.99,0.8,0.2,success_rate,10,23692.307692307695,0.023692307692307697,1.0,1.0,0.949,0.97432,41844.80893568402,25220.50161675136,32053.977530481825,91596.60028704678,314950.37229288067,0.3103437980142814,0.612,42
0.95,0.99,0.8,0.25,amount,1,23692.307692307695,0.023692307692307697,0.988,0.9989300000000001,0.9525,0.97837,40956.50203838425,24552.44651033626,37364.446166400776,118308.31045544459,441536.20840614906,0.16037739111778093,0.5865,42
0.95,0.99,0.8,0.25,amount,3,23692.307692307695,0.023692307692307697,0.9885,0.99894,0.952,0.97836,40932.04927107846,24501.557486688354,36133.281486736625,112015.72386327895,404443.9168671964,0.16648146921664925,0.591,42
0.95,0.99,0.8,0.25,amount,5,23692.307692307695,0.023692307692307697,0.992,0.99901,0.9545,0.9784,40968.528454386236,24640.781778761397,34621.16590603666,104897.76241983284,375082.6204799838,0.16811856561417698,0.595,42
0.95,0.99,0.8,0.25,amount,10,23692.307692307695,0.023692307692307697,0.995,0.9991400000000001,0.9525,0.9780599999999999,40748.16743725876,24438.299250033517,31567.84546350351,90316.34350398296,311466.8037305064,0.16891747236468782,0.637,42
0.95,0.99,0.8,0.25,success_rate,1,23692.307692307695,0.023692307692307697,0.9975,0.9999300000000001,0.945,0.96969,42462.37880498382,25565.28364775303,38683.295363411286,124568.77832526561,468650.00497752486,0.2720341284329013,0.564,42
0.95,0.99,0.8,0.25,success_rate,3,23692.307692307695,0.023692307692307697,0.999,0.9999600000000001,0.945,0.96969,42447.727499103654,25564.523718825265,36729.17420998719,115453.76314108136,416343.562793646,0.4203948850153227,0.574,42
0.95,0.99,0.8,0.25,success_rate,5,23692.307692307695,0.023692307692307697,0.999,0.9999600000000001,0.943,0.9696100000000001,42354.04474479427,25482.053911779818,35482.56007240257,106393.86148149666,385703.24358714913,0.3812568098245395,0.584,42
0.95,0.99,0.8,0.25,success_rate,10,23692.307692307695,0.023692307692307697,1.0,1.0,0.942,0.96938,42007.7227503786,25188.935579334313,32160.37709684783,91639.23041419126,313857.33910613786,0.31459554562001085,0.6385,42
0.75,0.9,0.1,0.05,amount,1,40450.0,0.04045,0.705,0.9102,0.705,0.90934,51913.99861517941,3.4810105848348717e-10,21703.884927090017,74606.42096562724,271924.53779475705,1.0,4.551,43
0.75,0.9,0.1,0.05,amount,3,40450.0,0.04045,0.705,0.9102,0.705,0.90934,51868.51217672059,3.4810105848348717e-10,21703.884927090017,73494.60641994601,261665.6870779805,1.0,4.551,43
0.75,0.9,0.1,0.05,amount,5,40450.0,0.04045,0.7065,0.91023,0.7065,0.90937,51771.81569484106,3.4810105848348717e-10,21703.884927090017,71854.5439214874,250351.67263368753,1.0,4.5495,43
0.75,0.9,0.1,0.05,amount,10,40450.0,0.04045,0.715,0.9105,0.715,0.9096400000000001,51692.46795891169,3.4810105848348717e-10,21703.884927090017,68340.72315921186,227540.219350409,1.0,4.537,43
0.75,0.9,0.1,0.05,success_rate,1,40450.0,0.04045,0.985,0.99907,0.7445,0.8993099999999999,54526.70699882104,16990.75128881795,26093.80716011099,87348.60265070494,344738.74503437575,0.5384733079140336,4.49,43
0.75,0.9,0.1,0.05,success_rate,3,40450.0,0.04045,0.994,0.99925,0.7365,0.8991500000000001,54164.56515498111,16955.58320356224,25837.501422092064,83743.23244439336,325110.7314757523,0.6244868041963378,4.5625,43
0.75,0.9,0.1,0.05,success_rate,5,40450.0,0.04045,0.995,0.99928,0.7315,0.89874,54150.806672296625,17272.205101708347,25615.726361753084,80241.57671507096,305538.8408655438,0.5758510041176425,4.607,43
0.75,0.9,0.1,0.05,success_rate,10,40450.0,0.04045,0.9955,0.99932,0.732,0.89754,53914.0544325896,17150.14878437086,25192.295397102534,74810.97132931778,264104.9042398396,0.5136580034513122,4.714,43
0.75,0.9,0.1,0.1,amount,1,40450.0,0.04045,0.662,0.92983,0.653,0.90628,50980.11557112957,5.294837168067664e-10,22811.916084100787,78944.54037438813,300429.52399831236,1.0,4.8065,43
0.75,0.9,0.1,0.1,amount,3,40450.0,0.04045,0.663,0.9298500000000001,0.6535,0.9062899999999999,50995.54892104596,5.294837168067664e-10,22811.916084100787,77398.92724166259,290673.89165936,1.0,4.808,43
0.75,0.9,0.1,0.1,amount,5,40450.0,0.04045,0.666,0.92994,0.6555,0.90632,51055.74223010966,5.294837168067664e-10,22811.916084100787,75866.35762526497,276917.62972351216,1.0,4.81,43
0.75,0.9,0.1,0.1,amount,10,40450.0,0.04045,0.693,0.93104,0.6775,0.9069200000000001,51516.77021334276,5.294837168067664e-10,22811.823636965746,72330.10576393752,254266.91600017104,1.0,4.789,43
0.75,0.9,0.1,0.1,success_rate,1,40450.0,0.04045,0.986,0.9991200000000001,0.739,0.89297,55300.78827821894,19166.794847205387,26884.730146036844,85052.53704613783,323015.3779580127,0.5419578795680975,4.4115,43
0.75,0.9,0.1,0.1,success_rate,3,40450.0,0.04045,0.9935,0.99927,0.7275,0.89274,55010.43133705469,18993.848182844857,26497.500965844654,81642.93405056356,306040.00850753277,0.6350509584562665,4.499,43
0.75,0.9,0.1,0.1,success_rate,5,40450.0,0.04045,0.9945,0.9993,0.716,0.89218,54969.84737887606,18775.276724471914,26378.329012320508,79078.52342224414,290515.59169401514,0.5765489722124332,4.5625,43
0.75,0.9,0.1,0.1,success_rate,10,40450.0,0.04045,0.9955,0.9993799999999999,0.711,0.8902100000000001,54457.449731232715,18743.479879889914,25874.47669943682,74682.81548138877,255262.46956715806,0.5184081005850009,4.7235,43
0.75,0.9,0.1,0.15,amount,1,40450.0,0.04045,0.684,0.9540299999999999,0.6485,0.90411,50302.11423309846,9.854329074222013e-10,23978.27227741555,79439.09176213064,298407.0992208604,1.0,4.8735,43
0.75,0.9,0.1,0.15,amount,3,40450.0,0.04045,0.6865,0.95408,0.65,0.9041399999999999,50378.4502196167,9.854329074222013e-10,23917.603836743074,77926.34669196507,289069.130976675,1.0,4.878,43
0.75,0.9,0.1,0.15,amount,5,40450.0,0.04045,0.6975,0.95435,0.6585,0.90432,50830.71823756754,9.854329074222013e-10,23917.603836743074,76777.11845915514,279230.7293086798,1.0,4.876,43
0.75,0.9,0.1,0.15,amount,10,40450.0,0.04045,0.7475,0.9563599999999999,0.68,0.90466,51804.289124068455,9.854329074222013e-10,23888.990966902267,73282.07105627502,256978.11995075652,1.0,4.8945,43
0.75,0.9,0.1,0.15,success_rate,1,40450.0,0.04045,0.989,0.99937,0.736,0.89098,55704.63578585896,20242.71010101601,27311.778632285008,83321.39807995291,312104.70184952166,0.5458497194825734,4.3155,43
0.75,0.9,0.1,0.15,success_rate,3,40450.0,0.04045,0.994,0.9994700000000001,0.724,0.89074,55323.19816358579,20158.636072707206,27038.453224843593,80695.96958931207,289925.56974778906,0.6428009309799422,4.41,43
0.75,0.9,0.1,0.15,success_rate,5,40450.0,0.04045,0.995,0.9995,0.7105,0.88998,55128.98089487213,20007.1099726992,26870.747578061408,78656.800545501,277973.7263708357,0.5784505792005238,4.485,43
0.75,0.9,0.1,0.15,success_rate,10,40450.0,0.04045,0.9955,0.99954,0.7065,0.88823,54616.79515693354,19643.280066410585,26231.72039104029,73942.53421542194,250746.13317410418,0.5356674740569171,4.664,43
0.75,0.9,0.1,0.2,amount,1,40450.0,0.04045,0.7335,0.97325,0.653,0.90131,50431.33259155665,2.0520971779382373e-09,25047.016382697217,80234.65125404854,296388.56778343517,1.0,4.8725,43
0.75,0.9,0.1,0.2,amount,3,40450.0,0.04045,0.737,0.97332,0.655,0.9013499999999999,50517.50337781766,2.0520971779382373e-09,25020.212894206637,78568.8737864847,285212.40956687846,1.0,4.883,43
0.75,0.9,0.1,0.2,amount,5,40450.0,0.04045,0.7545,0.97377,0.658,0.9014000000000001,50850.45679424655,2.0520971779382373e-09,24825.060009803896,76507.22987079283,274531.8193441734,1.0,4.908,43
