target,upper,lower,adj,mode,min_remain,init_wd,swr,success_rate,funded_ratio,eff_success,eff_funded,median_cew,p10_cew,p10_avg_wd,p50_avg_wd,p90_avg_wd,p90_max_drop,mean_years_below_floor,seed
0.75,0.9,0.2,0.05,amount,3,40450.0,0.04045,0.7275,0.91938,0.726,0.9168399999999999,51947.789794342454,3.703035588453468e-10,22161.974935533897,73605.4429867119,261665.6870779805,1.0,4.192,42
0.75,0.9,0.2,0.05,amount,5,40450.0,0.04045,0.7275,0.91938,0.726,0.9168299999999999,51869.8004943739,3.703035588453468e-10,22161.974935533897,72452.52012534472,250351.67263368753,1.0,4.1925,42
0.75,0.9,0.2,0.05,amount,10,40450.0,0.04045,0.733,0.91965,0.731,0.91702,51691.99047942486,3.703035588453468e-10,22161.974935533897,68378.91670033644,226669.14923128492,1.0,4.1855,42
0.75,0.9,0.2,0.05,success_rate,1,40450.0,0.04045,0.9855,0.9990800000000001,0.76,0.9036500000000001,54550.94769881727,18902.21382167872,26688.39429486918,87834.42178275404,346699.38748286007,0.5221847133350767,4.179,42
0.75,0.9,0.2,0.05,success_rate,3,40450.0,0.04045,0.994,0.99925,0.755,0.90355,54307.25125501079,18895.137146545585,26399.42192505667,84090.57961630312,326678.5491680968,0.6134693282837409,4.2425,42
0.75,0.9,0.2,0.05,success_rate,5,40450.0,0.04045,0.995,0.99928,0.749,0.90312,54285.83599062929,19013.172781349327,26146.25720118349,80360.97364253181,305538.8408655438,0.5577397058546674,4.296,42
0.75,0.9,0.2,0.05,success_rate,10,40450.0,0.04045,0.9955,0.99932,0.7455,0.90176,53902.55286302017,18959.089514840543,25745.747968361815,74954.6365733587,264104.9042398396,0.4988482666623497,4.425,42
0.75,0.9,0.2,0.1,amount,1,40450.0,0.04045,0.7155,0.946,0.6925,0.9140199999999999,51596.16045216158,6.950561216718624e-10,23913.13477129757,79288.60547868226,301824.15725252795,1.0,4.3515,42
0.75,0.9,0.2,0.1,amount,3,40450.0,0.04045,0.7155,0.946,0.692,0.91401,51558.3609520694,6.950561216718624e-10,23897.64942475909,77755.07004443035,291804.2313800047,1.0,4.355,42
0.75,0.9,0.2,0.1,amount,5,40450.0,0.04045,0.7205,0.94613,0.6935,0.9140199999999999,51561.031329297286,6.950561216718624e-10,23893.038663721076,76317.65412522414,279130.6546430459,1.0,4.359,42
0.75,0.9,0.2,0.1,amount,10,40450.0,0.04045,0.753,0.94726,0.7165,0.91449,52015.31001423461,6.950561216718624e-10,23815.34643348473,72814.72452982498,253816.40138007107,1.0,4.3655,42
0.75,0.9,0.2,0.1,success_rate,1,40450.0,0.04045,0.988,0.9993500000000001,0.764,0.89827,55466.77760178287,21709.18027618576,27943.36406083469,85837.42922011115,325362.2537973124,0.5001615330360297,3.9885,42
0.75,0.9,0.2,0.1,success_rate,3,40450.0,0.04045,0.994,0.9994700000000001,0.7565,0.89812,55131.19296334665,21699.20019469361,27711.06877274569,82869.19463340189,306785.1413900103,0.6136823840405183,4.0685,42
0.75,0.9,0.2,0.1,success_rate,5,40450.0,0.04045,0.995,0.9995,0.7425,0.89749,55030.986065466044,21466.85564567011,27384.265243278067,79965.04482035976,290395.7169010925,0.5636588068872167,4.138,42
0.75,0.9,0.2,0.1,success_rate,10,40450.0,0.04045,0.9965,0.99966,0.734,0.8956400000000001,54558.031070607205,21027.991991502473,26491.24649567147,75007.12591302095,255271.70125183582,0.4847195699895644,4.321,42
0.75,0.9,0.2,0.15,amount,1,40450.0,0.04045,0.764,0.9680799999999999,0.6955,0.91019,51716.484033550805,1.6252641957643577e-09,25743.022044715082,80711.5430967085,300736.2717098715,1.0,4.352,42
0.75,0.9,0.2,0.15,amount,3,40450.0,0.04045,0.766,0.96812,0.6965,0.9102100000000001,51776.211688022086,1.6252641957643577e-09,25699.721777747876,78837.96186114858,289524.61351727095,1.0,4.3655,42
0.75,0.9,0.2,0.15,amount,5,40450.0,0.04045,0.7735,0.96829,0.7005,0.91025,51850.6147601774,1.6252641957643577e-09,25310.26841808604,77587.01964776803,279304.4644512318,1.0,4.376,42
0.75,0.9,0.2,0.15,amount,10,40450.0,0.04045,0.8155,0.96997,0.7175,0.91015,52572.17210276852,1.6252641957643662e-09,25248.266606260975,73581.94249695889,254615.34849119018,1.0,4.441,42
0.75,0.9,0.2,0.15,success_rate,1,40450.0,0.04045,0.9905,0.9994,0.7555,0.8929300000000001,55998.20110517395,22852.973342352387,28455.090984859857,84608.25030600646,312563.81143095746,0.49623971509625026,3.936,42
0.75,0.9,0.2,0.15,success_rate,3,40450.0,0.04045,0.994,0.9994700000000001,0.7445,0.89271,55444.7721737345,22637.2132555095,28097.96059925038,81925.69139283085,289734.5075899027,0.6148965645384887,4.0245,42
0.75,0.9,0.2,0.15,success_rate,5,40450.0,0.04045,0.995,0.9995,0.7335,0.89205,55308.15549897609,22376.718904050944,27765.661476241614,79341.51977672293,278212.9706616231,0.5640308458984642,4.098,42
0.75,0.9,0.2,0.15,success_rate,10,40450.0,0.04045,0.996,0.9995799999999999,0.725,0.89037,54753.488811326606,21766.533020549985,27046.639482096383,74513.68717649864,249933.01897954312,0.4931729823707774,4.3055,42
0.75,0.9,0.2,0.2,amount,1,40450.0,0.04045,0.817,0.98339,0.7075,0.9088700000000001,52078.32199290769,4.187099081864907e-09,26894.903255742283,81435.67671150152,298257.5878983156,1.0,4.226,42
0.75,0.9,0.2,0.2,amount,3,40450.0,0.04045,0.82,0.98345,0.708,0.9088800000000001,52109.20850317855,4.187099081864907e-09,26571.875393649603,80170.81072524903,286266.6447987459,1.0,4.248,42
