target,upper,lower,adj,mode,min_remain,envs_total,envs_top_effFR,envs_top_cew,envs_top_both,mean_eff_funded,min_eff_funded,mean_median_cew,min_median_cew,mean_swr,min_swr,mean_eff_sr,pct_top_effFR,pct_top_cew,pct_top_both
0.85,0.9,0.7,0.25,amount,1,54,0,0,0,0.839375205761317,0.6154333333333334,37473.418645821,2.473382253751594e-10,0.038638528141382585,0.0311785714285714,0.6635555555555556,0.0,0.0,0.0
0.85,0.9,0.7,0.25,success_rate,1,54,0,36,0,0.8206423353909466,0.5843666666666666,38215.39594221798,2.374401684160199e-10,0.038638528141382585,0.0311785714285714,0.6420925925925927,0.0,0.6666666666666666,0.0
0.85,0.9,0.7,0.25,success_rate,3,54,0,36,0,0.8207033950617283,0.5844222222222222,38069.810697225534,2.374401684160199e-10,0.038638528141382585,0.0311785714285714,0.6438981481481482,0.0,0.6666666666666666,0.0
0.85,0.9,0.7,0.25,success_rate,5,54,0,27,0,0.8207760802469136,0.5845666666666666,37971.758252603315,2.374401684160199e-10,0.038638528141382585,0.0311785714285714,0.6466574074074074,0.0,0.5,0.0
0.85,0.9,0.7,0.25,success_rate,10,54,0,15,0,0.8207805041152263,0.584711111111111,37361.95087333649,2.374401684160199e-10,0.038638528141382585,0.0311785714285714,0.6544444444444445,0.0,0.2777777777777778,0.0
0.85,0.9,0.8,0.15,success_rate,1,54,0,0,0,0.8319616769547324,0.6011666666666666,37710.00200850858,2.473382253751593e-10,0.038638528141382585,0.0311785714285714,0.6611111111111112,0.0,0.0,0.0
0.85,0.9,0.8,0.15,success_rate,3,54,0,0,0,0.8319991255144032,0.6012111111111111,37560.00043175278,2.473382253751593e-10,0.038638528141382585,0.0311785714285714,0.6621944444444444,0.0,0.0,0.0
0.85,0.9,0.8,0.15,success_rate,5,54,0,3,0,0.8320263374485597,0.6013,37465.5537087523,2.473382253751593e-10,0.038638528141382585,0.0311785714285714,0.6638888888888889,0.0,0.05555555555555555,0.0
0.85,0.9,0.8,0.2,success_rate,1,54,0,27,0,0.8256007716049383,0.5910888888888889,37934.05590660988,2.374401684160199e-10,0.038638528141382585,0.0311785714285714,0.6518240740740742,0.0,0.5,0.0
0.85,0.9,0.8,0.2,success_rate,3,54,0,15,0,0.825657561728395,0.5911666666666666,37778.116016433174,2.374401684160199e-10,0.038638528141382585,0.0311785714285714,0.6535277777777778,0.0,0.2777777777777778,0.0
