target,upper,lower,adj,mode,min_remain,init_wd,swr,success_rate,eff_success,eff_funded,median_cew,p10_avg_wd,mean_years_below_floor,passes_eff_sr,passes_p10_wd,passes_years_below,gating_pass
0.75,0.9,0.2,0.2,success_rate,1,42186.04651162791,0.04218604651162791,0.989,0.75,0.88864,59961.14677765996,29741.876364585474,3.9395,False,True,True,False
0.75,0.9,0.2,0.2,success_rate,3,42186.04651162791,0.04218604651162791,0.9935,0.737,0.88838,59540.59617970695,29187.854152514272,4.046,False,True,True,False
0.75,0.9,0.2,0.2,success_rate,5,42186.04651162791,0.04218604651162791,0.9945,0.727,0.88787,59214.03415150578,28683.19007771601,4.1115,False,True,True,False
0.75,0.9,0.2,0.2,success_rate,10,42186.04651162791,0.04218604651162791,0.9955,0.7155,0.88601,58383.67407175407,28182.565380539047,4.3305,False,True,True,False
0.75,0.9,0.2,0.25,amount,1,42186.04651162791,0.04218604651162791,0.855,0.71,0.90382,55530.13977266091,28395.04310876671,4.199,False,True,True,False
0.75,0.9,0.2,0.25,amount,3,42186.04651162791,0.04218604651162791,0.8595,0.712,0.90386,55712.32234947006,28290.24040739244,4.2275,False,True,True,False
0.75,0.9,0.2,0.25,amount,5,42186.04651162791,0.04218604651162791,0.8755,0.712,0.90379,56196.75392073595,28131.553197533325,4.2745,False,True,True,False
0.75,0.9,0.2,0.25,amount,10,42186.04651162791,0.04218604651162791,0.934,0.7225,0.90294,57593.510356072424,27460.770536089814,4.429,False,True,True,False
0.75,0.9,0.2,0.25,success_rate,1,42186.04651162791,0.04218604651162791,0.988,0.748,0.88619,59918.19367756443,30422.54314813528,3.8755,False,True,True,False
0.75,0.9,0.2,0.25,success_rate,3,42186.04651162791,0.04218604651162791,0.993,0.7375,0.88598,59651.62739697876,29697.04719937838,3.982,False,True,True,False
0.75,0.9,0.2,0.25,success_rate,5,42186.04651162791,0.04218604651162791,0.994,0.7255,0.88533,59219.93471458326,29050.439158487763,4.0605,False,True,True,False
0.75,0.9,0.2,0.25,success_rate,10,42186.04651162791,0.04218604651162791,0.995,0.7165,0.88371,58370.89445052966,28352.552810674923,4.2635,False,True,True,False
0.75,0.9,0.5,0.05,amount,1,42186.04651162791,0.04218604651162791,0.77,0.7665,0.92655,55138.60876504039,23318.96188200779,3.7105,False,False,True,False
0.75,0.9,0.5,0.05,amount,3,42186.04651162791,0.04218604651162791,0.77,0.7665,0.92655,55071.71185074403,23318.96188200779,3.711,False,False,True,False
0.75,0.9,0.5,0.05,amount,5,42186.04651162791,0.04218604651162791,0.7715,0.7675,0.92658,55007.12839168197,23318.96188200779,3.71,False,False,True,False
0.75,0.9,0.5,0.05,amount,10,42186.04651162791,0.04218604651162791,0.775,0.77,0.92672,54747.15646479945,23318.381183633777,3.709,False,False,True,False
0.75,0.9,0.5,0.05,success_rate,1,42186.04651162791,0.04218604651162791,0.9835,0.7795,0.90814,57883.41313395463,28387.848146569762,3.876,False,True,True,False
0.75,0.9,0.5,0.05,success_rate,3,42186.04651162791,0.04218604651162791,0.991,0.776,0.9080699999999999,57677.04857771966,28049.16253865282,3.9365,False,True,True,False
0.75,0.9,0.5,0.05,success_rate,5,42186.04651162791,0.04218604651162791,0.994,0.769,0.90766,57777.386690342595,27839.143930587008,3.977,False,True,True,False
0.75,0.9,0.5,0.05,success_rate,10,42186.04651162791,0.04218604651162791,0.995,0.7675,0.90677,57383.37290532156,27172.01547969116,4.068,False,True,True,False
0.75,0.9,0.5,0.1,amount,1,42186.04651162791,0.04218604651162791,0.793,0.747,0.9200799999999999,55075.10011378387,27118.223507447212,3.77,False,True,True,False
0.75,0.9,0.5,0.1,amount,3,42186.04651162791,0.04218604651162791,0.794,0.7475,0.9200900000000001,55064.41261575595,27117.067369645567,3.7765,False,True,True,False
0.75,0.9,0.5,0.1,amount,5,42186.04651162791,0.04218604651162791,0.7975,0.7485,0.92006,54972.40773627807,26887.964519482706,3.787,False,True,True,False
0.75,0.9,0.5,0.1,amount,10,42186.04651162791,0.04218604651162791,0.8155,0.754,0.92001,55268.104502736925,26733.78942145706,3.84,False,True,True,False
0.75,0.9,0.5,0.1,success_rate,1,42186.04651162791,0.04218604651162791,0.988,0.781,0.9005599999999999,58882.120172631505,30434.553946623717,3.5515,False,True,True,False
0.75,0.9,0.5,0.1,success_rate,3,42186.04651162791,0.04218604651162791,0.9935,0.775,0.90044,58550.94867562091,29887.261291497914,3.627,False,True,True,False
0.75,0.9,0.5,0.1,success_rate,5,42186.04651162791,0.04218604651162791,0.9945,0.769,0.9000799999999999,58475.64384504691,29510.551754465156,3.6805,False,True,True,False
0.75,0.9,0.5,0.1,success_rate,10,42186.04651162791,0.04218604651162791,0.995,0.7625,0.89871,57993.94537239613,28431.99241468086,3.8795,False,True,True,False
0.75,0.9,0.5,0.15,amount,1,42186.04651162791,0.04218604651162791,0.842,0.7435,0.91306,55525.80417115231,29082.324608280967,3.6645,False,True,True,False
0.75,0.9,0.5,0.15,amount,3,42186.04651162791,0.04218604651162791,0.8435,0.7435,0.91306,55545.819079337234,28742.161250494843,3.6785,False,True,True,False
0.75,0.9,0.5,0.15,amount,5,42186.04651162791,0.04218604651162791,0.851,0.745,0.9130800000000001,55521.426035597244,28681.94365784778,3.7035,False,True,True,False
0.75,0.9,0.5,0.15,amount,10,42186.04651162791,0.04218604651162791,0.8875,0.764,0.9132100000000001,56276.05778598583,28298.937655601196,3.7895,False,True,True,False
0.75,0.9,0.5,0.15,success_rate,1,42186.04651162791,0.04218604651162791,0.99,0.782,0.89473,59248.14019139443,31732.486167410825,3.355,False,True,True,False
0.75,0.9,0.5,0.15,success_rate,3,42186.04651162791,0.04218604651162791,0.994,0.774,0.8945700000000001,59050.088336525834,30699.566043879466,3.4405,False,True,True,False
0.75,0.9,0.5,0.15,success_rate,5,42186.04651162791,0.04218604651162791,0.995,0.7675,0.89412,58805.665162691155,30237.859931710667,3.5055,False,True,True,False
0.75,0.9,0.5,0.15,success_rate,10,42186.04651162791,0.04218604651162791,0.9955,0.757,0.89252,58152.78165663332,29369.35979180819,3.7115,False,True,True,False
0.75,0.9,0.5,0.2,amount,1,42186.04651162791,0.04218604651162791,0.8845,0.7495,0.90568,56184.268227930814,30597.435414172836,3.5025,False,True,True,False
0.75,0.9,0.5,0.2,amount,3,42186.04651162791,0.04218604651162791,0.887,0.749,0.9056700000000001,56119.81641725966,30226.323693178623,3.53,False,True,True,False
