target,upper,lower,adj,mode,min_remain,init_wd,swr,success_rate,eff_success,eff_funded,median_cew,p10_avg_wd,mean_years_below_floor,passes_eff_sr,passes_p10_wd,passes_years_below,gating_pass
0.75,0.95,0.7,0.25,amount,1,42186.04651162791,0.04218604651162791,0.945,0.791,0.9011399999999999,56590.411919512895,33207.17726709728,2.996,False,True,True,False
0.75,0.95,0.7,0.25,amount,3,42186.04651162791,0.04218604651162791,0.946,0.7915,0.90115,56517.967574287526,32792.42391116087,3.0165,False,True,True,False
0.75,0.95,0.7,0.25,amount,5,42186.04651162791,0.04218604651162791,0.954,0.7965,0.90124,56484.89935019451,32112.35596313342,3.055,False,True,True,False
0.75,0.95,0.7,0.25,amount,10,42186.04651162791,0.04218604651162791,0.9765,0.7975,0.90074,56710.549539344094,30421.56704331336,3.193,False,True,True,False
0.75,0.95,0.7,0.25,success_rate,1,42186.04651162791,0.04218604651162791,0.993,0.8005,0.8890399999999999,58161.481709427084,34546.52886172244,2.9305,False,True,True,False
0.75,0.95,0.7,0.25,success_rate,3,42186.04651162791,0.04218604651162791,0.9955,0.7975,0.88898,58066.26417320341,33078.97145999012,2.995,False,True,True,False
0.75,0.95,0.7,0.25,success_rate,5,42186.04651162791,0.04218604651162791,0.9965,0.788,0.88861,57865.61329109945,32361.174498116583,3.0615,False,True,True,False
0.75,0.95,0.7,0.25,success_rate,10,42186.04651162791,0.04218604651162791,0.999,0.7785,0.88744,57213.75762681986,30944.685852377974,3.22,False,True,True,False
0.75,0.95,0.8,0.05,amount,1,42186.04651162791,0.04218604651162791,0.796,0.792,0.9328599999999999,53987.560890195164,23710.393736544134,3.406,False,False,True,False
0.75,0.95,0.8,0.05,amount,3,42186.04651162791,0.04218604651162791,0.796,0.792,0.9328599999999999,53940.897173742196,23710.393736544134,3.406,False,False,True,False
0.75,0.95,0.8,0.05,amount,5,42186.04651162791,0.04218604651162791,0.797,0.793,0.9329000000000001,53841.16642913781,23710.393736544134,3.4045,False,False,True,False
0.75,0.95,0.8,0.05,amount,10,42186.04651162791,0.04218604651162791,0.8005,0.796,0.93302,53669.841872794714,23710.393736544134,3.407,False,False,True,False
0.75,0.95,0.8,0.05,success_rate,1,42186.04651162791,0.04218604651162791,0.985,0.797,0.91232,56949.57311394837,28826.29463729384,3.693,False,True,True,False
0.75,0.95,0.8,0.05,success_rate,3,42186.04651162791,0.04218604651162791,0.9915,0.792,0.91222,57003.95189061224,28500.518100707402,3.724,False,True,True,False
0.75,0.95,0.8,0.05,success_rate,5,42186.04651162791,0.04218604651162791,0.9945,0.788,0.91185,57089.655487856566,28099.012189790243,3.77,False,True,True,False
0.75,0.95,0.8,0.05,success_rate,10,42186.04651162791,0.04218604651162791,0.9955,0.788,0.91118,56679.257462317335,27296.257870868445,3.861,False,True,True,False
0.75,0.95,0.8,0.1,amount,1,42186.04651162791,0.04218604651162791,0.844,0.7905,0.92572,54746.263547336304,28097.28204885636,3.397,False,True,True,False
0.75,0.95,0.8,0.1,amount,3,42186.04651162791,0.04218604651162791,0.845,0.7905,0.92572,54698.776275007855,27985.555603200854,3.4055,False,True,True,False
0.75,0.95,0.8,0.1,amount,5,42186.04651162791,0.04218604651162791,0.8485,0.791,0.92568,54682.87868690728,27681.931619568804,3.423,False,True,True,False
0.75,0.95,0.8,0.1,amount,10,42186.04651162791,0.04218604651162791,0.8605,0.8,0.9259400000000001,54647.85735750884,27347.774166023028,3.455,False,True,True,False
0.75,0.95,0.8,0.1,success_rate,1,42186.04651162791,0.04218604651162791,0.9895,0.8045,0.90571,57808.26118871045,31489.263616979595,3.319,False,True,True,False
0.75,0.95,0.8,0.1,success_rate,3,42186.04651162791,0.04218604651162791,0.994,0.7995,0.90561,57822.43506932938,30677.40205273993,3.366,False,True,True,False
0.75,0.95,0.8,0.1,success_rate,5,42186.04651162791,0.04218604651162791,0.995,0.795,0.9052899999999999,57604.07524436998,30139.64202014703,3.413,False,True,True,False
0.75,0.95,0.8,0.1,success_rate,10,42186.04651162791,0.04218604651162791,0.9955,0.787,0.90424,57067.15631971189,28745.38587457834,3.605,False,True,True,False
0.75,0.95,0.8,0.15,amount,1,42186.04651162791,0.04218604651162791,0.892,0.786,0.9155399999999999,55331.304959609755,30659.677377164844,3.2465,False,True,True,False
0.75,0.95,0.8,0.15,amount,3,42186.04651162791,0.04218604651162791,0.8925,0.7855,0.91553,55325.80666842347,30165.557136359963,3.26,False,True,True,False
0.75,0.95,0.8,0.15,amount,5,42186.04651162791,0.04218604651162791,0.901,0.7885,0.91558,55359.9707939088,29591.35021692018,3.2775,False,True,True,False
0.75,0.95,0.8,0.15,amount,10,42186.04651162791,0.04218604651162791,0.9235,0.8015,0.91563,55686.36041225772,28585.655063828865,3.37,False,True,True,False
0.75,0.95,0.8,0.15,success_rate,1,42186.04651162791,0.04218604651162791,0.991,0.801,0.89728,58092.894732499495,32800.728631725615,3.1145,False,True,True,False
0.75,0.95,0.8,0.15,success_rate,3,42186.04651162791,0.04218604651162791,0.995,0.798,0.89722,58180.59548492997,31960.424153468153,3.1715,False,True,True,False
0.75,0.95,0.8,0.15,success_rate,5,42186.04651162791,0.04218604651162791,0.996,0.788,0.8968299999999999,58003.060698737514,31271.147850028865,3.2295,False,True,True,False
0.75,0.95,0.8,0.15,success_rate,10,42186.04651162791,0.04218604651162791,0.9965,0.782,0.89573,57258.317565124285,29831.379217189973,3.4045,False,True,True,False
0.75,0.95,0.8,0.2,amount,1,42186.04651162791,0.04218604651162791,0.924,0.7875,0.90667,55760.94353477078,32169.4447939933,3.1305,False,True,True,False
0.75,0.95,0.8,0.2,amount,3,42186.04651162791,0.04218604651162791,0.9265,0.79,0.9067200000000001,55857.71311708614,31778.451106748278,3.1465,False,True,True,False
0.75,0.95,0.8,0.2,amount,5,42186.04651162791,0.04218604651162791,0.9335,0.793,0.90676,55947.036088912064,31226.93882654158,3.1775,False,True,True,False
0.75,0.95,0.8,0.2,amount,10,42186.04651162791,0.04218604651162791,0.9635,0.801,0.9064,56581.074540930524,29636.6377570771,3.3035,False,True,True,False
0.75,0.95,0.8,0.2,success_rate,1,42186.04651162791,0.04218604651162791,0.9925,0.8015,0.89247,58131.787979938366,33687.70420395216,3.003,False,True,True,False
0.75,0.95,0.8,0.2,success_rate,3,42186.04651162791,0.04218604651162791,0.9955,0.797,0.8923800000000001,58111.389235898045,32660.483243304967,3.0675,False,True,True,False
0.75,0.95,0.8,0.2,success_rate,5,42186.04651162791,0.04218604651162791,0.9965,0.788,0.89198,58013.603522921636,31953.28810464444,3.135,False,True,True,False
0.75,0.95,0.8,0.2,success_rate,10,42186.04651162791,0.04218604651162791,0.9975,0.78,0.89076,57206.73632030192,30426.61017004544,3.289,False,True,True,False
0.75,0.95,0.8,0.25,amount,1,42186.04651162791,0.04218604651162791,0.9455,0.79,0.90009,56606.072520715155,33236.11631504881,3.0035,False,True,True,False
0.75,0.95,0.8,0.25,amount,3,42186.04651162791,0.04218604651162791,0.946,0.789,0.9000699999999999,56445.020478831524,32779.4315671143,3.0255,False,True,True,False
0.75,0.95,0.8,0.25,amount,5,42186.04651162791,0.04218604651162791,0.953,0.794,0.9001199999999999,56521.33850600933,32159.4446420337,3.0645,False,True,True,False
0.75,0.95,0.8,0.25,amount,10,42186.04651162791,0.04218604651162791,0.977,0.797,0.89964,56733.644742026285,30419.070865298017,3.2065,False,True,True,False
0.75,0.95,0.8,0.25,success_rate,1,42186.04651162791,0.04218604651162791,0.9935,0.798,0.88681,58047.38570687774,34602.73426043117,2.926,False,True,True,False
0.75,0.95,0.8,0.25,success_rate,3,42186.04651162791,0.04218604651162791,0.9955,0.794,0.88673,57887.592165834576,33283.96675111353,2.992,False,True,True,False
0.75,0.95,0.8,0.25,success_rate,5,42186.04651162791,0.04218604651162791,0.9965,0.7855,0.88639,57802.41597163517,32362.749173618642,3.0595,False,True,True,False
0.75,0.95,0.8,0.25,success_rate,10,42186.04651162791,0.04218604651162791,0.999,0.776,0.8850699999999999,57150.552789191264,30834.088529699737,3.2255,False,True,True,False
0.75,0.99,0.1,0.05,amount,1,42186.04651162791,0.04218604651162791,0.754,0.7535,0.91395,52376.72505302902,22164.606126877705,4.32,False,False,True,False
0.75,0.99,0.1,0.05,amount,3,42186.04651162791,0.04218604651162791,0.754,0.7535,0.91395,52339.87394527868,22164.606126877705,4.3205,False,False,True,False
0.75,0.99,0.1,0.05,amount,5,42186.04651162791,0.04218604651162791,0.7545,0.7535,0.91395,52315.13238268676,22164.606126877705,4.3205,False,False,True,False
0.75,0.99,0.1,0.05,amount,10,42186.04651162791,0.04218604651162791,0.757,0.756,0.91406,52076.722427644796,22164.606126877705,4.315,False,False,True,False
0.75,0.99,0.1,0.05,success_rate,1,42186.04651162791,0.04218604651162791,0.985,0.77,0.9030499999999999,55152.85136483527,26634.086712591365,4.371,False,True,True,False
0.75,0.99,0.1,0.05,success_rate,3,42186.04651162791,0.04218604651162791,0.9935,0.7635,0.9029200000000001,55051.85912917211,26445.125284637026,4.417,False,True,True,False
0.75,0.99,0.1,0.05,success_rate,5,42186.04651162791,0.04218604651162791,0.9965,0.7625,0.9026500000000001,55068.88068358149,26188.004788513626,4.459,False,True,True,False
0.75,0.99,0.1,0.05,success_rate,10,42186.04651162791,0.04218604651162791,0.9965,0.764,0.90195,54611.45175158867,25841.814694738736,4.529,False,True,True,False
0.75,0.99,0.1,0.1,amount,1,42186.04651162791,0.04218604651162791,0.76,0.754,0.91671,53288.754354982506,23106.328786779668,4.3075,False,False,True,False
0.75,0.99,0.1,0.1,amount,3,42186.04651162791,0.04218604651162791,0.76,0.7535,0.9167000000000001,53216.09188483714,23106.328786779668,4.3105,False,False,True,False
0.75,0.99,0.1,0.1,amount,5,42186.04651162791,0.04218604651162791,0.7615,0.7545,0.91669,53157.97028385075,23106.328786779668,4.3165,False,False,True,False
0.75,0.99,0.1,0.1,amount,10,42186.04651162791,0.04218604651162791,0.7785,0.765,0.91684,53299.96694752165,22992.323059184357,4.3165,False,False,True,False
0.75,0.99,0.1,0.1,success_rate,1,42186.04651162791,0.04218604651162791,0.987,0.77,0.8995299999999999,55552.511222830886,27665.422226060047,4.274,False,True,True,False
0.75,0.99,0.1,0.1,success_rate,3,42186.04651162791,0.04218604651162791,0.994,0.767,0.89947,55384.90613896661,27401.73521636766,4.329,False,True,True,False
0.75,0.99,0.1,0.1,success_rate,5,42186.04651162791,0.04218604651162791,0.995,0.7635,0.89925,55268.742145857934,26979.64773309609,4.3615,False,True,True,False
0.75,0.99,0.1,0.1,success_rate,10,42186.04651162791,0.04218604651162791,0.996,0.761,0.8980999999999999,55016.330263979246,26241.78831687894,4.512,False,True,True,False
0.75,0.99,0.1,0.15,amount,1,42186.04651162791,0.04218604651162791,0.7845,0.7525,0.91412,53658.805124901475,24778.26539394809,4.3725,False,False,True,False
0.75,0.99,0.1,0.15,amount,3,42186.04651162791,0.04218604651162791,0.7855,0.7535,0.9141400000000001,53630.768310317195,24759.221061396154,4.377,False,False,True,False
0.75,0.99,0.1,0.15,amount,5,42186.04651162791,0.04218604651162791,0.794,0.758,0.91425,53590.95457453243,24757.68325441432,4.3815,False,False,True,False
0.75,0.99,0.1,0.15,amount,10,42186.04651162791,0.04218604651162791,0.8235,0.7695,0.91439,53568.96577961798,24660.40825276402,4.404,False,False,True,False
0.75,0.99,0.1,0.15,success_rate,1,42186.04651162791,0.04218604651162791,0.9905,0.7755,0.89901,55818.19234941615,28198.819839988373,4.161,False,True,True,False
0.75,0.99,0.1,0.15,success_rate,3,42186.04651162791,0.04218604651162791,0.9955,0.7665,0.8988299999999999,55616.346396825116,27753.198540183803,4.23,False,True,True,False
0.75,0.99,0.1,0.15,success_rate,5,42186.04651162791,0.04218604651162791,0.9965,0.7605,0.89845,55598.816653808695,27512.991398659477,4.289,False,True,True,False
0.75,0.99,0.1,0.15,success_rate,10,42186.04651162791,0.04218604651162791,0.997,0.761,0.8974200000000001,55056.132553111056,26841.896582244113,4.4105,False,True,True,False
0.75,0.99,0.1,0.2,amount,1,42186.04651162791,0.04218604651162791,0.8245,0.758,0.9122899999999999,53824.62083987287,25421.18755885781,4.3515,False,True,True,False
0.75,0.99,0.1,0.2,amount,3,42186.04651162791,0.04218604651162791,0.8255,0.758,0.9122899999999999,53792.31967674344,25421.18755885781,4.3615,False,True,True,False
0.75,0.99,0.1,0.2,amount,5,42186.04651162791,0.04218604651162791,0.8325,0.7595,0.9122899999999999,53807.104124473626,25311.513757931472,4.3785,False,False,True,False
0.75,0.99,0.1,0.2,amount,10,42186.04651162791,0.04218604651162791,0.879,0.773,0.9121900000000001,54035.5824054617,25209.685946956994,4.4335,False,False,True,False
0.75,0.99,0.1,0.2,success_rate,1,42186.04651162791,0.04218604651162791,0.9895,0.771,0.8955299999999999,56077.604515851956,28564.72384926804,4.15,False,True,True,False
0.75,0.99,0.1,0.2,success_rate,3,42186.04651162791,0.04218604651162791,0.995,0.763,0.89537,55945.35704661048,28108.98417722948,4.223,False,True,True,False
0.75,0.99,0.1,0.2,success_rate,5,42186.04651162791,0.04218604651162791,0.996,0.759,0.89497,55715.57326172051,27738.260734227548,4.2875,False,True,True,False
0.75,0.99,0.1,0.2,success_rate,10,42186.04651162791,0.04218604651162791,0.997,0.7525,0.89371,55166.08215595473,27163.604465305532,4.436,False,True,True,False
0.75,0.99,0.1,0.25,amount,1,42186.04651162791,0.04218604651162791,0.8675,0.7605,0.9113800000000001,54146.76439681818,26433.852150097693,4.267,False,True,True,False
0.75,0.99,0.1,0.25,amount,3,42186.04651162791,0.04218604651162791,0.8725,0.7615,0.9114000000000001,54148.832357742795,26177.57576651262,4.282,False,True,True,False
0.75,0.99,0.1,0.25,amount,5,42186.04651162791,0.04218604651162791,0.885,0.7615,0.9113500000000001,54224.3477485312,25950.885460447822,4.308,False,True,True,False
0.75,0.99,0.1,0.25,amount,10,42186.04651162791,0.04218604651162791,0.937,0.7745,0.91101,54261.3378496769,25634.937974974408,4.385,False,True,True,False
0.75,0.99,0.1,0.25,success_rate,1,42186.04651162791,0.04218604651162791,0.992,0.7665,0.89271,55977.54828623695,28858.052887064343,4.0945,False,True,True,False
0.75,0.99,0.1,0.25,success_rate,3,42186.04651162791,0.04218604651162791,0.9965,0.7585,0.8925500000000001,55957.41415808146,28446.814168490157,4.167,False,True,True,False
0.75,0.99,0.1,0.25,success_rate,5,42186.04651162791,0.04218604651162791,0.997,0.7515,0.8920699999999999,55746.87261972546,28134.625258162425,4.231,False,True,True,False
0.75,0.99,0.1,0.25,success_rate,10,42186.04651162791,0.04218604651162791,0.997,0.7505,0.8906900000000001,55250.809567634846,27319.659657409455,4.4075,False,True,True,False
0.75,0.99,0.2,0.05,amount,1,42186.04651162791,0.04218604651162791,0.772,0.771,0.9210600000000001,52353.53091858096,22468.243066446055,3.9785,False,False,True,False
0.75,0.99,0.2,0.05,amount,3,42186.04651162791,0.04218604651162791,0.772,0.771,0.9210600000000001,52331.501297003735,22468.243066446055,3.9785,False,False,True,False
0.75,0.99,0.2,0.05,amount,5,42186.04651162791,0.04218604651162791,0.7725,0.7715,0.92108,52268.78311442144,22468.243066446055,3.9785,False,False,True,False
0.75,0.99,0.2,0.05,amount,10,42186.04651162791,0.04218604651162791,0.7765,0.774,0.92117,52023.554776859615,22468.243066446055,3.976,False,False,True,False
0.75,0.99,0.2,0.05,success_rate,1,42186.04651162791,0.04218604651162791,0.986,0.7885,0.9074200000000001,55036.65311242429,27549.698909458086,4.071,False,True,True,False
0.75,0.99,0.2,0.05,success_rate,3,42186.04651162791,0.04218604651162791,0.9935,0.7855,0.9073599999999999,55063.14891354563,27173.397215752415,4.1145,False,True,True,False
0.75,0.99,0.2,0.05,success_rate,5,42186.04651162791,0.04218604651162791,0.9965,0.7825,0.9071699999999999,55046.42153870576,26916.131722131904,4.1595,False,True,True,False
0.75,0.99,0.2,0.05,success_rate,10,42186.04651162791,0.04218604651162791,0.9965,0.782,0.90656,54550.29563774728,26427.50174264175,4.2425,False,True,True,False
0.75,0.99,0.2,0.1,amount,1,42186.04651162791,0.04218604651162791,0.804,0.781,0.9215500000000001,53322.44015512297,24674.489204472477,3.9745,False,False,True,False
0.75,0.99,0.2,0.1,amount,3,42186.04651162791,0.04218604651162791,0.8045,0.7815,0.92156,53261.49607739694,24606.346951629064,3.979,False,False,True,False
0.75,0.99,0.2,0.1,amount,5,42186.04651162791,0.04218604651162791,0.807,0.7825,0.9215800000000001,53322.310218251325,24606.346951629064,3.983,False,False,True,False
0.75,0.99,0.2,0.1,amount,10,42186.04651162791,0.04218604651162791,0.819,0.7925,0.92163,53448.46497492309,24596.45294675997,4.003,False,False,True,False
0.75,0.99,0.2,0.1,success_rate,1,42186.04651162791,0.04218604651162791,0.9895,0.799,0.90593,55508.95399202688,28965.11015902499,3.8675,False,True,True,False
0.75,0.99,0.2,0.1,success_rate,3,42186.04651162791,0.04218604651162791,0.994,0.7945,0.90584,55383.78650144464,28373.91867205039,3.9235,False,True,True,False
0.75,0.99,0.2,0.1,success_rate,5,42186.04651162791,0.04218604651162791,0.995,0.7905,0.90557,55273.54328236487,27952.995192290535,3.979,False,True,True,False
0.75,0.99,0.2,0.1,success_rate,10,42186.04651162791,0.04218604651162791,0.996,0.7865,0.90479,54950.753882585326,27201.902612740705,4.103,False,True,True,False
0.75,0.99,0.2,0.15,amount,1,42186.04651162791,0.04218604651162791,0.843,0.784,0.91979,53530.43065409846,26306.260481647554,3.921,False,True,True,False
0.75,0.99,0.2,0.15,amount,3,42186.04651162791,0.04218604651162791,0.844,0.7845,0.9198,53548.22408915519,26258.702071863303,3.9295,False,True,True,False
0.75,0.99,0.2,0.15,amount,5,42186.04651162791,0.04218604651162791,0.8515,0.7885,0.9198599999999999,53522.94589219471,26139.67549213304,3.9345,False,True,True,False
0.75,0.99,0.2,0.15,amount,10,42186.04651162791,0.04218604651162791,0.8775,0.7975,0.91967,53581.31439657098,25743.56597855635,3.984,False,True,True,False
0.75,0.99,0.2,0.15,success_rate,1,42186.04651162791,0.04218604651162791,0.992,0.7935,0.90093,55695.51785462718,29690.02530019661,3.781,False,True,True,False
0.75,0.99,0.2,0.15,success_rate,3,42186.04651162791,0.04218604651162791,0.996,0.786,0.90078,55488.24521723522,28981.23255511126,3.851,False,True,True,False
0.75,0.99,0.2,0.15,success_rate,5,42186.04651162791,0.04218604651162791,0.997,0.782,0.90045,55384.08380666029,28511.98217743693,3.908,False,True,True,False
0.75,0.99,0.2,0.15,success_rate,10,42186.04651162791,0.04218604651162791,0.9975,0.776,0.89915,54928.1244339088,27669.749569794105,4.08,False,True,True,False
0.75,0.99,0.2,0.2,amount,1,42186.04651162791,0.04218604651162791,0.8855,0.791,0.91726,53915.212741517455,27271.38754754507,3.8825,False,True,True,False
0.75,0.99,0.2,0.2,amount,3,42186.04651162791,0.04218604651162791,0.8875,0.792,0.91728,53914.43158865208,27125.723607665204,3.9015,False,True,True,False
0.75,0.99,0.2,0.2,amount,5,42186.04651162791,0.04218604651162791,0.8965,0.7935,0.9173199999999999,54070.839519232,27006.008491574874,3.925,False,True,True,False
0.75,0.99,0.2,0.2,amount,10,42186.04651162791,0.04218604651162791,0.928,0.7985,0.9168499999999999,54079.97367090296,26390.944456730405,4.0,False,True,True,False
0.75,0.99,0.2,0.2,success_rate,1,42186.04651162791,0.04218604651162791,0.992,0.7965,0.9000199999999999,55947.195296914724,30071.124893864544,3.71,False,True,True,False
0.75,0.99,0.2,0.2,success_rate,3,42186.04651162791,0.04218604651162791,0.9955,0.7895,0.89988,55822.91041029549,29212.248862727163,3.785,False,True,True,False
0.75,0.99,0.2,0.2,success_rate,5,42186.04651162791,0.04218604651162791,0.9965,0.785,0.89944,55629.925931868136,28663.0121621657,3.8485,False,True,True,False
0.75,0.99,0.2,0.2,success_rate,10,42186.04651162791,0.04218604651162791,0.9975,0.7785,0.89827,55041.8006837344,28019.442612385115,4.017,False,True,True,False
0.75,0.99,0.2,0.25,amount,1,42186.04651162791,0.04218604651162791,0.9235,0.7945,0.9153199999999999,54374.738369521634,28407.575661297917,3.769,False,True,True,False
0.75,0.99,0.2,0.25,amount,3,42186.04651162791,0.04218604651162791,0.925,0.7935,0.9153,54379.5664992894,28003.8738706924,3.795,False,True,True,False
0.75,0.99,0.2,0.25,amount,5,42186.04651162791,0.04218604651162791,0.9325,0.7935,0.91526,54318.252345401066,27632.009728966535,3.8315,False,True,True,False
0.75,0.99,0.2,0.25,amount,10,42186.04651162791,0.04218604651162791,0.966,0.801,0.91473,54584.443172584404,27022.48267884138,3.9555,False,True,True,False
0.75,0.99,0.2,0.25,success_rate,1,42186.04651162791,0.04218604651162791,0.9925,0.7905,0.8966999999999999,55864.01110771607,31256.29989361156,3.7035,False,True,True,False
0.75,0.99,0.2,0.25,success_rate,3,42186.04651162791,0.04218604651162791,0.9965,0.7845,0.89658,55809.94694214895,30098.178875457827,3.778,False,True,True,False
0.75,0.99,0.2,0.25,success_rate,5,42186.04651162791,0.04218604651162791,0.997,0.7785,0.89613,55719.78293757449,29505.675461918865,3.846,False,True,True,False
0.75,0.99,0.2,0.25,success_rate,10,42186.04651162791,0.04218604651162791,0.997,0.776,0.8951500000000001,55105.52161696192,28152.35395366718,4.0395,False,True,True,False
0.75,0.99,0.5,0.05,amount,1,42186.04651162791,0.04218604651162791,0.8125,0.809,0.9319500000000001,51968.48990632392,23197.091042941534,3.443,False,False,True,False
0.75,0.99,0.5,0.05,amount,3,42186.04651162791,0.04218604651162791,0.8125,0.809,0.9319500000000001,51935.65234220939,23197.091042941534,3.4435,False,False,True,False
0.75,0.99,0.5,0.05,amount,5,42186.04651162791,0.04218604651162791,0.813,0.809,0.93196,51882.12629512204,23197.091042941534,3.443,False,False,True,False
0.75,0.99,0.5,0.05,amount,10,42186.04651162791,0.04218604651162791,0.8155,0.811,0.93203,51688.264714246274,23191.864757575437,3.445,False,False,True,False
0.75,0.99,0.5,0.05,success_rate,1,42186.04651162791,0.04218604651162791,0.9875,0.8095,0.9128800000000001,54727.37070488407,28423.368477781903,3.7265,False,True,True,False
0.75,0.99,0.5,0.05,success_rate,3,42186.04651162791,0.04218604651162791,0.9935,0.808,0.9128499999999999,54702.47314403021,28104.72315237607,3.7685,False,True,True,False
0.75,0.99,0.5,0.05,success_rate,5,42186.04651162791,0.04218604651162791,0.9965,0.8065,0.91265,54723.88055643276,27780.34307980402,3.808,False,True,True,False
0.75,0.99,0.5,0.05,success_rate,10,42186.04651162791,0.04218604651162791,0.9965,0.8045,0.9121199999999999,54353.72871865454,27165.94003479606,3.9,False,True,True,False
0.75,0.99,0.5,0.1,amount,1,42186.04651162791,0.04218604651162791,0.8655,0.8185,0.92717,53072.225200770234,27039.075748755113,3.4885,False,True,True,False
0.75,0.99,0.5,0.1,amount,3,42186.04651162791,0.04218604651162791,0.866,0.8185,0.92717,53042.16596310638,26879.953629636704,3.4975,False,True,True,False
0.75,0.99,0.5,0.1,amount,5,42186.04651162791,0.04218604651162791,0.867,0.8185,0.92717,53007.45947879489,26771.62975637476,3.5095,False,True,True,False
0.75,0.99,0.5,0.1,amount,10,42186.04651162791,0.04218604651162791,0.8765,0.8205,0.92701,52828.99947633846,26279.184967226967,3.568,False,True,True,False
0.75,0.99,0.5,0.1,success_rate,1,42186.04651162791,0.04218604651162791,0.991,0.816,0.9074200000000001,55348.88874046696,30762.84930731276,3.4785,False,True,True,False
0.75,0.99,0.5,0.1,success_rate,3,42186.04651162791,0.04218604651162791,0.994,0.812,0.90734,55204.198554982664,29883.647635574747,3.532,False,True,True,False
0.75,0.99,0.5,0.1,success_rate,5,42186.04651162791,0.04218604651162791,0.995,0.8075,0.9070400000000001,55080.007066603175,29226.581746486816,3.574,False,True,True,False
0.75,0.99,0.5,0.1,success_rate,10,42186.04651162791,0.04218604651162791,0.996,0.805,0.90623,54639.948339211376,28205.73868967177,3.7525,False,True,True,False
0.75,0.99,0.5,0.15,amount,1,42186.04651162791,0.04218604651162791,0.9095,0.813,0.92004,53432.333327449436,28935.593865219602,3.4655,False,True,True,False
0.75,0.99,0.5,0.15,amount,3,42186.04651162791,0.04218604651162791,0.9095,0.813,0.92004,53369.65570593465,28681.110915398367,3.4785,False,True,True,False
0.75,0.99,0.5,0.15,amount,5,42186.04651162791,0.04218604651162791,0.916,0.8165,0.9201099999999999,53434.46082242478,28414.23261040956,3.498,False,True,True,False
0.75,0.99,0.5,0.15,amount,10,42186.04651162791,0.04218604651162791,0.936,0.822,0.92004,53205.10612046046,27600.886213789676,3.5975,False,True,True,False
0.75,0.99,0.5,0.15,success_rate,1,42186.04651162791,0.04218604651162791,0.9925,0.8155,0.90286,55562.90353033642,32283.87103640021,3.3195,False,True,True,False
0.75,0.99,0.5,0.15,success_rate,3,42186.04651162791,0.04218604651162791,0.996,0.81,0.90275,55333.39844893916,30948.37502794102,3.3785,False,True,True,False
0.75,0.99,0.5,0.15,success_rate,5,42186.04651162791,0.04218604651162791,0.997,0.807,0.90254,55144.84203811703,29966.39544791719,3.424,False,True,True,False
0.75,0.99,0.5,0.15,success_rate,10,42186.04651162791,0.04218604651162791,0.998,0.8005,0.90164,54611.42164218559,29121.07270514144,3.627,False,True,True,False
0.75,0.99,0.5,0.2,amount,1,42186.04651162791,0.04218604651162791,0.9405,0.8135,0.91328,53756.914337795475,30706.58115293648,3.389,False,True,True,False
0.75,0.99,0.5,0.2,amount,3,42186.04651162791,0.04218604651162791,0.941,0.8135,0.91328,53719.622332186496,30113.006702909326,3.406,False,True,True,False
0.75,0.99,0.5,0.2,amount,5,42186.04651162791,0.04218604651162791,0.948,0.8155,0.91332,53692.28773533923,29567.06060251636,3.436,False,True,True,False
0.75,0.99,0.5,0.2,amount,10,42186.04651162791,0.04218604651162791,0.969,0.823,0.9131600000000001,53604.93322968505,28347.419195705992,3.5655,False,True,True,False
0.75,0.99,0.5,0.2,success_rate,1,42186.04651162791,0.04218604651162791,0.994,0.815,0.8984200000000001,55583.59606353444,33197.94588118984,3.2815,False,True,True,False
0.75,0.99,0.5,0.2,success_rate,3,42186.04651162791,0.04218604651162791,0.9965,0.811,0.8983399999999999,55367.58814684009,31761.509048208176,3.343,False,True,True,False
0.75,0.99,0.5,0.2,success_rate,5,42186.04651162791,0.04218604651162791,0.9975,0.8055,0.8980899999999999,55215.47390200276,30810.498501099213,3.4085,False,True,True,False
0.75,0.99,0.5,0.2,success_rate,10,42186.04651162791,0.04218604651162791,0.9985,0.797,0.8971200000000001,54810.5940401557,29504.704061625143,3.5725,False,True,True,False
0.75,0.99,0.5,0.25,amount,1,42186.04651162791,0.04218604651162791,0.9575,0.814,0.90935,54040.87931555227,31918.93741384766,3.281,False,True,True,False
0.75,0.99,0.5,0.25,amount,3,42186.04651162791,0.04218604651162791,0.958,0.8135,0.9093399999999999,54009.86746451546,31422.30974619496,3.306,False,True,True,False
0.75,0.99,0.5,0.25,amount,5,42186.04651162791,0.04218604651162791,0.9655,0.816,0.90935,54032.69869944324,30265.527722415896,3.336,False,True,True,False
0.75,0.99,0.5,0.25,amount,10,42186.04651162791,0.04218604651162791,0.9835,0.8195,0.9089700000000001,53859.685161896254,28975.42271415381,3.485,False,True,True,False
0.75,0.99,0.5,0.25,success_rate,1,42186.04651162791,0.04218604651162791,0.9945,0.8125,0.89632,55449.224793224734,33839.91628165722,3.1895,False,True,True,False
0.75,0.99,0.5,0.25,success_rate,3,42186.04651162791,0.04218604651162791,0.997,0.8095,0.89626,55330.39582847249,32376.79828368073,3.2565,False,True,True,False
0.75,0.99,0.5,0.25,success_rate,5,42186.04651162791,0.04218604651162791,0.9975,0.8025,0.89598,55200.18930028259,31358.532693444817,3.328,False,True,True,False
