target,upper,lower,adj,mode,min_remain,swr,success_rate,eff_success,eff_funded,median_cew,p10_avg_wd,init_wd,alloc,years,with_cfs,floor,env
0.95,0.99,0.5,0.1,amount,10,0.030694218750000016,0.66,0.66,0.7940750000000001,69771.00965709702,16569.838724104568,30694.218750000015,pool_optimal_10_80_10,60,True,0.4,pool_optimal_10_80_10|y60|cf1|fl0.40
0.95,0.95,0.7,0.1,amount,1,0.030694218750000016,0.6545,0.6545,0.7926166666666666,70362.56612195395,16569.838724104568,30694.218750000015,pool_optimal_10_80_10,60,True,0.4,pool_optimal_10_80_10|y60|cf1|fl0.40
0.95,0.95,0.7,0.1,amount,3,0.030694218750000016,0.6545,0.6545,0.7926166666666666,70334.50466370893,16569.838724104568,30694.218750000015,pool_optimal_10_80_10,60,True,0.4,pool_optimal_10_80_10|y60|cf1|fl0.40
0.95,0.95,0.7,0.1,amount,5,0.030694218750000016,0.6555,0.6555,0.7926416666666667,70334.5320239578,16569.838724104568,30694.218750000015,pool_optimal_10_80_10,60,True,0.4,pool_optimal_10_80_10|y60|cf1|fl0.40
0.95,0.95,0.7,0.1,amount,10,0.030694218750000016,0.658,0.658,0.7927166666666667,70028.29118978388,16569.838724104568,30694.218750000015,pool_optimal_10_80_10,60,True,0.4,pool_optimal_10_80_10|y60|cf1|fl0.40
0.95,0.99,0.2,0.05,amount,10,0.030694218750000016,0.7695,0.7695,0.8636916666666666,62521.17776301637,16920.184640127743,30694.218750000015,pool_optimal_10_80_10,60,True,0.4,pool_optimal_10_80_10|y60|cf1|fl0.40
0.95,0.99,0.2,0.05,amount,5,0.030694218750000016,0.7685,0.7685,0.8636666666666667,62734.48199767449,16920.184640127743,30694.218750000015,pool_optimal_10_80_10,60,True,0.4,pool_optimal_10_80_10|y60|cf1|fl0.40
0.85,0.9,0.5,0.25,success_rate,1,0.04071482979910714,0.366,0.363,0.586425,2.374401684160199e-10,15180.590751869666,40714.829799107145,pool_optimal_10_80_10,60,True,0.4,pool_optimal_10_80_10|y60|cf1|fl0.40
0.85,0.9,0.5,0.25,success_rate,3,0.04071482979910714,0.367,0.364,0.5864416666666666,2.374401684160199e-10,15180.590751869666,40714.829799107145,pool_optimal_10_80_10,60,True,0.4,pool_optimal_10_80_10|y60|cf1|fl0.40
0.85,0.9,0.5,0.2,success_rate,1,0.04071482979910714,0.3775,0.3745,0.5944333333333334,2.374401684160199e-10,15199.592603872752,40714.829799107145,pool_optimal_10_80_10,60,True,0.4,pool_optimal_10_80_10|y60|cf1|fl0.40
0.85,0.9,0.5,0.2,success_rate,3,0.04071482979910714,0.3785,0.3755,0.59445,2.374401684160199e-10,15199.592603872752,40714.829799107145,pool_optimal_10_80_10,60,True,0.4,pool_optimal_10_80_10|y60|cf1|fl0.40
0.85,0.9,0.7,0.25,success_rate,1,0.04071482979910714,0.376,0.373,0.5941416666666667,2.374401684160199e-10,15252.07350333083,40714.829799107145,pool_optimal_10_80_10,60,True,0.4,pool_optimal_10_80_10|y60|cf1|fl0.40
0.85,0.9,0.7,0.25,success_rate,3,0.04071482979910714,0.377,0.374,0.5941583333333333,2.374401684160199e-10,15252.07350333083,40714.829799107145,pool_optimal_10_80_10,60,True,0.4,pool_optimal_10_80_10|y60|cf1|fl0.40
0.85,0.9,0.5,0.2,success_rate,5,0.04071482979910714,0.3785,0.3755,0.5944416666666668,2.374401684160199e-10,15199.592603872752,40714.829799107145,pool_optimal_10_80_10,60,True,0.4,pool_optimal_10_80_10|y60|cf1|fl0.40
0.85,0.9,0.5,0.15,success_rate,1,0.04071482979910714,0.394,0.3915,0.6060333333333333,2.374401684160199e-10,15257.28163657818,40714.829799107145,pool_optimal_10_80_10,60,True,0.4,pool_optimal_10_80_10|y60|cf1|fl0.40
0.85,0.9,0.8,0.25,success_rate,1,0.04071482979910714,0.3815,0.3785,0.5981333333333333,2.374401684160199e-10,15251.614583227809,40714.829799107145,pool_optimal_10_80_10,60,True,0.4,pool_optimal_10_80_10|y60|cf1|fl0.40
0.85,0.9,0.7,0.2,success_rate,1,0.04071482979910714,0.3855,0.383,0.6003333333333334,2.374401684160199e-10,15238.802421695873,40714.829799107145,pool_optimal_10_80_10,60,True,0.4,pool_optimal_10_80_10|y60|cf1|fl0.40
0.85,0.9,0.7,0.25,success_rate,5,0.04071482979910714,0.377,0.374,0.5941583333333333,2.374401684160199e-10,15252.07350333083,40714.829799107145,pool_optimal_10_80_10,60,True,0.4,pool_optimal_10_80_10|y60|cf1|fl0.40
0.85,0.9,0.7,0.2,success_rate,3,0.04071482979910714,0.3865,0.384,0.60035,2.374401684160199e-10,15238.802421695873,40714.829799107145,pool_optimal_10_80_10,60,True,0.4,pool_optimal_10_80_10|y60|cf1|fl0.40
0.85,0.95,0.2,0.25,success_rate,1,0.04071482979910714,0.382,0.3795,0.5976333333333333,2.374401684160199e-10,15134.350303828316,40714.829799107145,pool_optimal_10_80_10,60,True,0.4,pool_optimal_10_80_10|y60|cf1|fl0.40
0.85,0.9,0.8,0.25,success_rate,3,0.04071482979910714,0.3825,0.3795,0.5981500000000001,2.374401684160199e-10,15251.614583227809,40714.829799107145,pool_optimal_10_80_10,60,True,0.4,pool_optimal_10_80_10|y60|cf1|fl0.40
0.85,0.9,0.8,0.25,success_rate,5,0.04071482979910714,0.3825,0.3795,0.5981500000000001,2.374401684160199e-10,15251.614583227809,40714.829799107145,pool_optimal_10_80_10,60,True,0.4,pool_optimal_10_80_10|y60|cf1|fl0.40
0.85,0.9,0.5,0.15,success_rate,3,0.04071482979910714,0.3955,0.393,0.6060583333333333,2.374401684160199e-10,15257.28163657818,40714.829799107145,pool_optimal_10_80_10,60,True,0.4,pool_optimal_10_80_10|y60|cf1|fl0.40
0.85,0.9,0.8,0.2,success_rate,1,0.04071482979910714,0.391,0.3885,0.6041166666666665,2.3744016841601995e-10,15213.268971214462,40714.829799107145,pool_optimal_10_80_10,60,True,0.4,pool_optimal_10_80_10|y60|cf1|fl0.40
0.85,0.9,0.7,0.2,success_rate,5,0.04071482979910714,0.3865,0.3835,0.600325,2.374401684160199e-10,15238.802421695873,40714.829799107145,pool_optimal_10_80_10,60,True,0.4,pool_optimal_10_80_10|y60|cf1|fl0.40
0.85,0.9,0.8,0.2,success_rate,3,0.04071482979910714,0.392,0.3895,0.6041333333333332,2.3744016841601995e-10,15213.268971214462,40714.829799107145,pool_optimal_10_80_10,60,True,0.4,pool_optimal_10_80_10|y60|cf1|fl0.40
0.85,0.9,0.7,0.15,success_rate,1,0.04071482979910714,0.399,0.3965,0.6097166666666667,2.473382253751593e-10,15214.19935415053,40714.829799107145,pool_optimal_10_80_10,60,True,0.4,pool_optimal_10_80_10|y60|cf1|fl0.40
0.85,0.95,0.5,0.25,success_rate,1,0.04071482979910714,0.3895,0.3865,0.6029500000000001,2.3744016841601995e-10,15145.101099332527,40714.829799107145,pool_optimal_10_80_10,60,True,0.4,pool_optimal_10_80_10|y60|cf1|fl0.40
0.85,0.9,0.5,0.15,success_rate,5,0.04071482979910714,0.3955,0.393,0.60605,2.374401684160199e-10,15257.28163657818,40714.829799107145,pool_optimal_10_80_10,60,True,0.4,pool_optimal_10_80_10|y60|cf1|fl0.40
0.85,0.95,0.2,0.2,success_rate,1,0.04071482979910714,0.397,0.3945,0.6072666666666666,2.473382253751593e-10,15116.752513915148,40714.829799107145,pool_optimal_10_80_10,60,True,0.4,pool_optimal_10_80_10|y60|cf1|fl0.40
0.85,0.9,0.8,0.2,success_rate,5,0.04071482979910714,0.392,0.389,0.6041083333333334,2.3744016841601995e-10,15213.268971214462,40714.829799107145,pool_optimal_10_80_10,60,True,0.4,pool_optimal_10_80_10|y60|cf1|fl0.40
0.85,0.9,0.7,0.15,success_rate,3,0.04071482979910714,0.4005,0.398,0.6097416666666665,2.473382253751593e-10,15214.19935415053,40714.829799107145,pool_optimal_10_80_10,60,True,0.4,pool_optimal_10_80_10|y60|cf1|fl0.40
0.85,0.9,0.8,0.15,success_rate,1,0.04071482979910714,0.402,0.3995,0.6119000000000001,2.4733822537515934e-10,15174.07698833687,40714.829799107145,pool_optimal_10_80_10,60,True,0.4,pool_optimal_10_80_10|y60|cf1|fl0.40
0.85,0.95,0.5,0.2,success_rate,1,0.04071482979910714,0.402,0.3995,0.6111333333333334,2.473382253751593e-10,15201.710929336738,40714.829799107145,pool_optimal_10_80_10,60,True,0.4,pool_optimal_10_80_10|y60|cf1|fl0.40
0.85,0.9,0.5,0.25,amount,1,0.04071482979910714,0.396,0.396,0.6215166666666666,2.4733822537515934e-10,15613.915834345873,40714.829799107145,pool_optimal_10_80_10,60,True,0.4,pool_optimal_10_80_10|y60|cf1|fl0.40
0.85,0.95,0.5,0.25,success_rate,3,0.04071482979910714,0.391,0.388,0.602975,2.3744016841601995e-10,15145.101099332527,40714.829799107145,pool_optimal_10_80_10,60,True,0.4,pool_optimal_10_80_10|y60|cf1|fl0.40
0.85,0.9,0.7,0.25,success_rate,10,0.04071482979910714,0.379,0.3745,0.5942166666666666,2.374401684160199e-10,15252.07350333083,40714.829799107145,pool_optimal_10_80_10,60,True,0.4,pool_optimal_10_80_10|y60|cf1|fl0.40
0.85,0.9,0.5,0.25,amount,3,0.04071482979910714,0.3975,0.3975,0.6215416666666667,2.4733822537515934e-10,15613.915834345873,40714.829799107145,pool_optimal_10_80_10,60,True,0.4,pool_optimal_10_80_10|y60|cf1|fl0.40
0.85,0.9,0.8,0.15,success_rate,3,0.04071482979910714,0.4035,0.401,0.6119249999999999,2.4733822537515934e-10,15174.07698833687,40714.829799107145,pool_optimal_10_80_10,60,True,0.4,pool_optimal_10_80_10|y60|cf1|fl0.40
0.85,0.9,0.5,0.25,amount,5,0.04071482979910714,0.4,0.4,0.6216083333333333,2.4733822537515934e-10,15613.915834345873,40714.829799107145,pool_optimal_10_80_10,60,True,0.4,pool_optimal_10_80_10|y60|cf1|fl0.40
0.85,0.9,0.7,0.15,success_rate,5,0.04071482979910714,0.4005,0.398,0.6097416666666665,2.473382253751593e-10,15214.19935415053,40714.829799107145,pool_optimal_10_80_10,60,True,0.4,pool_optimal_10_80_10|y60|cf1|fl0.40
0.85,0.95,0.5,0.2,success_rate,3,0.04071482979910714,0.403,0.4005,0.6111500000000001,2.473382253751593e-10,15201.710929336738,40714.829799107145,pool_optimal_10_80_10,60,True,0.4,pool_optimal_10_80_10|y60|cf1|fl0.40
0.85,0.95,0.2,0.15,success_rate,1,0.04071482979910714,0.409,0.407,0.6165916666666666,2.4733822537515934e-10,15266.134414491553,40714.829799107145,pool_optimal_10_80_10,60,True,0.4,pool_optimal_10_80_10|y60|cf1|fl0.40
0.85,0.9,0.8,0.15,success_rate,5,0.04071482979910714,0.4035,0.401,0.6119249999999999,2.4733822537515934e-10,15174.07698833687,40714.829799107145,pool_optimal_10_80_10,60,True,0.4,pool_optimal_10_80_10|y60|cf1|fl0.40
0.85,0.95,0.5,0.25,success_rate,5,0.04071482979910714,0.391,0.388,0.602975,2.3744016841601995e-10,15145.101099332527,40714.829799107145,pool_optimal_10_80_10,60,True,0.4,pool_optimal_10_80_10|y60|cf1|fl0.40
0.85,0.95,0.7,0.25,success_rate,1,0.04071482979910714,0.3985,0.396,0.6097083333333333,2.4733822537515934e-10,15247.519123139637,40714.829799107145,pool_optimal_10_80_10,60,True,0.4,pool_optimal_10_80_10|y60|cf1|fl0.40
0.85,0.9,0.7,0.2,success_rate,10,0.04071482979910714,0.3885,0.384,0.6003833333333334,2.374401684160199e-10,15238.802421695873,40714.829799107145,pool_optimal_10_80_10,60,True,0.4,pool_optimal_10_80_10|y60|cf1|fl0.40
0.85,0.95,0.5,0.2,success_rate,5,0.04071482979910714,0.403,0.4,0.611125,2.473382253751593e-10,15201.710929336738,40714.829799107145,pool_optimal_10_80_10,60,True,0.4,pool_optimal_10_80_10|y60|cf1|fl0.40
0.85,0.9,0.5,0.1,success_rate,1,0.04071482979910714,0.423,0.4205,0.6263333333333334,2.526078413753763e-10,15276.729439049665,40714.829799107145,pool_optimal_10_80_10,60,True,0.4,pool_optimal_10_80_10|y60|cf1|fl0.40
0.85,0.95,0.7,0.25,success_rate,3,0.04071482979910714,0.4,0.397,0.6097250000000002,2.4733822537515934e-10,15247.519123139637,40714.829799107145,pool_optimal_10_80_10,60,True,0.4,pool_optimal_10_80_10|y60|cf1|fl0.40
0.85,0.9,0.5,0.25,amount,10,0.04071482979910714,0.4105,0.4105,0.6219750000000001,2.4733822537515934e-10,15613.915834345873,40714.829799107145,pool_optimal_10_80_10,60,True,0.4,pool_optimal_10_80_10|y60|cf1|fl0.40
0.85,0.95,0.5,0.15,success_rate,1,0.04071482979910714,0.415,0.4125,0.6201666666666666,2.4733822537515934e-10,15310.69449893807,40714.829799107145,pool_optimal_10_80_10,60,True,0.4,pool_optimal_10_80_10|y60|cf1|fl0.40
0.85,0.9,0.5,0.1,success_rate,3,0.04071482979910714,0.4245,0.4215,0.6263500000000001,2.526078413753763e-10,15276.729439049665,40714.829799107145,pool_optimal_10_80_10,60,True,0.4,pool_optimal_10_80_10|y60|cf1|fl0.40
0.85,0.95,0.7,0.25,success_rate,5,0.04071482979910714,0.4,0.397,0.6097250000000002,2.4733822537515934e-10,15247.519123139637,40714.829799107145,pool_optimal_10_80_10,60,True,0.4,pool_optimal_10_80_10|y60|cf1|fl0.40
0.85,0.95,0.7,0.2,success_rate,1,0.04071482979910714,0.406,0.4035,0.6147166666666667,2.4733822537515934e-10,15237.371882109523,40714.829799107145,pool_optimal_10_80_10,60,True,0.4,pool_optimal_10_80_10|y60|cf1|fl0.40
0.85,0.9,0.7,0.25,amount,1,0.04071482979910714,0.4085,0.4085,0.6279,2.5787745737559306e-10,15555.530800348748,40714.829799107145,pool_optimal_10_80_10,60,True,0.4,pool_optimal_10_80_10|y60|cf1|fl0.40
0.85,0.95,0.2,0.15,success_rate,3,0.04071482979910714,0.4105,0.4085,0.6166166666666667,2.4733822537515934e-10,15266.134414491553,40714.829799107145,pool_optimal_10_80_10,60,True,0.4,pool_optimal_10_80_10|y60|cf1|fl0.40
0.8,0.99,0.5,0.1,amount,1,0.044979211956521735,0.5335,0.5335,0.7139083333333333,73124.86123316236,15785.585967906742,44979.211956521736,pool_optimal_10_80_10,60,True,0.4,pool_optimal_10_80_10|y60|cf1|fl0.40
0.8,0.99,0.5,0.1,amount,3,0.044979211956521735,0.5335,0.5335,0.7139083333333333,72993.86851038742,15785.585967906742,44979.211956521736,pool_optimal_10_80_10,60,True,0.4,pool_optimal_10_80_10|y60|cf1|fl0.40
0.8,0.99,0.5,0.1,amount,5,0.044979211956521735,0.536,0.536,0.7139583333333333,73082.75078705052,15785.585967906742,44979.211956521736,pool_optimal_10_80_10,60,True,0.4,pool_optimal_10_80_10|y60|cf1|fl0.40
0.8,0.99,0.5,0.1,amount,10,0.044979211956521735,0.5405,0.5405,0.7140666666666666,72874.60905027899,15785.585967906742,44979.211956521736,pool_optimal_10_80_10,60,True,0.4,pool_optimal_10_80_10|y60|cf1|fl0.40
0.8,0.99,0.5,0.1,success_rate,1,0.044979211956521735,0.499,0.4955,0.6799583333333333,7.565920641973256e-09,15824.663075688984,44979.211956521736,pool_optimal_10_80_10,60,True,0.4,pool_optimal_10_80_10|y60|cf1|fl0.40
0.8,0.99,0.5,0.1,success_rate,3,0.044979211956521735,0.5,0.496,0.6799666666666667,23959.95295562527,15824.663075688984,44979.211956521736,pool_optimal_10_80_10,60,True,0.4,pool_optimal_10_80_10|y60|cf1|fl0.40
0.8,0.99,0.5,0.15,amount,1,0.044979211956521735,0.513,0.513,0.7005750000000001,72455.15031863184,15752.391282432229,44979.211956521736,pool_optimal_10_80_10,60,True,0.4,pool_optimal_10_80_10|y60|cf1|fl0.40
0.8,0.99,0.5,0.15,amount,3,0.044979211956521735,0.514,0.514,0.7005916666666667,72387.68771126596,15752.391282432229,44979.211956521736,pool_optimal_10_80_10,60,True,0.4,pool_optimal_10_80_10|y60|cf1|fl0.40
0.8,0.99,0.5,0.15,amount,5,0.044979211956521735,0.5155,0.5155,0.7006416666666666,72513.67842913841,15752.391282432229,44979.211956521736,pool_optimal_10_80_10,60,True,0.4,pool_optimal_10_80_10|y60|cf1|fl0.40
0.8,0.99,0.5,0.15,amount,10,0.044979211956521735,0.5235,0.5235,0.7008,72571.14606549237,15752.391282432229,44979.211956521736,pool_optimal_10_80_10,60,True,0.4,pool_optimal_10_80_10|y60|cf1|fl0.40
0.8,0.99,0.5,0.15,success_rate,1,0.044979211956521735,0.48,0.477,0.6664916666666667,2.81136158410335e-10,15340.256664082191,44979.211956521736,pool_optimal_10_80_10,60,True,0.4,pool_optimal_10_80_10|y60|cf1|fl0.40
0.8,0.99,0.5,0.15,success_rate,3,0.044979211956521735,0.48,0.477,0.6664916666666667,2.81136158410335e-10,15340.256664082191,44979.211956521736,pool_optimal_10_80_10,60,True,0.4,pool_optimal_10_80_10|y60|cf1|fl0.40
0.8,0.99,0.5,0.2,amount,1,0.044979211956521735,0.504,0.504,0.6925416666666666,71275.37178142963,15695.995361938205,44979.211956521736,pool_optimal_10_80_10,60,True,0.4,pool_optimal_10_80_10|y60|cf1|fl0.40
0.8,0.99,0.5,0.2,amount,3,0.044979211956521735,0.504,0.504,0.6925416666666666,71162.53101775427,15695.995361938205,44979.211956521736,pool_optimal_10_80_10,60,True,0.4,pool_optimal_10_80_10|y60|cf1|fl0.40
0.8,0.99,0.5,0.2,amount,5,0.044979211956521735,0.5055,0.5055,0.6925833333333332,71439.47663255446,15695.995361938205,44979.211956521736,pool_optimal_10_80_10,60,True,0.4,pool_optimal_10_80_10|y60|cf1|fl0.40
0.8,0.99,0.5,0.2,amount,10,0.044979211956521735,0.516,0.5155,0.6928333333333333,72132.41704856453,15695.995361938205,44979.211956521736,pool_optimal_10_80_10,60,True,0.4,pool_optimal_10_80_10|y60|cf1|fl0.40
0.8,0.99,0.5,0.2,success_rate,1,0.044979211956521735,0.461,0.4585,0.6532666666666667,2.691199725484442e-10,15364.407100098162,44979.211956521736,pool_optimal_10_80_10,60,True,0.4,pool_optimal_10_80_10|y60|cf1|fl0.40
0.8,0.99,0.5,0.25,amount,1,0.044979211956521735,0.4915,0.4915,0.6831833333333334,1.140515394182527e-08,15581.55980815336,44979.211956521736,pool_optimal_10_80_10,60,True,0.4,pool_optimal_10_80_10|y60|cf1|fl0.40
0.8,0.99,0.5,0.25,amount,3,0.044979211956521735,0.4925,0.4925,0.6832,1.1405153941825348e-08,15581.55980815336,44979.211956521736,pool_optimal_10_80_10,60,True,0.4,pool_optimal_10_80_10|y60|cf1|fl0.40
0.8,0.99,0.5,0.25,amount,5,0.044979211956521735,0.4965,0.496,0.6832666666666667,1.1405153941825633e-08,15581.55980815336,44979.211956521736,pool_optimal_10_80_10,60,True,0.4,pool_optimal_10_80_10|y60|cf1|fl0.40
0.8,0.99,0.5,0.25,amount,10,0.044979211956521735,0.504,0.503,0.683475,69846.33196900281,15581.55980815336,44979.211956521736,pool_optimal_10_80_10,60,True,0.4,pool_optimal_10_80_10|y60|cf1|fl0.40
0.8,0.99,0.7,0.05,amount,1,0.044979211956521735,0.5975,0.5975,0.749725,72672.82350913351,15934.796938642841,44979.211956521736,pool_optimal_10_80_10,60,True,0.4,pool_optimal_10_80_10|y60|cf1|fl0.40
0.8,0.99,0.7,0.05,amount,3,0.044979211956521735,0.5975,0.5975,0.749725,72621.59025334715,15934.796938642841,44979.211956521736,pool_optimal_10_80_10,60,True,0.4,pool_optimal_10_80_10|y60|cf1|fl0.40
0.8,0.99,0.7,0.05,amount,5,0.044979211956521735,0.5975,0.5975,0.7497416666666666,72547.80362970418,15934.796938642841,44979.211956521736,pool_optimal_10_80_10,60,True,0.4,pool_optimal_10_80_10|y60|cf1|fl0.40
0.8,0.99,0.7,0.05,amount,10,0.044979211956521735,0.5985,0.5985,0.7497666666666667,72194.19519746158,15934.796938642841,44979.211956521736,pool_optimal_10_80_10,60,True,0.4,pool_optimal_10_80_10|y60|cf1|fl0.40
0.8,0.99,0.7,0.05,success_rate,1,0.044979211956521735,0.523,0.52,0.6963499999999999,73695.60267149509,15676.21245346183,44979.211956521736,pool_optimal_10_80_10,60,True,0.4,pool_optimal_10_80_10|y60|cf1|fl0.40
0.8,0.99,0.7,0.05,success_rate,3,0.044979211956521735,0.523,0.5185,0.6963250000000001,73529.6285925928,15676.21245346183,44979.211956521736,pool_optimal_10_80_10,60,True,0.4,pool_optimal_10_80_10|y60|cf1|fl0.40
0.8,0.99,0.7,0.05,success_rate,5,0.044979211956521735,0.5235,0.5185,0.6963166666666666,73357.22089493797,15676.21245346183,44979.211956521736,pool_optimal_10_80_10,60,True,0.4,pool_optimal_10_80_10|y60|cf1|fl0.40
0.8,0.99,0.7,0.1,amount,1,0.044979211956521735,0.534,0.534,0.7139833333333333,73118.25021398472,15776.264369775443,44979.211956521736,pool_optimal_10_80_10,60,True,0.4,pool_optimal_10_80_10|y60|cf1|fl0.40
0.8,0.99,0.7,0.1,amount,3,0.044979211956521735,0.534,0.534,0.7139833333333333,73027.40510322,15776.264369775443,44979.211956521736,pool_optimal_10_80_10,60,True,0.4,pool_optimal_10_80_10|y60|cf1|fl0.40
0.8,0.99,0.7,0.1,amount,5,0.044979211956521735,0.537,0.537,0.7140416666666666,73206.24737706911,15776.264369775443,44979.211956521736,pool_optimal_10_80_10,60,True,0.4,pool_optimal_10_80_10|y60|cf1|fl0.40
0.8,0.99,0.7,0.1,amount,10,0.044979211956521735,0.542,0.542,0.7141583333333333,72993.9550808683,15776.264369775443,44979.211956521736,pool_optimal_10_80_10,60,True,0.4,pool_optimal_10_80_10|y60|cf1|fl0.40
0.8,0.99,0.7,0.1,success_rate,1,0.044979211956521735,0.4995,0.4955,0.680025,1.1405153941826025e-08,15812.472841507299,44979.211956521736,pool_optimal_10_80_10,60,True,0.4,pool_optimal_10_80_10|y60|cf1|fl0.40
0.8,0.99,0.7,0.1,success_rate,3,0.044979211956521735,0.5005,0.496,0.6800333333333333,29191.80725945428,15812.472841507299,44979.211956521736,pool_optimal_10_80_10,60,True,0.4,pool_optimal_10_80_10|y60|cf1|fl0.40
0.8,0.99,0.7,0.1,success_rate,5,0.044979211956521735,0.5005,0.496,0.6800333333333333,28932.09350042905,15812.472841507299,44979.211956521736,pool_optimal_10_80_10,60,True,0.4,pool_optimal_10_80_10|y60|cf1|fl0.40
0.8,0.99,0.7,0.15,amount,1,0.044979211956521735,0.516,0.516,0.70075,72897.48083747867,15708.064628223892,44979.211956521736,pool_optimal_10_80_10,60,True,0.4,pool_optimal_10_80_10|y60|cf1|fl0.40
0.8,0.99,0.7,0.15,amount,3,0.044979211956521735,0.517,0.517,0.7007666666666666,72813.47940261873,15708.064628223892,44979.211956521736,pool_optimal_10_80_10,60,True,0.4,pool_optimal_10_80_10|y60|cf1|fl0.40
0.8,0.99,0.7,0.15,amount,5,0.044979211956521735,0.518,0.518,0.7008,72665.59766758721,15708.064628223892,44979.211956521736,pool_optimal_10_80_10,60,True,0.4,pool_optimal_10_80_10|y60|cf1|fl0.40
0.8,0.99,0.7,0.15,amount,10,0.044979211956521735,0.5235,0.5235,0.7009416666666666,72528.6574849051,15708.064628223892,44979.211956521736,pool_optimal_10_80_10,60,True,0.4,pool_optimal_10_80_10|y60|cf1|fl0.40
0.8,0.99,0.7,0.15,success_rate,1,0.044979211956521735,0.481,0.478,0.6673083333333333,2.81136158410335e-10,15331.926879863922,44979.211956521736,pool_optimal_10_80_10,60,True,0.4,pool_optimal_10_80_10|y60|cf1|fl0.40
0.8,0.99,0.7,0.15,success_rate,3,0.044979211956521735,0.481,0.478,0.6673083333333333,2.81136158410335e-10,15331.926879863922,44979.211956521736,pool_optimal_10_80_10,60,True,0.4,pool_optimal_10_80_10|y60|cf1|fl0.40
0.8,0.99,0.7,0.15,success_rate,5,0.044979211956521735,0.481,0.478,0.6673083333333333,2.81136158410335e-10,15331.926879863922,44979.211956521736,pool_optimal_10_80_10,60,True,0.4,pool_optimal_10_80_10|y60|cf1|fl0.40
0.8,0.99,0.7,0.2,amount,1,0.044979211956521735,0.5065,0.5065,0.6932666666666667,72138.22231887042,15694.128494850056,44979.211956521736,pool_optimal_10_80_10,60,True,0.4,pool_optimal_10_80_10|y60|cf1|fl0.40
0.8,0.99,0.7,0.2,amount,3,0.044979211956521735,0.507,0.507,0.693275,72072.5736531778,15694.128494850056,44979.211956521736,pool_optimal_10_80_10,60,True,0.4,pool_optimal_10_80_10|y60|cf1|fl0.40
0.8,0.99,0.7,0.2,amount,5,0.044979211956521735,0.509,0.509,0.6933250000000001,71829.62659578474,15694.128494850056,44979.211956521736,pool_optimal_10_80_10,60,True,0.4,pool_optimal_10_80_10|y60|cf1|fl0.40
0.8,0.99,0.7,0.2,amount,10,0.044979211956521735,0.517,0.5165,0.69355,72182.8780432913,15694.128494850056,44979.211956521736,pool_optimal_10_80_10,60,True,0.4,pool_optimal_10_80_10|y60|cf1|fl0.40
0.8,0.99,0.7,0.2,success_rate,1,0.044979211956521735,0.4645,0.462,0.6552833333333333,2.691199725484442e-10,15446.908682437968,44979.211956521736,pool_optimal_10_80_10,60,True,0.4,pool_optimal_10_80_10|y60|cf1|fl0.40
0.8,0.99,0.7,0.2,success_rate,3,0.044979211956521735,0.465,0.4625,0.6552916666666667,2.691199725484442e-10,15446.908682437968,44979.211956521736,pool_optimal_10_80_10,60,True,0.4,pool_optimal_10_80_10|y60|cf1|fl0.40
0.8,0.99,0.7,0.25,amount,1,0.044979211956521735,0.494,0.494,0.6842833333333334,1.1405153941825643e-08,15592.712983652476,44979.211956521736,pool_optimal_10_80_10,60,True,0.4,pool_optimal_10_80_10|y60|cf1|fl0.40
0.8,0.99,0.7,0.25,amount,3,0.044979211956521735,0.4945,0.4945,0.6842916666666667,1.1405153941825683e-08,15592.712983652476,44979.211956521736,pool_optimal_10_80_10,60,True,0.4,pool_optimal_10_80_10|y60|cf1|fl0.40
0.95,0.99,0.8,0.05,amount,1,0.030694218750000016,0.77,0.77,0.86375,62813.4267770881,16920.184640127743,30694.218750000015,pool_optimal_10_80_10,60,True,0.5,pool_optimal_10_80_10|y60|cf1|fl0.50
0.95,0.99,0.8,0.05,amount,3,0.030694218750000016,0.77,0.77,0.86375,62789.734776865895,16920.184640127743,30694.218750000015,pool_optimal_10_80_10,60,True,0.5,pool_optimal_10_80_10|y60|cf1|fl0.50
0.95,0.99,0.8,0.05,amount,5,0.030694218750000016,0.77,0.77,0.86375,62748.43239963519,16920.184640127743,30694.218750000015,pool_optimal_10_80_10,60,True,0.5,pool_optimal_10_80_10|y60|cf1|fl0.50
0.95,0.99,0.8,0.05,amount,10,0.030694218750000016,0.77,0.77,0.8637750000000001,62521.17776301637,16920.184640127743,30694.218750000015,pool_optimal_10_80_10,60,True,0.5,pool_optimal_10_80_10|y60|cf1|fl0.50
0.95,0.9,0.8,0.05,amount,1,0.030694218750000016,0.7695,0.7695,0.8637249999999999,62844.84458840272,16920.184640127743,30694.218750000015,pool_optimal_10_80_10,60,True,0.5,pool_optimal_10_80_10|y60|cf1|fl0.50
0.95,0.9,0.8,0.05,amount,3,0.030694218750000016,0.7695,0.7695,0.8637249999999999,62809.498686374485,16920.184640127743,30694.218750000015,pool_optimal_10_80_10,60,True,0.5,pool_optimal_10_80_10|y60|cf1|fl0.50
0.95,0.9,0.8,0.05,amount,5,0.030694218750000016,0.7695,0.7695,0.8637249999999999,62755.22239551663,16920.184640127743,30694.218750000015,pool_optimal_10_80_10,60,True,0.5,pool_optimal_10_80_10|y60|cf1|fl0.50
