Year,SMALL LoBM,ME1 BM2,ME1 BM3,ME1 BM4,SMALL HiBM,ME2 BM1,ME2 BM2,ME2 BM3,ME2 BM4,ME2 BM5,ME3 BM1,ME3 BM2,ME3 BM3,ME3 BM4,ME3 BM5,ME4 BM1,ME4 BM2,ME4 BM3,ME4 BM4,ME4 BM5,BIG LoBM,ME5 BM2,ME5 BM3,ME5 BM4,BIG HiBM
1965,0.309740123177223,0.4292818117573691,0.27761749926955037,0.4091855465816967,0.4852590107788888,0.33347728437570123,0.3288921666325113,0.2932743671640885,0.3980560744286388,0.36626679889233515,0.29535958701818577,0.2736384931423639,0.36797527616111303,0.30554643543630156,0.4373622955668839,0.21440391828692817,0.24114655363841453,0.24882816122581852,0.24015058434391956,0.38853185383661804,0.16204804497346825,0.002584026490427771,0.11670098613257229,0.15650759332450348,0.1414566483515709
1966,-0.03187798432180944,-0.11553136192402691,-0.08982814199389633,-0.012949537206135897,-0.048204015692299707,-0.06806508933230149,-0.03225867866741505,-0.062022071280423474,-0.11882703956645391,-0.05770752110124977,-0.046084834669378405,-0.09428605335599394,-0.003780933633504291,-0.0314793961997083,-0.11759019663273129,0.0007427597804470221,-0.038008529191075335,-0.06960503981193689,-0.02908259345130071,-0.11482239715410603,-0.11495672606427698,-0.11731788124999354,-0.03802511191280489,-0.04288040606454058,-0.14017976909954732
1967,1.3547459380106606,1.0653043349052354,0.947595883537619,0.9466940431656561,0.8674812521273585,0.7987991851113572,0.6588562733067129,0.8932007151923358,0.7084170305357391,0.6224126307437174,0.5789405975398918,0.532693129301981,0.4309590214005583,0.5707674093335857,0.47308201872006506,0.3982699727536585,0.18382464688096678,0.25287591563891776,0.5476826210672923,0.4516393486481518,0.30118891192278285,0.18369909263482076,0.08552162095904925,0.22569354856372126,0.24201125276090618
1968,0.40842578134898977,0.5247882889515254,0.4887608016460172,0.46066130175792175,0.5882474117853966,0.2660930398494519,0.31755157149076596,0.33165443104636294,0.35671349789292006,0.3651188260253997,0.20738547917370398,0.24857839988859265,0.2661713660742937,0.4002363248895773,0.46745376528612326,0.08734076209205321,0.19425399456091474,0.17530724199961845,0.2879595159531798,0.29474522951242776,0.025909304677917522,0.04549135004874416,0.1826771638720197,0.1606531053864364,0.25363774272399886
1969,-0.3312740128903193,-0.33470837140094745,-0.29145438685478187,-0.298341187054313,-0.333302505768179,-0.2136276799972262,-0.25301776182139024,-0.2263838860600912,-0.24197499851216542,-0.18520251720176295,-0.18075955884779848,-0.17044305484362887,-0.17606118387779846,-0.17858424097430758,-0.23125521503499047,-0.010868980088898916,-0.20632638025368055,-0.10095101046914023,-0.20496894841734525,-0.24454877036607137,0.07819580728409203,-0.09529232727352899,-0.13150135394487028,-0.17545242464916833,-0.18426352786976274
1970,-0.3322001545100234,-0.18889229196549007,-0.12840446371719116,0.007942568592506305,-0.006258399518541902,-0.21582223297175207,-0.09122696267583308,-0.06661004800267412,0.12721338618114952,0.06623447846122854,-0.1991491817157336,-0.08385482129080468,-0.05583418503181592,0.09246573407723035,0.04143447701628045,-0.11096369145628038,-0.055170960217793774,0.054260870418042284,0.14510026479564764,0.05741027517307007,-0.09128825975366506,0.05958716630781824,0.06228882050996254,0.14943542757203,0.09156823243743939
1971,0.21536638423447552,0.16946458882154158,0.18168617166790546,0.19727020598615708,0.1345431446180836,0.28266716366986344,0.24817361206958766,0.24816448985418105,0.13280163196063555,0.16428541491840543,0.28428490321221545,0.25913024760102665,0.19205567602299634,0.10074584884087057,0.22795645255302022,0.37276939019735544,0.2077193448017074,0.12295624127289484,0.17384731774002526,0.18670421261108516,0.2332534823168544,0.10744014809396196,0.05313103388141949,0.03560560134438573,0.21330044271355297
1972,-0.06029481013062943,-0.010760438409540884,-0.033069166131145966,0.016190182643449624,0.08529558420118,0.005321268148283931,-0.006478288419815681,0.1289943146516117,0.034528390329991776,0.15905953907254933,0.14899193890093287,0.05474034820420304,0.08836067549701077,0.1105365262945508,0.013950038081663285,0.08005275981238102,0.003987501753342837,0.10475291779963047,0.14706645589729184,0.1089784723961782,0.24653247228968667,0.12234901412552213,0.11993457576507893,0.18882441810954664,0.10726929207308467
1973,-0.5185447494885111,-0.4139468141224536,-0.3795663617908226,-0.32233855785817933,-0.30789536344693935,-0.4937664163329717,-0.41316831477757254,-0.31966784809655147,-0.2716024435430461,-0.2711722861889586,-0.4385631549180593,-0.35318599776778814,-0.24775023321077927,-0.18970667628835447,-0.19984482127612668,-0.3679025041433357,-0.33822341172551407,-0.13462526151533172,-0.1435584006605347,-0.08317201498356863,-0.1928614883833335,-0.14699479685947103,-0.06367943959315037,-0.053875057344501376,0.0025262335547548975
1974,-0.3183710335005445,-0.3023124258362806,-0.25111072977469207,-0.23443714428121287,-0.18565818135463708,-0.34511746415471545,-0.260299751167286,-0.26231223847802754,-0.22389766969053693,-0.15608094436970266,-0.3548817236547849,-0.29125844981290305,-0.21738718063249718,-0.2584533402671898,-0.11275093700213235,-0.3656959417764122,-0.2815593859358395,-0.22308430566511306,-0.1892673818573095,-0.2515330893356682,-0.3051815566923972,-0.22610306067826336,-0.20437210217688817,-0.20743265669037136,-0.2999247319728918
