Year,SMALL LoBM,ME1 BM2,SMALL HiBM,BIG LoBM,ME2 BM2,BIG HiBM
1991,0.608210533565827,0.42374702844298096,0.38039093482101327,0.4558883184104734,0.21604025184436537,0.2823439859035062
1992,0.017112167417060453,0.13833185997799746,0.2591410909731029,0.0328474736126847,0.10777946602126853,0.11739260381591987
1993,0.10063005276646053,0.17307190058844468,0.30728633908640224,0.007461546538083397,0.16157150647325014,0.19739701444922075
1994,-0.09091116966386315,-0.023920072675041926,-0.004768764054980612,0.021482909933910888,0.0019512850750562638,-0.029275843478269836
1995,0.35355236148740676,0.2675445602982389,0.31210997380554506,0.3776405462533876,0.34122227710993003,0.37543132312969396
1996,0.09881390535724277,0.19176944380629535,0.265785876184224,0.2150636408965656,0.2315887723211596,0.24745951713052228
1997,0.07370473924277454,0.19350209838464916,0.33524930329624847,0.2999612546655306,0.31390301198316517,0.3529702538546522
1998,-0.025598239745774132,-0.041166074808144604,-0.05552172551249823,0.42036220795866686,0.08925575706218947,0.13623618096727563
1999,0.48666193146904657,0.26587710739383286,0.10434602848997332,0.2953652124950392,0.20537103012862845,0.01158534045716908
2000,-0.3884820221776766,0.01085959354337529,0.20967726815409038,-0.22596362061896447,0.017770392014400782,0.17208751303909775
2001,-0.1334930458028164,0.030964788795363463,0.13548934091857756,-0.17573718285657391,-0.1056192334511008,-0.04542072586791368
2002,-0.33818833334988985,-0.20011527776079863,-0.09235585274997804,-0.24265479896117215,-0.18498991214410365,-0.19896864600209963
2003,0.5549891849105131,0.4939564333376796,0.5710827158889165,0.24231882734667143,0.3591931101568222,0.3388388804426876
2004,0.15112092880810546,0.22044787524194698,0.22315225599712152,0.07385484604569892,0.1404948346432633,0.18988135746942114
2005,0.037412549709157306,0.10255326938290521,0.10680532474257065,0.04797810240331657,0.07987467527150183,0.13608668459622586
2006,0.08399987028328915,0.18459668658894923,0.21277616246458364,0.09276719079871532,0.16141442877520573,0.21714893893238507
2007,0.06691261708974383,0.020711644568551568,-0.049412327078407925,0.15660334123744124,0.09973351766337846,-0.011491322907475232
2008,-0.4694838433616194,-0.38770711787318946,-0.3442848459865244,-0.35236899753856255,-0.3620022851394188,-0.45557045928715467
2009,0.4362015461829005,0.40415984023411444,0.3911309181559399,0.34001426859723516,0.2907339045037116,0.2702526300462329
2010,0.3230805446336491,0.3393761138012854,0.31377974474013337,0.15520247465670378,0.18489585698024902,0.1412035147770836
2011,-0.07178307295009256,-0.07210082445830868,-0.07776498649791908,0.03424322071629482,0.027232004300087098,-0.0744063818998848
2012,0.12293535053135507,0.154545805062964,0.18565290831411985,0.14587347200573997,0.12532050321372457,0.2301042334170169
2013,0.3757795034417797,0.34633390835919453,0.3471846955368869,0.3449046243239253,0.28570137362422665,0.3517800685078625
2014,0.04299649428065022,0.03631910188026821,-0.0004651127284287515,0.136208120991677,0.12388725864324046,0.08461088804829098
2015,-0.06188500509749395,-0.04825365569479123,-0.123348537568432,0.053069475474804007,-0.01374380741372172,-0.07000285056146582
2016,0.04816817109472593,0.19424430603193765,0.3402508745055668,0.06600344966017802,0.11664715002311321,0.2112716250228166
2017,0.31549700252593693,0.15628279001191503,0.09120428004143122,0.311398321164684,0.20693343131315256,0.13211057701853268
2018,-0.10911797524478506,-0.11286292563387001,-0.15894827943977152,0.010092358616381025,-0.053060172898186764,-0.1380692804620418
2019,0.3039902133761194,0.29109324439269124,0.19969894637349883,0.38556311740711235,0.27805827633082925,0.2498517279004464
2020,0.45713672261686167,0.26065107153925027,0.07029189824036752,0.4430375001545721,0.16452858695053618,-0.07580063013255323
2021,-0.10215796955490641,0.12500720215290428,0.30857354491029865,0.25577067323728997,0.226912731171923,0.3184348385202713
2022,-0.30453310270553435,-0.22497817436017586,-0.0734090785159266,-0.30212921137042725,-0.15778337967673128,-0.006138161191439062
2023,0.2240835566171484,0.1919150927540374,0.12630276465921098,0.44878707705875187,0.1908723499512046,0.09836965019263122
2024,0.1621893257702387,0.09424783395193304,0.10568826282670662,0.2974087051450385,0.24943587031593495,0.1630775465857648
2025,0.046897973671848,0.14300594477445205,0.19012745174168977,0.14844712235496815,0.21573056970104765,0.26113494317892805
